Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N	S5_Rrem	X	Y	Z	AA	AB	AC	AD	AE	AF
89.211	1.1000	1.0108	1.0971	921.32	1015.5	0.20100	0.20412	9.9100e+37	1.0971	1.7900e+308	1.7900e+308	0.20100	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	442.00										
89.494	1.1000	1.0117	1.1003	919.52	1024.4	0.19870	0.20355	9.9100e+37	1.1003	1.7900e+308	1.7900e+308	0.19870	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	443.00										
89.776	1.1000	1.0114	1.1013	918.35	1024.3	0.19940	0.20424	9.9100e+37	1.1013	1.7900e+308	1.7900e+308	0.19940	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	444.00										
90.058	1.1000	1.0110	1.0984	920.47	1009.8	0.20140	0.20338	9.9100e+37	1.0984	1.7900e+308	1.7900e+308	0.20140	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	445.00										
90.340	1.1000	1.0073	1.0973	918.01	1013.7	0.20060	0.20335	9.9100e+37	1.0973	1.7900e+308	1.7900e+308	0.20060	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	446.00										
90.622	1.1000	1.0068	1.0991	915.99	1017.6	0.20030	0.20383	9.9100e+37	1.0991	1.7900e+308	1.7900e+308	0.20030	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	447.00										
90.904	1.1000	1.0065	1.1018	913.55	1016.4	0.20040	0.20368	9.9100e+37	1.1018	1.7900e+308	1.7900e+308	0.20040	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	448.00										
91.186	1.1000	1.0009	1.1006	909.39	1023.3	0.19900	0.20363	9.9100e+37	1.1006	1.7900e+308	1.7900e+308	0.19900	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	449.00										
91.468	1.1000	1.0037	1.0996	912.75	1020.1	0.19920	0.20320	9.9100e+37	1.0996	1.7900e+308	1.7900e+308	0.19920	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	450.00										
91.751	1.0000	0.92550	1.0017	923.93	1016.8	0.19970	0.20306	9.9100e+37	1.0017	1.7900e+308	1.7900e+308	0.19970	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	451.00										
92.033	0.90000	0.83687	0.89990	929.96	1011.3	0.20180	0.20409	9.9100e+37	0.89990	1.7900e+308	1.7900e+308	0.20180	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	452.00										
92.315	0.80000	0.75234	0.80150	938.66	1014.1	0.20180	0.20464	9.9100e+37	0.80150	1.7900e+308	1.7900e+308	0.20180	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	453.00										
92.597	0.70000	0.66625	0.69990	951.92	1031.8	0.19760	0.20388	9.9100e+37	0.69990	1.7900e+308	1.7900e+308	0.19760	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	454.00										
92.879	0.60000	0.57775	0.60090	961.47	1023.3	0.19910	0.20373	9.9100e+37	0.60090	1.7900e+308	1.7900e+308	0.19910	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	455.00										
93.161	0.50000	0.48639	0.50120	970.45	1021.1	0.19920	0.20341	9.9100e+37	0.50120	1.7900e+308	1.7900e+308	0.19920	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	456.00										
93.443	0.50000	0.48723	0.50250	969.61	1016.4	0.19970	0.20297	9.9100e+37	0.50250	1.7900e+308	1.7900e+308	0.19970	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	457.00										
93.725	0.50000	0.48699	0.50290	968.36	1021.2	0.20030	0.20454	9.9100e+37	0.50290	1.7900e+308	1.7900e+308	0.20030	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	458.00										
94.008	0.50000	0.48625	0.50010	972.31	1014.6	0.20130	0.20423	9.9100e+37	0.50010	1.7900e+308	1.7900e+308	0.20130	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	459.00										
94.290	0.50000	0.48664	0.50040	972.50	1026.5	0.19950	0.20478	9.9100e+37	0.50040	1.7900e+308	1.7900e+308	0.19950	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	460.00										
94.572	0.50000	0.48722	0.49980	974.83	1011.8	0.20170	0.20409	9.9100e+37	0.49980	1.7900e+308	1.7900e+308	0.20170	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	461.00										
94.854	0.50000	0.48619	0.49850	975.31	1010.8	0.20160	0.20377	9.9100e+37	0.49850	1.7900e+308	1.7900e+308	0.20160	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	462.00										
95.136	0.50000	0.48686	0.49990	973.91	1020.8	0.19990	0.20405	9.9100e+37	0.49990	1.7900e+308	1.7900e+308	0.19990	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	463.00										
95.418	0.50000	0.48550	0.49830	974.31	1025.9	0.19880	0.20395	9.9100e+37	0.49830	1.7900e+308	1.7900e+308	0.19880	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	464.00										
95.701	0.50000	0.48514	0.49840	973.39	1020.8	0.20040	0.20457	9.9100e+37	0.49840	1.7900e+308	1.7900e+308	0.20040	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	465.00										
95.983	0.50000	0.48718	0.50100	972.42	1036.7	0.19750	0.20474	9.9100e+37	0.50100	1.7900e+308	1.7900e+308	0.19750	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	466.00										
96.265	0.50000	0.48735	0.50110	972.56	1022.1	0.20020	0.20463	9.9100e+37	0.50110	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	467.00										
96.547	0.50000	0.48653	0.49860	975.79	1029.6	0.19790	0.20376	9.9100e+37	0.49860	1.7900e+308	1.7900e+308	0.19790	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	468.00										
96.829	0.50000	0.48685	0.49740	978.79	1022.5	0.19960	0.20410	9.9100e+37	0.49740	1.7900e+308	1.7900e+308	0.19960	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	469.00										
97.111	0.50000	0.48749	0.50000	974.98	1036.7	0.19720	0.20444	9.9100e+37	0.50000	1.7900e+308	1.7900e+308	0.19720	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	470.00										
97.393	0.50000	0.48679	0.49900	975.53	1018.2	0.20090	0.20456	9.9100e+37	0.49900	1.7900e+308	1.7900e+308	0.20090	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	471.00										
97.675	0.50000	0.48647	0.49920	974.50	1021.7	0.19990	0.20424	9.9100e+37	0.49920	1.7900e+308	1.7900e+308	0.19990	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	472.00										
97.958	0.50000	0.48792	0.50070	974.48	1024.9	0.20040	0.20539	9.9100e+37	0.50070	1.7900e+308	1.7900e+308	0.20040	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	473.00										
98.240	0.50000	0.48787	0.50040	974.96	1027.3	0.20000	0.20546	9.9100e+37	0.50040	1.7900e+308	1.7900e+308	0.20000	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	474.00										
98.522	0.50000	0.48849	0.50070	975.61	1024.1	0.20080	0.20563	9.9100e+37	0.50070	1.7900e+308	1.7900e+308	0.20080	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	475.00										
98.804	0.35000	0.34743	0.34830	997.50	1022.0	0.20040	0.20481	9.9100e+37	0.34830	1.7900e+308	1.7900e+308	0.20040	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	476.00										
99.086	0.20000	0.20494	0.20100	1019.6	1025.1	0.19870	0.20369	9.9100e+37	0.20100	1.7900e+308	1.7900e+308	0.19870	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	477.00										
99.368	0.20000	0.20585	0.19910	1033.9	1048.9	0.19920	0.20894	9.9100e+37	0.19910	1.7900e+308	1.7900e+308	0.19920	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	478.00										
99.650	0.20000	0.20826	0.19860	1048.6	1035.9	0.20090	0.20812	9.9100e+37	0.19860	1.7900e+308	1.7900e+308	0.20090	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	479.00										
99.933	0.20000	0.20719	0.20020	1034.9	1044.7	0.19870	0.20758	9.9100e+37	0.20020	1.7900e+308	1.7900e+308	0.19870	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	480.00										
100.21	0.20000	0.20784	0.20010	1038.7	1033.9	0.20130	0.20812	9.9100e+37	0.20010	1.7900e+308	1.7900e+308	0.20130	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	481.00										
100.50	0.20000	0.20863	0.20130	1036.4	1034.1	0.20110	0.20796	9.9100e+37	0.20130	1.7900e+308	1.7900e+308	0.20110	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	482.00										
100.78	0.20000	0.20980	0.20210	1038.1	1037.8	0.20140	0.20902	9.9100e+37	0.20210	1.7900e+308	1.7900e+308	0.20140	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	483.00										
101.06	0.20000	0.20697	0.19860	1042.1	1032.4	0.20100	0.20752	9.9100e+37	0.19860	1.7900e+308	1.7900e+308	0.20100	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	484.00										
101.34	0.20000	0.20747	0.19780	1048.9	1029.4	0.20150	0.20742	9.9100e+37	0.19780	1.7900e+308	1.7900e+308	0.20150	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	485.00										
101.63	0.20000	0.20823	0.19860	1048.5	1041.6	0.19950	0.20780	9.9100e+37	0.19860	1.7900e+308	1.7900e+308	0.19950	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	486.00										
101.91	0.20000	0.20872	0.20030	1042.0	1055.1	0.19740	0.20827	9.9100e+37	0.20030	1.7900e+308	1.7900e+308	0.19740	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	487.00										
102.19	0.20000	0.20881	0.20070	1040.4	1035.3	0.20070	0.20778	9.9100e+37	0.20070	1.7900e+308	1.7900e+308	0.20070	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	488.00										
102.47	0.20000	0.20797	0.19980	1040.9	1034.7	0.20090	0.20788	9.9100e+37	0.19980	1.7900e+308	1.7900e+308	0.20090	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	489.00										
102.75	0.20000	0.20901	0.20100	1039.9	1030.8	0.20080	0.20698	9.9100e+37	0.20100	1.7900e+308	1.7900e+308	0.20080	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	490.00										
103.04	0.20000	0.20874	0.20160	1035.4	1034.7	0.20130	0.20828	9.9100e+37	0.20160	1.7900e+308	1.7900e+308	0.20130	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	491.00										
103.32	0.20000	0.20858	0.19890	1048.7	1055.5	0.19970	0.21078	9.9100e+37	0.19890	1.7900e+308	1.7900e+308	0.19970	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	492.00										
103.60	0.20000	0.20997	0.20020	1048.8	1053.9	0.19830	0.20898	9.9100e+37	0.20020	1.7900e+308	1.7900e+308	0.19830	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	493.00										
103.88	0.20000	0.20963	0.20030	1046.6	1043.9	0.20080	0.20962	9.9100e+37	0.20030	1.7900e+308	1.7900e+308	0.20080	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	494.00										
104.17	0.20000	0.20900	0.19870	1051.8	1042.6	0.20110	0.20967	9.9100e+37	0.19870	1.7900e+308	1.7900e+308	0.20110	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	495.00										
104.45	0.20000	0.20961	0.20140	1040.8	1042.7	0.20080	0.20937	9.9100e+37	0.20140	1.7900e+308	1.7900e+308	0.20080	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	496.00										
104.73	0.20000	0.20963	0.20140	1040.9	1037.9	0.20220	0.20986	9.9100e+37	0.20140	1.7900e+308	1.7900e+308	0.20220	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	497.00										
105.01	0.20000	0.20951	0.20250	1034.6	1051.0	0.19920	0.20936	9.9100e+37	0.20250	1.7900e+308	1.7900e+308	0.19920	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	498.00										
105.29	0.20000	0.21016	0.19840	1059.3	1037.8	0.20010	0.20766	9.9100e+37	0.19840	1.7900e+308	1.7900e+308	0.20010	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	499.00										
105.58	0.20000	0.20912	0.20030	1044.0	1042.3	0.20090	0.20939	9.9100e+37	0.20030	1.7900e+308	1.7900e+308	0.20090	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	500.00										
105.86	0.20000	0.20857	0.19760	1055.5	1047.6	0.20000	0.20951	9.9100e+37	0.19760	1.7900e+308	1.7900e+308	0.20000	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	501.00										
106.14	0.20000	0.20977	0.20100	1043.6	1032.1	0.20320	0.20973	9.9100e+37	0.20100	1.7900e+308	1.7900e+308	0.20320	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	502.00										
106.42	0.20000	0.20945	0.19880	1053.6	1057.7	0.19840	0.20984	9.9100e+37	0.19880	1.7900e+308	1.7900e+308	0.19840	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	503.00										
106.71	0.20000	0.20937	0.20150	1039.1	1045.3	0.20110	0.21021	9.9100e+37	0.20150	1.7900e+308	1.7900e+308	0.20110	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	504.00										
106.99	0.20000	0.20897	0.20000	1044.8	1047.5	0.19950	0.20898	9.9100e+37	0.20000	1.7900e+308	1.7900e+308	0.19950	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	505.00										
107.27	0.20000	0.20993	0.19870	1056.5	1042.4	0.20010	0.20858	9.9100e+37	0.19870	1.7900e+308	1.7900e+308	0.20010	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	506.00										
107.55	0.20000	0.20944	0.20060	1044.1	1049.1	0.20000	0.20981	9.9100e+37	0.20060	1.7900e+308	1.7900e+308	0.20000	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	507.00										
107.83	0.20000	0.20969	0.20080	1044.3	1051.6	0.19930	0.20958	9.9100e+37	0.20080	1.7900e+308	1.7900e+308	0.19930	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	508.00										
108.12	0.20000	0.21059	0.20320	1036.4	1050.5	0.19930	0.20937	9.9100e+37	0.20320	1.7900e+308	1.7900e+308	0.19930	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	509.00										
108.40	0.20000	0.20938	0.19870	1053.7	1043.5	0.19940	0.20808	9.9100e+37	0.19870	1.7900e+308	1.7900e+308	0.19940	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	510.00										
108.68	0.20000	0.20867	0.19810	1053.4	1052.7	0.19900	0.20948	9.9100e+37	0.19810	1.7900e+308	1.7900e+308	0.19900	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	511.00										
108.96	0.20000	0.21136	0.20130	1050.0	1040.9	0.20140	0.20963	9.9100e+37	0.20130	1.7900e+308	1.7900e+308	0.20140	9.9100e+37	4.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	512.00										
