Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	N	W	Rrem-Ro/Ro	t-to	t-tor	dW/dt	dW/dt-tor	S_dW	WR	T	U	V
119.36	300.00	0.30000	0.034700	8645.5	9303.4	0.032300	0.30050	0.0100000	40.000	328.00	9068.1	-0.090357	116.81	76.464	6.2038	6.2038	3.2309	9068.1			
120.68	300.00	0.30150	0.033100	9108.8	9904.6	0.030400	0.30110	0.0100000	40.000	329.00	9060.7	-0.091101	118.13	77.786	5.0834	5.0834	5.9631	9060.7			
122.00	300.00	0.29910	0.032700	9146.8	9018.0	0.033300	0.30030	0.0100000	40.000	330.00	9068.9	-0.090281	119.45	79.107	4.5719	4.5719	9.1651	9068.9			
123.32	300.00	0.30090	0.035000	8597.1	9036.3	0.033100	0.29910	0.0100000	40.000	331.00	9073.1	-0.089861	120.78	80.429	13.039	13.039	11.381	9073.1			
124.65	300.00	0.30120	0.031500	9561.9	9365.6	0.032000	0.29970	0.0100000	40.000	332.00	9092.2	-0.087946	122.10	81.750	16.927	16.927	13.353	9092.2			
125.97	300.00	0.29910	0.033100	9036.3	8603.4	0.034800	0.29940	0.0100000	40.000	333.00	9135.2	-0.083626	123.42	83.072	17.284	17.284	14.602	9135.2			
127.29	300.00	0.30050	0.032300	9303.4	8769.0	0.034200	0.29990	0.0100000	40.000	334.00	9149.7	-0.082178	124.74	84.394	14.943	14.943	13.056	9149.7			
128.61	300.00	0.30030	0.032300	9297.2	8991.0	0.033400	0.30030	0.0100000	40.000	335.00	9158.5	-0.081288	126.06	85.715	10.817	10.817	9.9170	9158.5			
129.93	300.00	0.29940	0.034800	8603.4	9015.0	0.033300	0.30020	0.0100000	40.000	336.00	9179.3	-0.079209	127.38	87.037	5.3087	5.3087	4.8879	9179.3			
131.25	300.00	0.30010	0.032600	9205.5	8890.2	0.033700	0.29960	0.0100000	40.000	337.00	9191.9	-0.077940	128.71	88.359	1.2320	1.2320	0.69379	9191.9			
132.58	300.00	0.29950	0.033600	8913.7	9423.2	0.031900	0.30060	0.0100000	40.000	338.00	9168.1	-0.080333	130.03	89.680	-7.8613	-7.8613	-1.3935	9168.1			
133.78	300.00	0.30050	0.035300	8512.7	8838.2	0.034000	0.30050	0.0100000	40.000	339.00	9171.9	-0.079947	131.23	90.885	-6.0274	-6.0274	-2.2574	9171.9			
135.10	300.00	0.30030	0.033800	8884.6	9097.3	0.032900	0.29930	0.0100000	40.000	340.00	9138.7	-0.083274	132.55	92.206	0.38067	0.38067	-1.7664	9138.7			
136.42	300.00	0.30120	0.033600	8964.3	9221.5	0.032500	0.29970	0.0100000	40.000	341.00	9167.7	-0.080365	133.88	93.528	0.98922	0.98922	-0.25768	9167.7			
137.75	300.00	0.29990	0.033000	9087.9	9560.5	0.031400	0.30020	0.0100000	40.000	342.00	9172.4	-0.079900	135.20	94.849	3.6867	3.6867	1.3916	9172.4			
139.07	300.00	0.30000	0.032100	9345.8	9560.5	0.031400	0.30020	0.0100000	40.000	343.00	9161.6	-0.080978	136.52	96.171	-0.31758	-0.31758	2.7796	9161.6			
140.39	300.00	0.29990	0.032600	9199.4	9201.8	0.032700	0.30090	0.0100000	40.000	344.00	9166.2	-0.080524	137.84	97.492	2.2189	2.2189	4.3022	9166.2			
141.71	300.00	0.30020	0.033000	9097.0	8831.9	0.033900	0.29940	0.0100000	40.000	345.00	9168.8	-0.080264	139.16	98.814	7.3205	7.3205	4.5375	9168.8			
143.03	300.00	0.30060	0.032900	9136.8	9468.4	0.031600	0.29920	0.0100000	40.000	346.00	9183.5	-0.078786	140.48	100.14	8.6023	8.6023	4.7671	9183.5			
144.35	300.00	0.30070	0.031400	9576.4	9220.9	0.032600	0.30060	0.0100000	40.000	347.00	9201.3	-0.076995	141.80	101.46	4.8634	4.8634	4.4915	9201.3			
145.67	300.00	0.30100	0.033600	8958.3	9208.6	0.032600	0.30020	0.0100000	40.000	348.00	9206.7	-0.076456	143.13	102.78	0.83029	0.83029	3.8109	9206.7			
147.00	300.00	0.30040	0.031900	9416.9	9384.4	0.032000	0.30030	0.0100000	40.000	349.00	9189.3	-0.078205	144.45	104.10	0.84106	0.84106	3.4817	9189.3			
148.32	300.00	0.29960	0.031700	9451.1	9208.0	0.032700	0.30110	0.0100000	40.000	350.00	9195.0	-0.077631	145.77	105.42	3.9177	3.9177	2.4346	9195.0			
149.64	300.00	0.29970	0.032300	9278.6	9627.0	0.031100	0.29940	0.0100000	40.000	351.00	9212.8	-0.075850	147.09	106.74	6.9563	6.9563	0.97152	9212.8			
150.96	300.00	0.29870	0.034000	8785.3	9133.7	0.032900	0.30050	0.0100000	40.000	352.00	9220.9	-0.075037	148.41	108.06	-0.37231	-0.37231	0.053149	9220.9			
152.28	300.00	0.29980	0.033100	9057.4	9139.8	0.032900	0.30070	0.0100000	40.000	353.00	9222.3	-0.074891	149.73	109.39	-6.4851	-6.4851	-0.88028	9222.3			
153.60	300.00	0.30010	0.033100	9066.5	8698.6	0.034500	0.30010	0.0100000	40.000	354.00	9187.8	-0.078357	151.06	110.71	-3.7508	-3.7508	-1.1535	9187.8			
154.93	300.00	0.30050	0.032500	9246.2	8823.5	0.034000	0.30000	0.0100000	40.000	355.00	9186.5	-0.078489	152.38	112.03	-0.74950	-0.74950	0.75512	9186.5			
156.25	300.00	0.30000	0.031600	9493.7	9300.3	0.032300	0.30040	0.0100000	40.000	356.00	9214.0	-0.075724	153.70	113.35	5.5902	5.5902	3.1053	9214.0			
157.57	300.00	0.29940	0.030800	9720.8	9389.9	0.031800	0.29860	0.0100000	40.000	357.00	9204.2	-0.076704	155.02	114.67	9.1708	9.1708	5.1709	9204.2			
158.89	300.00	0.29990	0.032400	9256.2	9003.0	0.033400	0.30070	0.0100000	40.000	358.00	9215.8	-0.075544	156.34	115.99	5.2656	5.2656	4.7262	9215.8			
160.21	300.00	0.30070	0.033400	9003.0	9057.2	0.033200	0.30070	0.0100000	40.000	359.00	9246.2	-0.072500	157.66	117.32	6.5775	6.5775	2.5993	9246.2			
161.53	300.00	0.30000	0.033200	9036.1	8958.3	0.033600	0.30100	0.0100000	40.000	360.00	9227.9	-0.074336	158.99	118.64	-2.9733	-2.9733	0.62795	9227.9			
162.85	300.00	0.29980	0.035200	8517.0	9470.0	0.031700	0.30020	0.0100000	40.000	361.00	9241.7	-0.072949	160.31	119.96	-5.0442	-5.0442	0.87211	9241.7			
164.18	300.00	0.30050	0.030400	9884.9	9391.8	0.031900	0.29960	0.0100000	40.000	362.00	9198.4	-0.077291	161.63	121.28	-0.68587	-0.68587	3.6803	9198.4			
165.50	300.00	0.30030	0.031800	9443.4	9591.1	0.031300	0.30020	0.0100000	40.000	363.00	9227.6	-0.074366	162.95	122.60	6.4864	6.4864	9.2154	9227.6			
166.82	300.00	0.30020	0.031000	9683.9	8834.8	0.033900	0.29950	0.0100000	40.000	364.00	9230.4	-0.074082	164.27	123.92	20.618	20.618	15.229	9230.4			
168.14	300.00	0.30010	0.034300	8749.3	9174.3	0.032700	0.30000	0.0100000	40.000	365.00	9268.6	-0.070253	165.59	125.25	24.702	24.702	18.745	9268.6			
169.46	300.00	0.29970	0.032200	9307.5	9410.7	0.031900	0.30020	0.0100000	40.000	366.00	9314.1	-0.065680	166.92	126.57	25.025	25.025	18.630	9314.1			
170.78	300.00	0.29940	0.032700	9156.0	9263.2	0.032300	0.29920	0.0100000	40.000	367.00	9348.9	-0.062193	168.24	127.89	16.894	16.894	15.155	9348.9			
172.11	300.00	0.30060	0.033300	9027.0	9463.7	0.031700	0.30000	0.0100000	40.000	368.00	9355.6	-0.061523	169.56	129.21	5.9097	5.9097	11.054	9355.6			
173.43	300.00	0.29910	0.031600	9465.2	9845.9	0.030500	0.30030	0.0100000	40.000	369.00	9359.5	-0.061133	170.88	130.53	3.2427	3.2427	7.0450	9359.5			
174.75	300.00	0.29910	0.031400	9525.5	9000.0	0.033400	0.30060	0.0100000	40.000	370.00	9347.9	-0.062292	172.20	131.85	4.1975	4.1975	4.6301	9347.9			
176.07	300.00	0.30100	0.032400	9290.1	9498.4	0.031500	0.29920	0.0100000	40.000	371.00	9374.2	-0.059659	173.52	133.18	4.9813	4.9813	5.4539	9374.2			
177.39	300.00	0.30010	0.031700	9466.9	8718.0	0.034400	0.29990	0.0100000	40.000	372.00	9376.0	-0.059478	174.84	134.50	4.8190	4.8190	7.0988	9376.0			
178.71	300.00	0.30070	0.033500	8976.1	9745.9	0.030700	0.29920	0.0100000	40.000	373.00	9378.4	-0.059238	176.17	135.82	10.029	10.029	7.8397	9378.4			
180.04	300.00	0.30050	0.033000	9106.1	9199.4	0.032600	0.29990	0.0100000	40.000	374.00	9377.7	-0.059308	177.49	137.14	11.467	11.467	6.9385	9377.7			
181.36	300.00	0.30000	0.031500	9523.8	9500.0	0.031600	0.30020	0.0100000	40.000	375.00	9439.6	-0.053097	178.81	138.46	7.9021	7.9021	3.6931	9439.6			
182.68	300.00	0.30090	0.033700	8928.8	9781.0	0.030600	0.29930	0.0100000	40.000	376.00	9421.1	-0.054949	180.13	139.78	0.47521	0.47521	-0.57426	9421.1			
184.00	300.00	0.29920	0.030700	9745.9	10030	0.029800	0.29890	0.0100000	40.000	377.00	9408.8	-0.056180	181.45	141.10	-11.408	-11.408	-4.5786	9408.8			
185.32	300.00	0.30020	0.030800	9746.8	9530.2	0.031500	0.30020	0.0100000	40.000	378.00	9396.2	-0.057452	182.77	142.43	-11.308	-11.308	-6.8509	9396.2			
186.64	300.00	0.29990	0.032700	9171.3	9084.6	0.033100	0.30070	0.0100000	40.000	379.00	9376.7	-0.059407	184.10	143.75	-8.5547	-8.5547	-5.2448	9376.7			
187.96	300.00	0.30050	0.034700	8659.9	8814.7	0.034000	0.29970	0.0100000	40.000	380.00	9362.5	-0.060831	185.42	145.07	-3.4595	-3.4595	0.45926	9362.5			
189.29	300.00	0.30030	0.031800	9443.4	9509.5	0.031600	0.30050	0.0100000	40.000	381.00	9369.2	-0.060161	186.74	146.39	8.5059	8.5059	7.5285	9369.2			
190.61	300.00	0.30030	0.030400	9878.3	9507.9	0.031500	0.29950	0.0100000	40.000	382.00	9377.1	-0.059368	188.06	147.71	17.112	17.112	13.531	9377.1			
191.93	300.00	0.29960	0.030400	9855.3	9442.0	0.031900	0.30120	0.0100000	40.000	383.00	9425.6	-0.054500	189.38	149.03	24.039	24.039	15.937	9425.6			
193.25	300.00	0.29960	0.032900	9106.4	9576.4	0.031400	0.30070	0.0100000	40.000	384.00	9447.3	-0.052319	190.70	150.36	21.459	21.459	13.273	9447.3			
194.57	300.00	0.30020	0.032100	9352.0	10135	0.029600	0.30000	0.0100000	40.000	385.00	9492.9	-0.047752	192.02	151.68	8.5685	8.5685	7.9646	9492.9			
195.89	300.00	0.30000	0.031700	9463.7	8786.5	0.034200	0.30050	0.0100000	40.000	386.00	9485.2	-0.048518	193.35	153.00	-4.8145	-4.8145	3.2068	9485.2			
197.22	300.00	0.29970	0.033900	8840.7	9152.9	0.032700	0.29930	0.0100000	40.000	387.00	9463.3	-0.050721	194.67	154.32	-9.4285	-9.4285	1.1362	9463.3			
198.54	300.00	0.29920	0.031900	9379.3	8997.0	0.033300	0.29960	0.0100000	40.000	388.00	9430.3	-0.054025	195.99	155.64	0.24985	0.24985	3.2620	9430.3			
199.86	300.00	0.29940	0.032100	9327.1	9054.4	0.033100	0.29970	0.0100000	40.000	389.00	9458.0	-0.051248	197.31	156.96	11.106	11.106	6.9171	9458.0			
201.18	300.00	0.29980	0.032400	9253.1	9547.8	0.031400	0.29980	0.0100000	40.000	390.00	9489.5	-0.048089	198.63	158.28	19.198	19.198	10.397	9489.5			
202.50	300.00	0.30030	0.033800	8884.6	9140.2	0.032800	0.29980	0.0100000	40.000	391.00	9507.1	-0.046328	199.95	159.61	13.461	13.461	11.430	9507.1			
203.82	300.00	0.29960	0.031200	9602.6	9664.5	0.031000	0.29960	0.0100000	40.000	392.00	9532.7	-0.043760	201.28	160.93	7.9728	7.9728	7.8695	9532.7			
205.15	300.00	0.30120	0.033200	9072.3	9737.0	0.030800	0.29990	0.0100000	40.000	393.00	9525.4	-0.044490	202.60	162.25	5.4130	5.4130	2.8719	9525.4			
206.47	300.00	0.30020	0.032400	9265.4	10203	0.029600	0.30200	0.0100000	40.000	394.00	9533.0	-0.043723	203.92	163.57	-6.6965	-6.6965	0.036877	9533.0			
207.79	300.00	0.29940	0.030700	9752.4	10155	0.029600	0.30060	0.0100000	40.000	395.00	9542.7	-0.042758	205.24	164.89	-5.7906	-5.7906	1.3881	9542.7			
209.11	300.00	0.29970	0.032900	9109.4	9339.6	0.032100	0.29980	0.0100000	40.000	396.00	9479.8	-0.049065	206.56	166.21	-0.71431	-0.71431	6.6833	9479.8			
210.43	300.00	0.29940	0.031400	9535.0	9319.9	0.032200	0.30010	0.0100000	40.000	397.00	9513.7	-0.045657	207.88	167.54	14.729	14.729	13.756	9513.7			
211.75	300.00	0.29960	0.030800	9727.3	9338.5	0.032200	0.30070	0.0100000	40.000	398.00	9542.8	-0.042747	209.21	168.86	31.889	31.889	19.339	9542.8			
213.08	300.00	0.30030	0.033800	8884.6	10111	0.029600	0.29930	0.0100000	40.000	399.00	9608.5	-0.036154	210.53	170.18	28.665	28.665	20.031	9608.5			
214.40	300.00	0.30030	0.032400	9268.5	9745.9	0.030700	0.29920	0.0100000	40.000	400.00	9643.1	-0.032680	211.85	171.50	22.128	22.128	15.997	9643.1			
215.72	300.00	0.30150	0.032500	9276.9	9183.5	0.032700	0.30030	0.0100000	40.000	401.00	9653.0	-0.031690	213.17	172.82	2.7461	2.7461	7.4535	9653.0			
217.04	300.00	0.29980	0.031300	9578.3	10047	0.029800	0.29940	0.0100000	40.000	402.00	9666.7	-0.030311	214.49	174.14	-5.4430	-5.4430	-1.8075	9666.7			
218.36	300.00	0.29950	0.028900	10363	9355.1	0.032100	0.30030	0.0100000	40.000	403.00	9614.8	-0.035519	215.81	175.47	-10.828	-10.828	-8.1339	9614.8			
219.68	300.00	0.29980	0.029500	10163	9602.6	0.031200	0.29960	0.0100000	40.000	404.00	9626.2	-0.034373	217.14	176.79	-17.640	-17.640	-9.4333	9626.2			
221.00	300.00	0.29960	0.030200	9920.5	9778.5	0.030700	0.30020	0.0100000	40.000	405.00	9601.7	-0.036836	218.46	178.11	-9.5045	-9.5045	-6.7293	9601.7			
222.33	300.00	0.30080	0.030300	9927.4	8814.7	0.034000	0.29970	0.0100000	40.000	406.00	9556.7	-0.041344	219.78	179.43	-3.7507	-3.7507	-3.2010	9556.7			
223.65	300.00	0.30060	0.033200	9054.2	9500.0	0.031600	0.30020	0.0100000	40.000	407.00	9586.8	-0.038333	221.10	180.75	8.0768	8.0768	0.085733	9586.8			
224.97	300.00	0.30000	0.032000	9375.0	9762.2	0.030700	0.29970	0.0100000	40.000	408.00	9608.9	-0.036111	222.42	182.07	6.8133	6.8133	2.4781	9608.9			
226.29	300.00	0.29940	0.031900	9385.6	10377	0.028900	0.29990	0.0100000	40.000	409.00	9629.0	-0.034099	223.74	183.40	-1.2062	-1.2062	4.4176	9629.0			
227.61	300.00	0.29970	0.030300	9891.1	9781.8	0.030700	0.30030	0.0100000	40.000	410.00	9580.7	-0.038945	225.06	184.72	2.4571	2.4571	5.5012	9580.7			
228.93	300.00	0.29960	0.032000	9362.5	9754.9	0.030600	0.29850	0.0100000	40.000	411.00	9592.9	-0.037715	226.39	186.04	5.9468	5.9468	6.1689	9592.9			
230.26	300.00	0.29840	0.032300	9238.4	9429.0	0.031700	0.29890	0.0100000	40.000	412.00	9643.2	-0.032674	227.71	187.36	13.495	13.495	6.2914	9643.2			
231.58	300.00	0.29990	0.033300	9006.0	8574.3	0.035000	0.30010	0.0100000	40.000	413.00	9637.0	-0.033293	229.03	188.68	10.151	10.151	6.4495	9637.0			
232.90	300.00	0.29940	0.032100	9327.1	9976.7	0.030100	0.30030	0.0100000	40.000	414.00	9647.8	-0.032211	230.35	190.00	-0.59344	-0.59344	6.7059	9647.8			
234.22	300.00	0.29970	0.033000	9081.8	9687.1	0.031000	0.30030	0.0100000	40.000	415.00	9657.7	-0.031218	231.67	191.32	3.2475	3.2475	5.9119	9657.7			
235.54	300.00	0.30070	0.031200	9637.8	9211.7	0.032600	0.30030	0.0100000	40.000	416.00	9628.9	-0.034104	232.99	192.65	7.2291	7.2291	5.6505	9628.9			
236.86	300.00	0.29970	0.029500	10159	9970.0	0.030000	0.29910	0.0100000	40.000	417.00	9667.9	-0.030193	234.32	193.97	9.5251	9.5251	6.5406	9667.9			
238.19	300.00	0.29900	0.029200	10240	9785.0	0.030700	0.30040	0.0100000	40.000	418.00	9690.4	-0.027932	235.64	195.29	8.8444	8.8444	6.2924	9690.4			
239.51	300.00	0.29860	0.030500	9790.2	9759.7	0.030800	0.30060	0.0100000	40.000	419.00	9689.9	-0.027990	236.96	196.61	3.8570	3.8570	6.4077	9689.9			
240.83	300.00	0.29960	0.031600	9481.0	9097.0	0.033000	0.30020	0.0100000	40.000	420.00	9676.4	-0.029343	238.28	197.93	2.0062	2.0062	8.3279	9676.4			
242.15	300.00	0.30030	0.031100	9655.9	10003	0.030000	0.30010	0.0100000	40.000	421.00	9700.4	-0.026931	239.60	199.25	7.8060	7.8060	9.9554	9700.4			
243.47	300.00	0.29990	0.028900	10377	10239	0.029300	0.30000	0.0100000	40.000	422.00	9698.4	-0.027132	240.92	200.58	19.126	19.126	12.453	9698.4			
244.79	300.00	0.29860	0.030400	9822.4	9917.5	0.030300	0.30050	0.0100000	40.000	423.00	9730.4	-0.023922	242.25	201.90	16.982	16.982	14.852	9730.4			
246.11	300.00	0.30030	0.028800	10427	9581.5	0.031300	0.29990	0.0100000	40.000	424.00	9787.8	-0.018170	243.57	203.22	16.345	16.345	15.403	9787.8			
247.44	300.00	0.29940	0.029700	10081	9810.5	0.030600	0.30020	0.0100000	40.000	425.00	9768.0	-0.020156	244.89	204.54	14.001	14.001	13.810	9768.0			
248.76	300.00	0.30090	0.031500	9552.4	9174.3	0.032700	0.30000	0.0100000	40.000	426.00	9787.7	-0.018181	246.21	205.86	10.563	10.563	10.673	9787.7			
250.08	300.00	0.30020	0.031100	9652.7	9633.4	0.031100	0.29960	0.0100000	40.000	427.00	9823.0	-0.014636	247.53	207.18	11.160	11.160	6.9692	9823.0			
251.40	300.00	0.30040	0.032700	9186.5	9973.4	0.030100	0.30020	0.0100000	40.000	428.00	9830.1	-0.013928	248.85	208.51	1.2948	1.2948	3.4269	9830.1			
252.72	300.00	0.30090	0.031300	9613.4	9750.0	0.030800	0.30030	0.0100000	40.000	429.00	9820.5	-0.014885	250.17	209.83	-2.1719	-2.1719	-0.26658	9820.5			
254.04	300.00	0.30110	0.031800	9468.6	10094	0.029800	0.30080	0.0100000	40.000	430.00	9797.5	-0.017198	251.50	211.15	-3.7111	-3.7111	-4.7982	9797.5			
255.37	300.00	0.30090	0.030400	9898.0	10287	0.029300	0.30140	0.0100000	40.000	431.00	9824.9	-0.014441	252.82	212.47	-7.9046	-7.9046	-7.6656	9824.9			
256.69	300.00	0.30130	0.031300	9626.2	9712.9	0.031000	0.30110	0.0100000	40.000	432.00	9803.3	-0.016610	254.14	213.79	-11.498	-11.498	-9.1873	9803.3			
258.01	300.00	0.29990	0.029200	10271	10101	0.029700	0.30000	0.0100000	40.000	433.00	9765.4	-0.020418	255.46	215.11	-13.042	-13.042	-8.6058	9765.4			
259.33	300.00	0.30060	0.033100	9081.6	9778.5	0.030700	0.30020	0.0100000	40.000	434.00	9751.3	-0.021831	256.78	216.43	-9.7803	-9.7803	-6.7534	9751.3			
260.65	300.00	0.29990	0.030400	9865.1	9560.9	0.031200	0.29830	0.0100000	40.000	435.00	9764.8	-0.020476	258.10	217.76	-0.80358	-0.80358	-4.2195	9764.8			
261.97	300.00	0.30040	0.030700	9785.0	10101	0.029800	0.30100	0.0100000	40.000	436.00	9739.0	-0.023065	259.43	219.08	1.3576	1.3576	-1.5389	9739.0			
263.30	300.00	0.30010	0.028800	10420	9953.6	0.030200	0.30060	0.0100000	40.000	437.00	9766.2	-0.020334	260.75	220.40	1.1709	1.1709	-0.032451	9766.2			
264.62	300.00	0.30060	0.031300	9603.8	10118	0.029600	0.29950	0.0100000	40.000	438.00	9759.5	-0.021002	262.07	221.72	0.36093	0.36093	-1.1325	9759.5			
265.94	300.00	0.30050	0.029100	10326	9584.7	0.031300	0.30000	0.0100000	40.000	439.00	9762.2	-0.020731	263.39	223.04	-2.2481	-2.2481	-3.3749	9762.2			
267.26	300.00	0.29880	0.031100	9607.7	9275.5	0.032300	0.29960	0.0100000	40.000	440.00	9743.3	-0.022627	264.71	224.36	-6.3037	-6.3037	-5.2723	9743.3			
268.58	300.00	0.29960	0.033500	8943.3	9674.2	0.031000	0.29990	0.0100000	40.000	441.00	9759.4	-0.021012	266.03	225.69	-9.8547	-9.8547	-7.2358	9759.4			
269.90	300.00	0.30000	0.029100	10309	9549.2	0.031500	0.30080	0.0100000	40.000	442.00	9719.3	-0.025040	267.36	227.01	-8.3157	-8.3157	-7.5327	9719.3			
271.23	300.00	0.30060	0.028800	10438	9441.6	0.031700	0.29930	0.0100000	40.000	443.00	9709.1	-0.026057	268.68	228.33	-9.4567	-9.4567	-8.6607	9709.1			
272.55	300.00	0.30020	0.031400	9560.5	9621.8	0.031200	0.30020	0.0100000	40.000	444.00	9713.5	-0.025617	270.00	229.65	-3.7325	-3.7325	-9.1210	9713.5			
273.87	300.00	0.29890	0.031100	9610.9	9865.1	0.030400	0.29990	0.0100000	40.000	445.00	9699.8	-0.026992	271.32	230.97	-11.944	-11.944	-8.3604	9699.8			
275.19	300.00	0.30030	0.029500	10180	9268.5	0.032400	0.30030	0.0100000	40.000	446.00	9699.3	-0.027047	272.64	232.29	-12.156	-12.156	-5.8620	9699.3			
276.51	300.00	0.30100	0.029500	10203	9745.9	0.030700	0.29920	0.0100000	40.000	447.00	9637.3	-0.033260	273.96	233.62	-4.5127	-4.5127	-2.4009	9637.3			
277.83	300.00	0.30060	0.029800	10087	9493.7	0.031600	0.30000	0.0100000	40.000	448.00	9664.4	-0.030541	275.29	234.94	3.0355	3.0355	2.1829	9664.4			
279.15	300.00	0.30020	0.031000	9683.9	10030	0.029900	0.29990	0.0100000	40.000	449.00	9687.4	-0.028236	276.61	236.26	13.573	13.573	7.2650	9687.4			
280.48	300.00	0.30050	0.032600	9217.8	9353.1	0.032000	0.29930	0.0100000	40.000	450.00	9694.3	-0.027547	277.93	237.58	10.975	10.975	10.570	9694.3			
281.80	300.00	0.30050	0.029300	10256	10432	0.028700	0.29940	0.0100000	40.000	451.00	9712.1	-0.025760	279.25	238.90	13.254	13.254	11.268	9712.1			
283.12	300.00	0.29870	0.031200	9573.7	9443.4	0.031800	0.30030	0.0100000	40.000	452.00	9724.6	-0.024504	280.57	240.22	12.011	12.011	8.7963	9724.6			
284.44	300.00	0.29950	0.033400	8967.1	9500.0	0.031600	0.30020	0.0100000	40.000	453.00	9759.8	-0.020972	281.89	241.54	6.5254	6.5254	6.4990	9759.8			
285.76	300.00	0.29950	0.031200	9599.4	10193	0.029500	0.30070	0.0100000	40.000	454.00	9749.8	-0.021980	283.21	242.87	1.2154	1.2154	4.0823	9749.8			
287.08	300.00	0.30170	0.031700	9517.3	9490.5	0.031600	0.29990	0.0100000	40.000	455.00	9742.6	-0.022697	284.54	244.19	-0.51146	-0.51146	2.3631	9742.6			
288.41	300.00	0.29960	0.030900	9695.8	9549.5	0.031300	0.29890	0.0100000	40.000	456.00	9741.2	-0.022836	285.86	245.51	1.1711	1.1711	1.0916	9741.2			
289.73	300.00	0.29950	0.030400	9852.0	8800.0	0.034000	0.29920	0.0100000	40.000	457.00	9760.7	-0.020883	287.18	246.83	3.4150	3.4150	0.086564	9760.7			
291.05	300.00	0.30110	0.032000	9409.4	10523	0.028500	0.29990	0.0100000	40.000	458.00	9748.5	-0.022110	288.50	248.15	0.16791	0.16791	-1.9290	9748.5			
292.37	300.00	0.30030	0.030500	9845.9	10601	0.028300	0.30000	0.0100000	40.000	459.00	9761.6	-0.020797	289.82	249.47	-3.8097	-3.8097	-4.8328	9761.6			
293.69	300.00	0.30020	0.032400	9265.4	9729.0	0.031000	0.30160	0.0100000	40.000	460.00	9741.9	-0.022768	291.14	250.80	-10.589	-10.589	-7.3006	9741.9			
295.01	300.00	0.30070	0.031700	9485.8	9649.5	0.031100	0.30010	0.0100000	40.000	461.00	9738.8	-0.023080	292.47	252.12	-13.348	-13.348	-9.2455	9738.8			
296.34	300.00	0.30160	0.032100	9395.6	9937.1	0.030200	0.30010	0.0100000	40.000	462.00	9689.9	-0.027988	293.79	253.44	-8.9241	-8.9241	-9.0326	9689.9			
297.66	300.00	0.30080	0.032300	9312.7	10289	0.029100	0.29940	0.0100000	40.000	463.00	9699.4	-0.027035	295.11	254.76	-9.5567	-9.5567	-7.0811	9699.4			
298.98	300.00	0.30060	0.029000	10366	9230.8	0.032500	0.30000	0.0100000	40.000	464.00	9702.7	-0.026706	296.43	256.08	-2.7452	-2.7452	-0.86778	9702.7			
300.30	300.00	0.30010	0.030700	9775.2	9471.5	0.031600	0.29930	0.0100000	40.000	465.00	9669.3	-0.030056	297.75	257.40	-0.83151	-0.83151	5.5852	9669.3			
301.62	300.00	0.29980	0.032000	9368.8	9836.1	0.030500	0.30000	0.0100000	40.000	466.00	9686.8	-0.028298	299.07	258.73	17.719	17.719	10.101	9686.8			
302.94	300.00	0.30070	0.031300	9607.0	9677.4	0.031000	0.30000	0.0100000	40.000	467.00	9701.8	-0.026790	300.40	260.05	23.341	23.341	11.485	9701.8			
304.26	300.00	0.30100	0.030300	9934.0	9489.0	0.031700	0.30080	0.0100000	40.000	468.00	9803.5	-0.016595	301.72	261.37	13.025	13.025	11.007	9803.5			
305.59	300.00	0.29950	0.031800	9418.2	9768.7	0.030700	0.29990	0.0100000	40.000	469.00	9765.2	-0.020437	303.04	262.69	4.1736	4.1736	9.1029	9765.2			
306.91	300.00	0.29950	0.029400	10187	9617.4	0.031100	0.29910	0.0100000	40.000	470.00	9741.2	-0.022840	304.36	264.01	-3.2203	-3.2203	5.0592	9741.2			
308.23	300.00	0.29990	0.029000	10341	9287.9	0.032300	0.30000	0.0100000	40.000	471.00	9760.5	-0.020900	305.68	265.33	8.1954	8.1954	2.7054	9760.5			
309.55	300.00	0.30000	0.029100	10309	9404.4	0.031900	0.30000	0.0100000	40.000	472.00	9784.5	-0.018498	307.00	266.65	3.1224	3.1224	1.6038	9784.5			
310.87	300.00	0.29920	0.031100	9620.6	9643.1	0.031100	0.29990	0.0100000	40.000	473.00	9797.7	-0.017177	308.32	267.98	1.2560	1.2560	2.0572	9797.7			
312.19	300.00	0.30000	0.028600	10490	9568.7	0.031300	0.29950	0.0100000	40.000	474.00	9743.3	-0.022634	309.64	269.30	-1.3345	-1.3345	1.6751	9743.3			
313.51	300.00	0.30110	0.029900	10070	9492.1	0.031500	0.29900	0.0100000	40.000	475.00	9789.5	-0.018000	310.97	270.62	-0.95315	-0.95315	2.0688	9789.5			
314.83	300.00	0.30030	0.029300	10249	9858.6	0.030400	0.29970	0.0100000	40.000	476.00	9779.8	-0.018970	312.29	271.94	6.2847	6.2847	3.6425	9779.8			
316.16	300.00	0.29910	0.031200	9586.5	9865.1	0.030400	0.29990	0.0100000	40.000	477.00	9773.1	-0.019640	313.61	273.26	5.0910	5.0910	5.9050	9773.1			
317.48	300.00	0.30060	0.030300	9920.8	10934	0.027400	0.29960	0.0100000	40.000	478.00	9793.0	-0.017649	314.93	274.58	9.1245	9.1245	7.3180	9793.0			
