Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	N	W	Rrem-Ro/Ro	t-to	t-tor	dW/dt	dW/dt-tor	S_dW	WR	T	U	V
1356.2	300.00	0.29940	0.026800	11172	10909	0.027400	0.29890	0.0100000	40.000	1264.0	11210	0.12446	1353.6	1313.3	13.132	13.132	11.453	11210			
1357.5	300.00	0.30030	0.026700	11247	11355	0.026500	0.30090	0.0100000	40.000	1265.0	11208	0.12430	1354.9	1314.6	11.714	11.714	13.910	11208			
1358.8	300.00	0.30070	0.028200	10663	10384	0.028900	0.30010	0.0100000	40.000	1266.0	11221	0.12559	1356.3	1315.9	14.786	14.786	16.535	11221			
1360.1	300.00	0.30080	0.026300	11437	10938	0.027400	0.29970	0.0100000	40.000	1267.0	11239	0.12738	1357.6	1317.2	20.425	20.425	16.019	11239			
1361.5	300.00	0.30030	0.026900	11164	10655	0.028100	0.29940	0.0100000	40.000	1268.0	11292	0.13273	1358.9	1318.6	22.619	22.619	13.427	11292			
1362.8	300.00	0.30040	0.025900	11598	11730	0.025600	0.30030	0.0100000	40.000	1269.0	11307	0.13427	1360.2	1319.9	10.549	10.549	10.534	11307			
1364.1	300.00	0.30060	0.026200	11473	10795	0.027800	0.30010	0.0100000	40.000	1270.0	11336	0.13714	1361.5	1321.2	-1.2423	-1.2423	7.2845	11336			
1365.4	300.00	0.29980	0.026700	11228	11799	0.025400	0.29970	0.0100000	40.000	1271.0	11286	0.13216	1362.9	1322.5	0.31945	0.31945	7.7072	11286			
1366.7	300.00	0.29990	0.026600	11274	11259	0.026600	0.29950	0.0100000	40.000	1272.0	11294	0.13296	1364.2	1323.8	4.1766	4.1766	10.936	11294			
1368.1	300.00	0.29990	0.027300	10985	11275	0.026500	0.29880	0.0100000	40.000	1273.0	11330	0.13657	1365.5	1325.2	24.733	24.733	16.404	11330			
1369.4	300.00	0.29930	0.026700	11210	12504	0.024000	0.30010	0.0100000	40.000	1274.0	11342	0.13770	1366.8	1326.5	26.691	26.691	20.971	11342			
1370.7	300.00	0.30000	0.025600	11719	12253	0.024500	0.30020	0.0100000	40.000	1275.0	11426	0.14619	1368.2	1327.8	26.098	26.098	23.796	11426			
1372.0	300.00	0.30080	0.027100	11100	11483	0.026100	0.29970	0.0100000	40.000	1276.0	11423	0.14584	1369.5	1329.1	23.156	23.156	21.410	11423			
1373.3	300.00	0.29900	0.027900	10717	11602	0.025900	0.30050	0.0100000	40.000	1277.0	11462	0.14980	1370.8	1330.5	18.300	18.300	17.328	11462			
1374.7	300.00	0.29950	0.026900	11134	11220	0.026800	0.30070	0.0100000	40.000	1278.0	11477	0.15124	1372.1	1331.8	12.806	12.806	10.878	11477			
1376.0	300.00	0.30030	0.026600	11289	11704	0.025700	0.30080	0.0100000	40.000	1279.0	11520	0.15562	1373.4	1333.1	6.2798	6.2798	3.9416	11520			
1377.3	300.00	0.29980	0.025700	11665	11703	0.025600	0.29960	0.0100000	40.000	1280.0	11478	0.15142	1374.8	1334.4	-6.1500	-6.1500	-1.4817	11478			
1378.6	300.00	0.30030	0.026200	11462	10739	0.028000	0.30070	0.0100000	40.000	1281.0	11503	0.15387	1376.1	1335.7	-11.528	-11.528	-7.5182	11503			
1380.0	300.00	0.30030	0.026800	11205	11122	0.027000	0.30030	0.0100000	40.000	1282.0	11445	0.14804	1377.4	1337.1	-8.8163	-8.8163	-12.638	11445			
1381.3	300.00	0.29990	0.025100	11948	11441	0.026100	0.29860	0.0100000	40.000	1283.0	11461	0.14967	1378.7	1338.4	-17.376	-17.376	-16.438	11461			
1382.6	300.00	0.30050	0.028200	10656	11302	0.026500	0.29950	0.0100000	40.000	1284.0	11441	0.14768	1380.1	1339.7	-19.319	-19.319	-19.468	11441			
1383.9	300.00	0.30010	0.024900	12052	12686	0.023600	0.29940	0.0100000	40.000	1285.0	11390	0.14254	1381.4	1341.0	-25.148	-25.148	-20.035	11390			
1385.2	300.00	0.29930	0.025900	11556	11282	0.026600	0.30010	0.0100000	40.000	1286.0	11353	0.13880	1382.7	1342.3	-26.678	-26.678	-16.914	11353			
1386.6	300.00	0.29890	0.025700	11630	11213	0.026800	0.30050	0.0100000	40.000	1287.0	11339	0.13744	1384.0	1343.7	-11.654	-11.654	-13.986	11339			
1387.9	300.00	0.30010	0.026900	11156	11240	0.026700	0.30010	0.0100000	40.000	1288.0	11290	0.13255	1385.3	1345.0	-1.7680	-1.7680	-9.7733	11290			
1389.2	300.00	0.30060	0.028500	10547	11571	0.025900	0.29970	0.0100000	40.000	1289.0	11344	0.13794	1386.7	1346.3	-4.6837	-4.6837	-7.0722	11344			
1390.5	300.00	0.30010	0.026100	11498	10851	0.027600	0.29950	0.0100000	40.000	1290.0	11338	0.13738	1388.0	1347.6	-4.0826	-4.0826	-6.4500	11338			
1391.8	300.00	0.30020	0.026100	11502	11308	0.026600	0.30080	0.0100000	40.000	1291.0	11284	0.13192	1389.3	1349.0	-13.173	-13.173	-6.4748	11284			
1393.2	300.00	0.29910	0.024600	12159	10578	0.028200	0.29830	0.0100000	40.000	1292.0	11293	0.13285	1390.6	1350.3	-8.5431	-8.5431	-9.1529	11293			
1394.5	300.00	0.29910	0.025500	11729	11601	0.025800	0.29930	0.0100000	40.000	1293.0	11280	0.13147	1391.9	1351.6	-1.8915	-1.8915	-13.242	11280			
1395.8	300.00	0.29980	0.025400	11803	10859	0.027600	0.29970	0.0100000	40.000	1294.0	11284	0.13194	1393.3	1352.9	-18.075	-18.075	-17.111	11284			
1397.1	300.00	0.29970	0.025500	11753	11427	0.026200	0.29940	0.0100000	40.000	1295.0	11276	0.13112	1394.6	1354.2	-24.530	-24.530	-20.856	11276			
1398.5	300.00	0.29970	0.025600	11707	11471	0.026100	0.29940	0.0100000	40.000	1296.0	11176	0.12105	1395.9	1355.6	-32.518	-32.518	-23.015	11176			
1399.8	300.00	0.30110	0.027500	10949	11198	0.026800	0.30010	0.0100000	40.000	1297.0	11172	0.12066	1397.2	1356.9	-27.266	-27.266	-20.713	11172			
1401.1	300.00	0.29840	0.024900	11984	10577	0.028400	0.30040	0.0100000	40.000	1298.0	11121	0.11561	1398.6	1358.2	-12.690	-12.690	-15.233	11121			
1402.4	300.00	0.29990	0.025600	11715	12350	0.024300	0.30010	0.0100000	40.000	1299.0	11123	0.11576	1399.9	1359.5	-6.5635	-6.5635	-5.1762	11123			
1403.7	300.00	0.29930	0.025700	11646	11587	0.025900	0.30010	0.0100000	40.000	1300.0	11116	0.11509	1401.2	1360.8	2.8733	2.8733	4.9925	11116			
1405.1	300.00	0.29950	0.026500	11302	10560	0.028400	0.29990	0.0100000	40.000	1301.0	11131	0.11658	1402.5	1362.2	17.765	17.765		11131			
1406.4	300.00	0.29990	0.026200	11447	10934	0.027400	0.29960	0.0100000	40.000	1302.0	11136	0.11711	1403.8	1363.5	23.578	23.578		11136			
1407.7	300.00	0.30130	0.025500	11816	10834	0.027700	0.30010	0.0100000	40.000	1303.0	11230	0.12652	1405.2	1364.8				11230			
1409.0	300.00	0.30070	0.024900	12076	11538	0.026000	0.30000	0.0100000	40.000	1304.0	11222	0.12574	1406.5	1366.1				11222			
1410.4	300.00	0.30070	0.026200	11477	11130	0.026900	0.29940	0.0100000	40.000	1305.0			1407.8	1367.5							
1411.7	300.00	0.30020	0.025400	11819	10577	0.028400	0.30040	0.0100000	40.000	1306.0			1409.1	1368.8							
1413.0	300.00	0.30050	0.026200	11469	11201	0.026800	0.30020	0.0100000	40.000	1307.0			1410.4	1370.1							
1414.3	300.00	0.30070	0.028800	10441	10156	0.029500	0.29960	0.0100000	40.000	1308.0			1411.8	1371.4							
1415.6	300.00	0.30140	0.024700	12202	11271	0.026600	0.29980	0.0100000	40.000	1309.0			1413.1	1372.7							
1417.0	300.00	0.29970	0.027400	10938	11430	0.026300	0.30060	0.0100000	40.000	1310.0			1414.4	1374.1							
1418.3	300.00	0.30090	0.028500	10558	11164	0.026900	0.30030	0.0100000	40.000	1311.0			1415.7	1375.4							
1419.6	300.00	0.29990	0.026500	11317	11420	0.026400	0.30150	0.0100000	40.000	1312.0			1417.1	1376.7							
1420.9	300.00	0.30000	0.026400	11364	12548	0.023900	0.29990	0.0100000	40.000	1313.0			1418.4	1378.0							
1422.2	300.00	0.29990	0.025800	11624	11437	0.026300	0.30080	0.0100000	40.000	1314.0			1419.7	1379.3							
