Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	2W 1?	N	W	(Rrem-Ro)/Ro	t-tor	WR	S	T	U	V	W	X	Y
62.395	2800.0	2.7996	0.57700	4852.0	8949.3	0.033500	0.29980	0.10000	0.0000	100.00	10.000	1.0000	386.00	9265.4	-0.22517	-100.54								
62.416	2800.0	2.8001	0.57640	4857.9	9743.5	0.030800	0.30010	0.10000	0.0000	100.00	10.000	1.0000	387.00	9268.0	-0.22496	-100.52								
62.438	2800.0	2.8005	0.57500	4870.4	9309.6	0.032300	0.30070	0.10000	0.0000	100.00	10.000	1.0000	388.00	9297.3	-0.22250	-100.50								
62.459	2800.0	2.8002	0.57110	4903.2	9724.0	0.030800	0.29950	0.10000	0.0000	100.00	10.000	1.0000	389.00	9349.6	-0.21813	-100.48								
62.480	2800.0	2.8003	0.57230	4893.1	9587.9	0.031300	0.30010	0.10000	0.0000	100.00	10.000	1.0000	390.00	9353.5	-0.21780	-100.46								
62.501	2800.0	2.8010	0.57210	4896.0	9382.4	0.031900	0.29930	0.10000	0.0000	100.00	10.000	1.0000	391.00	9349.2	-0.21816	-100.44								
62.522	2800.0	2.7994	0.56980	4913.0	9452.8	0.031800	0.30060	0.10000	0.0000	100.00	10.000	1.0000	392.00	9377.9	-0.21576	-100.42								
62.543	2800.0	2.8004	0.57160	4899.2	9619.8	0.031300	0.30110	0.10000	0.0000	100.00	10.000	1.0000	393.00	9354.8	-0.21770	-100.40								
62.564	2800.0	2.7992	0.57090	4903.1	8866.9	0.033800	0.29970	0.10000	0.0000	100.00	10.000	1.0000	394.00	9378.6	-0.21571	-100.38								
62.585	2800.0	2.8002	0.57250	4891.2	8707.2	0.034500	0.30040	0.10000	0.0000	100.00	10.000	1.0000	395.00	9388.8	-0.21485	-100.36								
62.606	2800.0	2.7999	0.56870	4923.3	8967.2	0.033500	0.30040	0.10000	0.0000	100.00	10.000	1.0000	396.00	9405.9	-0.21342	-100.33								
62.627	2800.0	2.7995	0.57190	4895.1	9575.1	0.031300	0.29970	0.10000	0.0000	100.00	10.000	1.0000	397.00	9424.6	-0.21186	-100.31								
62.648	2800.0	2.8002	0.57220	4893.7	9568.7	0.031300	0.29950	0.10000	0.0000	100.00	10.000	1.0000	398.00	9376.2	-0.21591	-100.29								
62.669	2800.0	2.8001	0.57240	4891.9	9966.8	0.030100	0.30000	0.10000	0.0000	100.00	10.000	1.0000	399.00	9389.9	-0.21476	-100.27								
62.690	2800.0	2.8005	0.57200	4896.0	9357.1	0.032200	0.30130	0.10000	0.0000	100.00	10.000	1.0000	400.00	9393.8	-0.21443	-100.25								
62.711	2800.0	2.8000	0.57080	4905.4	9750.0	0.030800	0.30030	0.10000	0.0000	100.00	10.000	1.0000	401.00	9399.3	-0.21397	-100.23								
62.732	2800.0	2.7994	0.57220	4892.3	9435.3	0.031700	0.29910	0.10000	0.0000	100.00	10.000	1.0000	402.00	9420.0	-0.21225	-100.21								
62.753	2800.0	2.7997	0.57000	4911.8	9149.8	0.032700	0.29920	0.10000	0.0000	100.00	10.000	1.0000	403.00	9409.6	-0.21312	-100.19								
62.774	2800.0	2.7986	0.56700	4935.8	9714.3	0.030800	0.29920	0.10000	0.0000	100.00	10.000	1.0000	404.00	9413.0	-0.21283	-100.17								
62.795	2800.0	2.7991	0.56920	4917.6	9535.0	0.031400	0.29940	0.10000	0.0000	100.00	10.000	1.0000	405.00	9401.5	-0.21379	-100.15								
62.816	2800.0	2.8007	0.57030	4910.9	9162.1	0.032700	0.29960	0.10000	0.0000	100.00	10.000	1.0000	406.00	9415.5	-0.21262	-100.12								
62.837	2800.0	2.8004	0.56920	4919.9	9340.6	0.032000	0.29890	0.10000	0.0000	100.00	10.000	1.0000	407.00	9405.4	-0.21347	-100.10								
62.858	2800.0	2.7990	0.56890	4920.0	8726.7	0.034400	0.30020	1.0000	0.0000	100.00	10.000	1.0000	408.00	9417.6	-0.21244	-100.08								
63.959	2800.0	2.7998	0.56800	4929.2	9597.4	0.031300	0.30040	1.0000	0.0000	100.00	10.000	1.0000	409.00	9395.9	-0.21426	-98.981								
64.040	2800.0	2.8002	0.56840	4926.5	9806.6	0.030500	0.29910	1.0000	0.0000	100.00	10.000	1.0000	410.00	9365.6	-0.21680	-98.900								
64.121	2800.0	2.8007	0.57420	4877.6	9703.2	0.031000	0.30080	1.0000	0.0000	100.00	10.000	1.0000	411.00	9340.8	-0.21886	-98.819								
64.202	2800.0	2.7999	0.57780	4845.8	9816.4	0.030500	0.29940	1.0000	0.0000	100.00	10.000	1.0000	412.00	9290.4	-0.22308	-98.738								
64.283	2800.0	2.8015	0.57990	4831.0	9234.6	0.032400	0.29920	1.0000	0.0000	100.00	10.000	1.0000	413.00	9279.6	-0.22398	-98.657								
64.364	2800.0	2.7999	0.58350	4798.5	9691.3	0.031100	0.30140	1.0000	0.0000	100.00	10.000	1.0000	414.00	9273.8	-0.22447	-98.576								
64.445	2800.0	2.7996	0.58300	4802.1	8626.4	0.034800	0.30020	1.0000	0.0000	100.00	10.000	1.0000	415.00	9264.8	-0.22522	-98.495								
64.526	2800.0	2.8002	0.58470	4789.1	9000.0	0.033400	0.30060	1.0000	0.0000	100.00	10.000	1.0000	416.00	9230.4	-0.22810	-98.414								
64.607	2800.0	2.8001	0.58420	4793.0	8755.1	0.034300	0.30030	1.0000	0.0000	100.00	10.000	1.0000	417.00	9215.1	-0.22938	-98.333								
64.688	2800.0	2.7998	0.58900	4753.5	9832.2	0.030400	0.29890	1.0000	0.0000	100.00	10.000	1.0000	418.00	9204.1	-0.23030	-98.252								
64.769	2800.0	2.7996	0.58700	4769.3	9112.1	0.033000	0.30070	1.0000	0.0000	100.00	10.000	1.0000	419.00	9228.7	-0.22824	-98.171								
64.850	2800.0	2.8004	0.58820	4761.0	9330.2	0.032100	0.29950	1.0000	0.0000	100.00	10.000	1.0000	420.00	9206.5	-0.23010	-98.090								
64.931	2800.0	2.7996	0.58640	4774.2	8837.8	0.033900	0.29960	1.0000	0.0000	100.00	10.000	1.0000	421.00	9179.8	-0.23233	-98.009								
65.013	2800.0	2.8003	0.58550	4782.7	8690.8	0.034600	0.30070	1.0000	0.0000	100.00	10.000	1.0000	422.00	9149.7	-0.23484	-97.927								
65.094	2800.0	2.8006	0.58680	4772.7	9209.2	0.032500	0.29930	1.0000	0.0000	100.00	10.000	1.0000	423.00	9092.0	-0.23967	-97.846								
65.175	2800.0	2.8007	0.58960	4750.2	9027.0	0.033300	0.30060	1.0000	0.0000	100.00	10.000	1.0000	424.00	9065.7	-0.24187	-97.765								
65.256	2800.0	2.8008	0.58980	4748.7	9525.5	0.031400	0.29910	1.0000	0.0000	100.00	10.000	1.0000	425.00	9039.0	-0.24410	-97.684								
65.337	2800.0	2.7995	0.59020	4743.3	8812.9	0.034200	0.30140	1.0000	0.0000	100.00	10.000	1.0000	426.00	9057.0	-0.24260	-97.603								
65.418	2800.0	2.7987	0.58880	4753.2	8840.7	0.033900	0.29970	1.0000	0.0000	100.00	10.000	1.0000	427.00	9063.3	-0.24207	-97.522								
65.499	2800.0	2.8001	0.59260	4725.1	9109.4	0.032900	0.29970	1.0000	0.0000	100.00	10.000	1.0000	428.00	9065.7	-0.24187	-97.441								
65.580	2800.0	2.8010	0.58930	4753.1	9243.1	0.032500	0.30040	1.0000	0.0000	100.00	10.000	1.0000	429.00	9046.4	-0.24348	-97.360								
65.661	2800.0	2.7993	0.59040	4741.4	9131.1	0.032800	0.29950	1.0000	0.0000	100.00	10.000	1.0000	430.00	9066.9	-0.24177	-97.279								
65.742	2800.0	2.8003	0.59040	4743.1	9246.2	0.032500	0.30050	1.0000	0.0000	100.00	10.000	1.0000	431.00	9081.4	-0.24056	-97.198								
65.823	2800.0	2.7992	0.59050	4740.4	9072.5	0.033100	0.30030	1.0000	0.0000	100.00	10.000	1.0000	432.00	9097.8	-0.23918	-97.117								
65.904	2800.0	2.8004	0.59310	4721.6	8604.6	0.034900	0.30030	1.0000	0.0000	100.00	10.000	1.0000	433.00	9109.7	-0.23819	-97.036								
65.985	2820.0	2.8205	0.59980	4702.4	8682.1	0.034600	0.30040	1.0000	0.0000	100.00	10.000	1.0000	434.00	9122.7	-0.23711	-96.955								
66.066	2840.0	2.8397	0.60440	4698.4	9131.1	0.032800	0.29950	1.0000	0.0000	100.00	10.000	1.0000	435.00	9108.1	-0.23833	-96.874								
66.147	2840.0	2.8402	0.60680	4680.6	9003.0	0.033200	0.29890	1.0000	0.0000	100.00	10.000	1.0000	436.00	9063.6	-0.24205	-96.793								
66.229	2840.0	2.8392	0.60730	4675.1	9133.7	0.032900	0.30050	1.0000	0.0000	100.00	10.000	1.0000	437.00	9047.9	-0.24336	-96.711								
66.310	2840.0	2.8394	0.60610	4684.7	8804.1	0.034200	0.30110	1.0000	0.0000	100.00	10.000	1.0000	438.00	9040.3	-0.24399	-96.630								
66.391	2840.0	2.8397	0.60970	4657.5	9427.7	0.031800	0.29980	1.0000	0.0000	100.00	10.000	1.0000	439.00	9020.6	-0.24565	-96.549								
66.472	2840.0	2.8395	0.61110	4646.5	9541.4	0.031400	0.29960	1.0000	0.0000	100.00	10.000	1.0000	440.00	8985.4	-0.24859	-96.468								
66.553	2840.0	2.8402	0.61010	4655.3	9634.6	0.031200	0.30060	1.0000	0.0000	100.00	10.000	1.0000	441.00	8949.8	-0.25157	-96.387								
66.634	2840.0	2.8389	0.60780	4670.8	9184.0	0.032600	0.29940	1.0000	0.0000	100.00	10.000	1.0000	442.00	8916.2	-0.25437	-96.306								
66.715	2840.0	2.8400	0.61140	4645.1	8940.3	0.033500	0.29950	1.0000	0.0000	100.00	10.000	1.0000	443.00	8899.0	-0.25581	-96.225								
66.796	2840.0	2.8399	0.61070	4650.2	9481.0	0.031600	0.29960	1.0000	0.0000	100.00	10.000	1.0000	444.00	8927.8	-0.25340	-96.144								
66.877	2840.0	2.8406	0.61250	4637.7	8720.9	0.034400	0.30000	1.0000	0.0000	100.00	10.000	1.0000	445.00	8934.1	-0.25287	-96.063								
66.958	2840.0	2.8400	0.61250	4636.7	8590.3	0.034900	0.29980	1.0000	0.0000	100.00	10.000	1.0000	446.00	8927.6	-0.25342	-95.982								
67.039	2840.0	2.8394	0.61210	4638.8	8484.4	0.035300	0.29950	1.0000	0.0000	100.00	10.000	1.0000	447.00	8928.0	-0.25338	-95.901								
67.120	2840.0	2.8410	0.61170	4644.4	8681.2	0.034500	0.29950	1.1000	0.0000	100.00	10.000	1.0000	448.00	8919.0	-0.25414	-95.820								
67.201	2840.0	2.8405	0.61220	4639.8	8694.8	0.034400	0.29910	1.1000	0.0000	100.00	10.000	1.0000	449.00	8914.1	-0.25455	-95.739								
67.289	2840.0	2.8401	0.61470	4620.3	8504.2	0.035300	0.30020	1.1000	0.0000	100.00	10.000	1.0000	450.00	8926.0	-0.25356	-95.651								
67.377	2840.0	2.8406	0.61310	4633.2	8382.7	0.035800	0.30010	1.1000	0.0000	100.00	10.000	1.0000	451.00	8882.4	-0.25720	-95.563								
67.464	2840.0	2.8401	0.61190	4641.4	8541.3	0.035100	0.29980	1.1000	0.0000	100.00	10.000	1.0000	452.00	8830.9	-0.26151	-95.476								
67.552	2840.0	2.8407	0.61710	4603.3	8712.2	0.034400	0.29970	1.1000	0.0000	100.00	10.000	1.0000	453.00	8799.0	-0.26418	-95.388								
67.640	2840.0	2.8403	0.61540	4615.4	9209.2	0.032500	0.29930	1.1000	0.0000	100.00	10.000	1.0000	454.00	8775.7	-0.26612	-95.300								
67.728	2840.0	2.8405	0.61530	4616.4	8814.7	0.034000	0.29970	1.1000	0.0000	100.00	10.000	1.0000	455.00	8765.4	-0.26698	-95.212								
67.816	2840.0	2.8408	0.61350	4630.5	8994.0	0.033200	0.29860	1.1000	0.0000	100.00	10.000	1.0000	456.00	8769.4	-0.26665	-95.124								
67.904	2840.0	2.8410	0.61880	4591.1	9011.9	0.033500	0.30190	1.1000	0.0000	100.00	10.000	1.0000	457.00	8793.9	-0.26460	-95.036								
67.991	2840.0	2.8403	0.61920	4587.0	8943.5	0.033600	0.30050	1.1000	0.0000	100.00	10.000	1.0000	458.00	8810.2	-0.26324	-94.949								
68.079	2840.0	2.8409	0.61740	4601.4	8701.4	0.034500	0.30020	1.1000	0.0000	100.00	10.000	1.0000	459.00	8821.7	-0.26227	-94.861								
68.167	2840.0	2.8400	0.62170	4568.1	9677.4	0.031000	0.30000	1.1000	0.0000	100.00	10.000	1.0000	460.00	8799.1	-0.26416	-94.773								
68.255	2840.0	2.8411	0.61800	4597.2	8626.4	0.034800	0.30020	1.1000	0.0000	100.00	10.000	1.0000	461.00	8813.3	-0.26298	-94.685								
68.343	2840.0	2.8391	0.61810	4593.3	8552.7	0.035100	0.30020	1.1000	0.0000	100.00	10.000	1.0000	462.00	8815.2	-0.26282	-94.597								
68.431	2840.0	2.8406	0.62110	4573.5	8514.2	0.035200	0.29970	1.1000	0.0000	100.00	10.000	1.0000	463.00	8818.5	-0.26254	-94.509								
68.519	2840.0	2.8389	0.62150	4567.8	8452.0	0.035400	0.29920	1.1000	0.0000	100.00	10.000	1.0000	464.00	8816.0	-0.26275	-94.421								
68.607	2840.0	2.8397	0.62060	4575.7	9264.6	0.032500	0.30110	1.1000	0.0000	100.00	10.000	1.0000	465.00	8781.1	-0.26567	-94.333								
68.695	2840.0	2.8411	0.62430	4550.9	8803.5	0.034100	0.30020	1.1000	0.0000	100.00	10.000	1.0000	466.00	8783.3	-0.26549	-94.245								
68.782	2840.0	2.8409	0.62110	4574.0	9106.4	0.032900	0.29960	0.50000	0.0000	100.00	10.000	1.0000	467.00	8774.3	-0.26624	-94.158								
68.870	2840.0	2.8394	0.62120	4570.8	8826.5	0.034000	0.30010	0.50000	0.0000	100.00	10.000	1.0000	468.00	8785.6	-0.26530	-94.070								
68.918	2840.0	2.8396	0.61960	4583.0	8922.8	0.033700	0.30070	0.50000	0.0000	100.00	10.000	1.0000	469.00	8778.4	-0.26589	-94.022								
68.965	2840.0	2.8388	0.61560	4611.4	8219.8	0.036400	0.29920	0.50000	0.0000	100.00	10.000	1.0000	470.00	8777.6	-0.26596	-93.975								
69.013	2840.0	2.8398	0.61730	4600.4	8801.2	0.034200	0.30100	0.50000	0.0000	100.00	10.000	1.0000	471.00	8730.6	-0.26989	-93.927								
69.061	2840.0	2.8392	0.61900	4586.8	8423.0	0.035700	0.30070	0.50000	0.0000	100.00	10.000	1.0000	472.00	8719.6	-0.27081	-93.879								
69.109	2840.0	2.8395	0.61700	4602.1	8611.0	0.034700	0.29880	0.50000	0.0000	100.00	10.000	1.0000	473.00	8751.2	-0.26817	-93.831								
69.156	2840.0	2.8397	0.61700	4602.4	8659.9	0.034700	0.30050	0.50000	0.0000	100.00	10.000	1.0000	474.00	8770.3	-0.26657	-93.784								
69.204	2840.0	2.8403	0.61660	4606.4	8475.9	0.035300	0.29920	0.50000	0.0000	100.00	10.000	1.0000	475.00	8766.1	-0.26692	-93.736								
69.252	2840.0	2.8414	0.61750	4601.5	8860.9	0.033800	0.29950	0.50000	0.0000	100.00	10.000	1.0000	476.00	8744.4	-0.26874	-93.688								
69.299	2840.0	2.8399	0.62080	4574.6	8805.9	0.034000	0.29940	0.50000	0.0000	100.00	10.000	1.0000	477.00	8717.1	-0.27102	-93.641								
69.347	2840.0	2.8396	0.61530	4615.0	9247.7	0.032300	0.29870	0.50000	0.0000	100.00	10.000	1.0000	478.00	8706.0	-0.27195	-93.593								
69.395	2840.0	2.8397	0.61600	4609.9	8794.1	0.034000	0.29900	0.50000	0.0000	100.00	10.000	1.0000	479.00	8698.8	-0.27256	-93.545								
69.443	2840.0	2.8403	0.62000	4581.1	8684.1	0.034500	0.29960	0.10000	0.0000	100.00	10.000	1.0000	480.00	8749.4	-0.26832	-93.497								
69.490	2840.0	2.8407	0.61700	4604.1	8690.8	0.034600	0.30070	0.10000	0.0000	100.00	10.000	1.0000	481.00	8791.9	-0.26477	-93.450								
69.524	2840.0	2.8394	0.61260	4635.0	8395.0	0.035700	0.29970	0.10000	0.0000	100.00	10.000	1.0000	482.00	8766.0	-0.26694	-93.416								
69.545	2840.0	2.8390	0.60970	4656.4	9215.4	0.032500	0.29950	0.10000	0.0000	100.00	10.000	1.0000	483.00	8776.3	-0.26607	-93.395								
69.566	2840.0	2.8399	0.60850	4667.0	8916.9	0.033700	0.30050	0.10000	0.0000	100.00	10.000	1.0000	484.00	8781.9	-0.26560	-93.374								
69.588	2840.0	2.8405	0.60740	4676.5	8363.1	0.035800	0.29940	0.10000	0.0000	100.00	10.000	1.0000	485.00	8773.6	-0.26630	-93.353								
69.609	2840.0	2.8392	0.60750	4673.6	8808.8	0.034000	0.29950	0.10000	0.0000	100.00	10.000	1.0000	486.00	8795.9	-0.26443	-93.331								
69.630	2840.0	2.8398	0.60720	4676.9	8230.8	0.036400	0.29960	0.10000	0.0000	100.00	10.000	1.0000	487.00	8788.4	-0.26506	-93.311								
69.650	2840.0	2.8399	0.60670	4680.9	8872.8	0.033800	0.29990	0.10000	0.0000	100.00	10.000	1.0000	488.00	8808.2	-0.26341	-93.290								
69.671	2840.0	2.8399	0.60530	4691.7	8674.4	0.034700	0.30100	0.10000	0.0000	100.00	10.000	1.0000	489.00	8800.5	-0.26405	-93.269								
69.693	2840.0	2.8400	0.60490	4695.0	9986.7	0.030000	0.29960	0.10000	0.0000	100.00	10.000	1.0000	490.00	8819.0	-0.26250	-93.247								
69.714	2840.0	2.8404	0.60640	4684.0	9112.5	0.032900	0.29980	0.10000	0.0000	100.00	10.000	1.0000	491.00	8823.6	-0.26212	-93.226								
69.735	2840.0	2.8408	0.60410	4702.5	8256.2	0.036300	0.29970	0.10000	0.0000	100.00	10.000	1.0000	492.00	8820.4	-0.26239	-93.205								
69.756	2840.0	2.8400	0.60510	4693.4	8639.8	0.034700	0.29980	0.10000	0.0000	100.00	10.000	1.0000	493.00	8852.8	-0.25968	-93.184								
69.777	2840.0	2.8378	0.60360	4701.5	8728.9	0.034300	0.29940	0.10000	0.0000	100.00	10.000	1.0000	494.00	8833.4	-0.26130	-93.163								
69.798	2840.0	2.8400	0.60530	4691.9	8485.9	0.035400	0.30040	0.10000	0.0000	100.00	10.000	1.0000	495.00	8845.7	-0.26027	-93.142								
69.819	2840.0	2.8394	0.60260	4711.9	8943.6	0.033700	0.30140	0.10000	0.0000	100.00	10.000	1.0000	496.00	8867.6	-0.25844	-93.121								
69.840	2840.0	2.8395	0.60290	4709.7	8703.5	0.034400	0.29940	0.10000	0.0000	100.00	10.000	1.0000	497.00	8877.3	-0.25763	-93.100								
69.861	2840.0	2.8390	0.60420	4698.8	9221.5	0.032500	0.29970	0.10000	0.0000	100.00	10.000	1.0000	498.00	8924.2	-0.25371	-93.079								
69.882	2840.0	2.8399	0.60240	4714.3	9085.4	0.032800	0.29800	0.10000	0.0000	100.00	10.000	1.0000	499.00	8961.3	-0.25060	-93.058								
69.903	2840.0	2.8417	0.60280	4714.2	9183.5	0.032700	0.30030	0.10000	0.0000	100.00	10.000	1.0000	500.00	8998.3	-0.24751	-93.037								
69.924	2840.0	2.8399	0.59840	4745.8	8780.1	0.034100	0.29940	0.10000	0.0000	100.00	10.000	1.0000	501.00	8982.2	-0.24885	-93.016								
69.945	2840.0	2.8399	0.60160	4720.6	8623.6	0.034800	0.30010	0.10000	0.0000	100.00	10.000	1.0000	502.00	8976.5	-0.24933	-92.995								
69.966	2840.0	2.8404	0.60470	4697.2	9075.5	0.033100	0.30040	0.10000	0.0000	100.00	10.000	1.0000	503.00	9031.3	-0.24475	-92.974								
69.987	2840.0	2.8397	0.60180	4718.7	8808.8	0.034000	0.29950	0.10000	0.0000	100.00	10.000	1.0000	504.00	9064.8	-0.24195	-92.953								
70.008	2840.0	2.8400	0.60270	4712.1	9174.3	0.032700	0.30000	0.10000	0.0000	100.00	10.000	1.0000	505.00	9092.3	-0.23965	-92.932								
70.029	2840.0	2.8408	0.60160	4722.1	8823.5	0.034000	0.30000	0.10000	0.0000	100.00	10.000	1.0000	506.00	9129.1	-0.23657	-92.911								
70.050	2840.0	2.8392	0.59940	4736.7	9012.0	0.033400	0.30100	0.10000	0.0000	100.00	10.000	1.0000	507.00	9140.3	-0.23564	-92.890								
71.046	2840.0	2.8404	0.60000	4734.0	9215.4	0.032500	0.29950	0.10000	10.000	100.00	10.000	1.0000	508.00	9173.3	-0.23287	-91.894								
71.372	2850.0	2.8496	0.58570	4865.3	9652.7	0.031100	0.30020	0.10000	10.000	100.00	10.000	1.0000	509.00	9190.7	-0.23142	-91.568								
71.699	2850.0	2.8511	0.58390	4882.9	9451.1	0.031700	0.29960	0.10000	10.000	100.00	10.000	1.0000	510.00	9231.6	-0.22800	-91.241								
72.025	2850.0	2.8498	0.58270	4890.7	9649.5	0.031100	0.30010	0.10000	10.000	100.00	10.000	1.0000	511.00	9247.8	-0.22664	-90.915								
72.351	2850.0	2.8506	0.58460	4876.2	8991.0	0.033400	0.30030	0.10000	10.000	100.00	10.000	1.0000	512.00	9315.6	-0.22097	-90.589								
72.678	2850.0	2.8500	0.58070	4907.9	9407.5	0.031900	0.30010	0.10000	10.000	100.00	10.000	1.0000	513.00	9370.9	-0.21635	-90.262								
73.004	2850.0	2.8491	0.57780	4930.9	9342.7	0.032100	0.29990	0.10000	10.000	100.00	10.000	1.0000	514.00	9401.9	-0.21375	-89.936								
73.331	2860.0	2.8594	0.57880	4940.2	9306.5	0.032300	0.30060	0.10000	10.000	100.00	10.000	1.0000	515.00	9410.2	-0.21307	-89.609								
73.657	2860.0	2.8599	0.57710	4955.6	9260.1	0.032300	0.29910	0.10000	10.000	100.00	10.000	1.0000	516.00	9456.4	-0.20920	-89.283								
73.984	2860.0	2.8589	0.57630	4960.8	9177.4	0.032700	0.30010	0.10000	10.000	100.00	10.000	1.0000	517.00	9500.2	-0.20554	-88.956								
74.310	2860.0	2.8604	0.57700	4957.4	9396.9	0.032000	0.30070	0.10000	10.000	100.00	10.000	1.0000	518.00	9524.4	-0.20352	-88.630								
74.636	2860.0	2.8593	0.57580	4965.8	9587.9	0.031300	0.30010	0.10000	10.000	100.00	10.000	1.0000	519.00	9546.1	-0.20170	-88.304								
74.963	2860.0	2.8608	0.57630	4964.1	9943.5	0.030100	0.29930	0.10000	10.000	100.00	10.000	1.0000	520.00	9563.3	-0.20026	-87.977								
75.289	2860.0	2.8610	0.57310	4992.1	9523.8	0.031500	0.30000	0.10000	10.000	100.00	10.000	1.0000	521.00	9579.3	-0.19892	-87.651								
75.616	2860.0	2.8604	0.57680	4959.1	10204	0.029400	0.30000	0.10000	10.000	100.00	10.000	1.0000	522.00	9580.4	-0.19883	-87.324								
75.942	2860.0	2.8594	0.57280	4992.0	9784.3	0.030600	0.29940	0.10000	10.000	100.00	10.000	1.0000	523.00	9593.4	-0.19774	-86.998								
76.268	2860.0	2.8598	0.57060	5011.9	9727.3	0.030800	0.29960	0.10000	10.000	100.00	10.000	1.0000	524.00	9618.5	-0.19564	-86.672								
76.595	2860.0	2.8607	0.57250	4996.9	8982.0	0.033400	0.30000	0.10000	10.000	100.00	10.000	1.0000	525.00	9657.4	-0.19239	-86.345								
76.921	2860.0	2.8596	0.57400	4981.9	10145	0.029600	0.30030	0.10000	10.000	100.00	10.000	1.0000	526.00	9663.8	-0.19185	-86.019								
77.248	2860.0	2.8600	0.56860	5029.9	9743.5	0.030800	0.30010	0.10000	10.000	100.00	10.000	1.0000	527.00	9689.7	-0.18969	-85.692								
77.574	2860.0	2.8590	0.56710	5041.4	9519.0	0.031600	0.30080	0.10000	10.000	100.00	10.000	1.0000	528.00	9697.2	-0.18906	-85.366								
77.901	2860.0	2.8597	0.56720	5041.8	9672.0	0.031100	0.30080	0.10000	10.000	100.00	10.000	1.0000	529.00	9702.3	-0.18864	-85.039								
78.227	2860.0	2.8592	0.56600	5051.6	10013	0.029900	0.29940	0.10000	10.000	100.00	10.000	1.0000	530.00	9713.7	-0.18769	-84.713								
78.553	2860.0	2.8598	0.56600	5052.6	9787.6	0.030600	0.29950	0.10000	10.000	100.00	10.000	1.0000	531.00	9738.4	-0.18562	-84.387								
78.880	2860.0	2.8602	0.56790	5036.5	9672.0	0.031100	0.30080	0.10000	10.000	100.00	10.000	1.0000	532.00	9726.6	-0.18660	-84.060								
79.206	2860.0	2.8598	0.56670	5046.4	9265.4	0.032400	0.30020	0.10000	10.000	100.00	10.000	1.0000	533.00	9707.4	-0.18821	-83.734								
79.533	2860.0	2.8599	0.56210	5087.9	9933.8	0.030200	0.30000	0.11000	10.000	100.00	10.000	1.0000	534.00	9726.9	-0.18658	-83.407								
79.859	2860.0	2.8608	0.56550	5058.9	10159	0.029500	0.29970	0.11000	10.000	100.00	10.000	1.0000	535.00	9700.5	-0.18878	-83.081								
80.186	2860.0	2.8597	0.56500	5061.4	9441.6	0.031700	0.29930	0.11000	10.000	100.00	10.000	1.0000	536.00	9739.5	-0.18552	-82.754								
80.513	2860.0	2.8601	0.56450	5066.6	9803.9	0.030600	0.30000	0.11000	10.000	100.00	10.000	1.0000	537.00	9713.7	-0.18768	-82.427								
80.841	2860.0	2.8601	0.56370	5073.8	9335.4	0.032200	0.30060	0.11000	10.000	100.00	10.000	1.0000	538.00	9706.5	-0.18829	-82.099								
81.168	2860.0	2.8602	0.56330	5077.6	9503.2	0.031600	0.30030	0.10000	10.000	100.00	10.000	1.0000	539.00	9743.4	-0.18520	-81.772								
83.381	2860.0	2.8609	0.55810	5126.1	9826.2	0.030500	0.29970	0.10000	10.000	100.00	10.000	1.0000	540.00	9793.4	-0.18102	-79.559								
83.707	2860.0	2.8600	0.55670	5137.4	10463	0.028700	0.30030	0.10000	10.000	100.00	10.000	1.0000	541.00	9811.4	-0.17951	-79.233								
84.034	2860.0	2.8597	0.55590	5144.3	9275.5	0.032300	0.29960	0.10000	10.000	100.00	10.000	1.0000	542.00	9822.8	-0.17856	-78.906								
84.360	2860.0	2.8611	0.55710	5135.7	9800.7	0.030600	0.29990	0.10000	10.000	100.00	10.000	1.0000	543.00	9869.1	-0.17469	-78.580								
84.686	2860.0	2.8604	0.55640	5140.9	10194	0.029400	0.29970	0.10000	10.000	100.00	10.000	1.0000	544.00	9881.4	-0.17365	-78.254								
85.013	2860.0	2.8605	0.55670	5138.3	9174.3	0.032700	0.30000	0.10000	10.000	100.00	10.000	1.0000	545.00	9850.5	-0.17624	-77.927								
85.339	2860.0	2.8597	0.55680	5136.0	9800.7	0.030600	0.29990	0.10000	10.000	100.00	10.000	1.0000	546.00	9814.6	-0.17925	-77.601								
85.666	2860.0	2.8596	0.55640	5139.5	9603.8	0.031300	0.30060	0.10000	10.000	100.00	10.000	1.0000	547.00	9843.1	-0.17686	-77.274								
85.992	2860.0	2.8601	0.55490	5154.3	9591.1	0.031300	0.30020	0.10000	10.000	100.00	10.000	1.0000	548.00	9816.4	-0.17909	-76.948								
86.318	2860.0	2.8602	0.55550	5148.9	10295	0.029200	0.30060	0.10000	10.000	100.00	10.000	1.0000	549.00	9827.4	-0.17818	-76.622								
86.645	2860.0	2.8604	0.55540	5150.2	10721	0.028000	0.30020	0.10000	10.000	100.00	10.000	1.0000	550.00	9841.5	-0.17699	-76.295								
86.971	2860.0	2.8593	0.55540	5148.2	10391	0.028900	0.30030	0.10000	10.000	100.00	10.000	1.0000	551.00	9842.3	-0.17693	-75.969								
87.298	2860.0	2.8602	0.55450	5158.2	10027	0.029900	0.29980	0.10000	10.000	100.00	10.000	1.0000	552.00	9787.3	-0.18152	-75.642								
