Tiempo (s),Setpoint (K),Sensor 1 (K),Sensor 2 (K),dT/dt 1 (K/min),dT/dt 2 (K/Min),Potencia (W),Voltaje A (V),Voltaje B (V),Corriente (A),Resistencia A (Ohm),Resistencia B (Ohm)
3451.4931641,320.0000000,319.9370000,24.1600000,6.5463263,0.2273030,1.5000000,1.0001000,0.0010810,NaN,925.1704456,NaN
3452.8144531,320.0000000,319.9380000,23.9970000,4.2764606,0.1819770,1.5000000,1.0001000,0.0010798,NaN,926.1986127,NaN
3454.2314453,320.0000000,319.9490000,23.9970000,-5.2922440,0.0681405,1.5000000,1.0001000,0.0010806,NaN,925.5043494,NaN
3455.5537109,320.0000000,319.9500000,24.0220000,-3.5715835,0.2629387,0.0000000,1.0001000,0.0010814,NaN,924.8196782,NaN
3456.8701172,320.0000000,319.9490000,24.0430000,0.5475936,0.2628449,0.0000000,1.0001000,0.0010806,NaN,925.4700918,NaN
3458.1894531,320.0000000,319.9530000,23.8920000,1.0459808,0.0000000,0.0000000,1.0001000,0.0010807,NaN,925.3758964,NaN
3459.5087891,320.0000000,319.9500000,23.8810000,-2.9593183,0.0682920,0.0000000,1.0001000,0.0010797,NaN,926.3101347,NaN
3460.8271484,320.0000000,319.9560000,23.9970000,-3.6836714,0.0227387,0.0000000,1.0001100,0.0010800,NaN,925.9849081,NaN
3462.1474609,320.0000000,319.9540000,23.9380000,2.3884487,0.0682414,0.0000000,1.0001100,0.0010816,NaN,924.6921114,NaN
3463.4667969,320.0000000,319.9580000,23.8680000,1.2961066,0.0909548,0.0000000,1.0001100,0.0010808,NaN,925.2995328,NaN
3464.7919922,320.0000000,319.9630000,24.1000000,-2.9322087,0.0454606,0.0000000,1.0001100,0.0010812,NaN,925.0000000,NaN
3466.1103516,320.0000000,319.9640000,23.9600000,3.6755096,0.2041950,0.0000000,1.0001000,0.0010798,NaN,926.1900352,NaN
3467.4287109,320.0000000,319.9620000,23.8610000,2.0880975,0.1361803,0.0000000,1.0001100,0.0010799,NaN,926.0792266,NaN
3468.7460937,320.0000000,319.9630000,23.7900000,-5.4385778,-0.0227556,0.0000000,1.0001100,0.0010798,NaN,926.1649874,NaN
3470.1601562,320.0000000,319.9560000,23.9110000,-3.8698777,-0.0227640,0.0000000,1.0001100,0.0010797,NaN,926.3193968,NaN
3471.4804687,320.0000000,319.9580000,23.7590000,1.0983196,-0.1317984,0.0000000,1.0001000,0.0010805,NaN,925.6157043,NaN
3472.8320312,320.0000000,319.9590000,23.8700000,-0.6802286,-0.1097143,0.0000000,1.0001000,0.0010818,NaN,924.4948141,NaN
3474.1503906,320.0000000,319.9560000,23.9040000,-0.9207018,0.0673684,0.0000000,1.0001100,0.0010808,NaN,925.3765868,NaN
3475.4658203,320.0000000,319.9570000,23.7460000,3.2585223,-0.0449451,0.0000000,1.0001100,0.0010815,NaN,924.7861667,NaN
3476.7900391,320.0000000,319.9520000,23.7350000,-2.8248276,-0.0455617,0.5000000,1.0001100,0.0010802,NaN,925.8648941,NaN
3478.1113281,320.0000000,319.9460000,23.8930000,-3.8414206,-0.0909212,0.5000000,1.0001100,0.0010808,NaN,925.3080937,NaN
3479.4306641,320.0000000,319.9380000,23.9210000,3.3339535,-0.2494795,0.5000000,1.0001100,0.0010796,NaN,926.4137835,NaN
3480.7470703,320.0000000,319.9280000,23.6530000,4.2262722,-0.3181065,0.5000000,1.0001100,0.0010799,NaN,926.1135290,NaN
3482.0654297,320.0000000,319.9220000,23.8370000,-5.4633568,-0.4097518,0.5000000,1.0001100,0.0010804,NaN,925.6763636,NaN
3483.3857422,320.0000000,319.9170000,23.6680000,-1.9128836,-0.3643588,0.5000000,1.0001000,0.0010811,NaN,925.0506415,NaN
3484.7041016,320.0000000,319.9010000,23.7720000,0.3410807,-0.2501258,1.0000000,1.0001000,0.0010805,NaN,925.5900046,NaN
3486.1210937,320.0000000,319.8970000,23.9120000,-1.4780163,-0.4775130,1.0000000,1.0001000,0.0010804,NaN,925.6328382,NaN
3487.4404297,320.0000000,319.8870000,23.8790000,5.3521457,-0.4387005,1.0000000,1.0001000,0.0010793,NaN,926.6019346,NaN
3488.7587891,320.0000000,319.8760000,23.9890000,2.3462099,-0.3069807,1.0000000,1.0001100,0.0010800,NaN,926.0020555,NaN
3490.0781250,320.0000000,319.8630000,23.8730000,1.7515291,-0.4776897,1.0000000,1.0001000,0.0010794,NaN,926.5590113,NaN
3491.3964844,320.0000000,319.8460000,23.8500000,-0.1364828,-0.5459311,1.5000000,1.0001100,0.0010800,NaN,926.0706514,NaN
3492.7187500,320.0000000,319.8350000,23.8620000,-3.1618512,-0.6824139,1.5000000,1.0001000,0.0010804,NaN,925.6499727,NaN
3494.0419922,320.0000000,319.8250000,23.9250000,-0.2499408,-0.6362130,1.5000000,1.0001000,0.0010811,NaN,925.0848680,NaN
3495.3583984,320.0000000,319.8050000,23.9050000,1.7009967,-0.4762791,1.5000000,1.0001000,0.0010799,NaN,926.0699669,NaN
3496.6972656,320.0000000,319.7960000,23.9960000,0.9774029,-0.6819090,1.5000000,1.0001000,0.0010807,NaN,925.4101470,NaN
3498.0097656,320.0000000,319.7810000,23.8670000,1.6043545,-0.6552997,1.5000000,1.0001000,0.0010796,NaN,926.4045204,NaN
3499.3242187,320.0000000,319.7700000,23.7890000,-0.8599337,-0.5431160,2.0000000,1.0001100,0.0010808,NaN,925.2995328,NaN
3500.6435547,320.0000000,319.7530000,23.8820000,-4.7279108,-0.5938439,2.0000000,1.0001000,0.0010810,NaN,925.2046811,NaN
3502.0605469,320.0000000,319.7360000,23.9630000,0.3417130,-0.6378643,2.0000000,1.0001000,0.0010809,NaN,925.2474790,NaN
3503.4179687,320.0000000,319.7270000,24.1160000,3.8153319,-0.7455246,2.0000000,1.0001000,0.0010812,NaN,924.9907510,NaN
3504.7412109,320.0000000,319.7150000,24.2070000,5.0605280,-0.5622809,2.0000000,1.0001000,0.0010826,NaN,923.7775027,NaN
3506.0644531,320.0000000,319.7010000,24.1670000,5.4613333,-0.4700328,2.0000000,1.0001100,0.0010808,NaN,925.3594626,NaN
3507.3837891,320.0000000,319.6950000,24.0670000,1.1562509,-0.5894613,2.0000000,1.0001000,0.0010810,NaN,925.1533288,NaN
3508.7080078,320.0000000,319.6790000,23.9810000,-3.1787140,-0.4541020,2.5000000,1.0001000,0.0010804,NaN,925.6928118,NaN
3510.0273437,320.0000000,319.6710000,24.0460000,-4.2215885,-0.4993277,2.5000000,1.0001000,0.0010802,NaN,925.8470654,NaN
3511.3466797,320.0000000,319.6630000,24.0860000,-0.4766310,-0.5447211,2.5000000,1.0001000,0.0010808,NaN,925.3074026,NaN
3512.6767578,320.0000000,319.6470000,24.1180000,2.3875648,-0.3638194,2.5000000,1.0001000,0.0010804,NaN,925.6671079,NaN
3513.9941406,320.0000000,319.6400000,23.9760000,1.6305492,-0.5435164,2.5000000,1.0001000,0.0010807,NaN,925.4187101,NaN
3515.3134766,320.0000000,319.6350000,24.0100000,-2.4929546,-0.5212541,2.5000000,1.0001000,0.0010818,NaN,924.5119065,NaN
3516.6328125,320.0000000,319.6240000,24.1450000,-2.4576000,-0.2730667,2.5000000,1.0001000,0.0010799,NaN,926.1299971,NaN
3518.0791016,320.0000000,319.6190000,24.0420000,3.8428423,-0.3638194,2.5000000,1.0001000,0.0010801,NaN,925.8899227,NaN
3519.4238281,320.0000000,319.6040000,24.1110000,0.6942373,-0.3471186,2.5000000,1.0001000,0.0010799,NaN,926.1128448,NaN
3520.7421875,320.0000000,319.6010000,24.0290000,-0.7309167,-0.4299510,2.5000000,1.0000900,0.0010796,NaN,926.3695141,NaN
3522.0605469,320.0000000,319.6000000,24.0110000,-0.2928933,-0.4055446,2.5000000,1.0000900,0.0010807,NaN,925.3837684,NaN
3523.3779297,320.0000000,319.5950000,23.9780000,-2.2755556,-0.0910222,2.5000000,1.0000900,0.0010808,NaN,925.3238342,NaN
3524.6982422,320.0000000,319.5850000,23.9900000,-1.1609633,-0.1365839,2.5000000,1.0000900,0.0010807,NaN,925.4265833,NaN
3526.0166016,320.0000000,319.5870000,23.9590000,-0.4776897,-0.3412070,2.5000000,1.0001000,0.0010814,NaN,924.7940227,NaN
3527.3339844,320.0000000,319.5840000,24.0190000,-0.4320355,-0.1819097,2.5000000,1.0001100,0.0010796,NaN,926.3794589,NaN
3528.6542969,320.0000000,319.5860000,24.0810000,0.6601556,-0.0227640,2.5000000,1.0001100,0.0010798,NaN,926.2250294,NaN
3529.9794922,320.0000000,319.5760000,24.0490000,2.7751499,-0.0227471,2.5000000,1.0001100,0.0010799,NaN,926.0878020,NaN
3531.2988281,320.0000000,319.5700000,23.9590000,0.6803987,-0.1814396,2.5000000,1.0001100,0.0010782,NaN,927.5909403,NaN
3532.6523437,320.0000000,319.5750000,23.9730000,-2.7679764,-0.3630133,2.5000000,1.0001000,0.0010804,NaN,925.7099485,NaN
3534.0839844,320.0000000,319.5770000,24.0840000,-1.7060431,-0.0224479,2.5000000,1.0001000,0.0010813,NaN,924.8966531,NaN
3535.4013672,320.0000000,319.5760000,24.0390000,2.6928471,0.1507994,2.5000000,1.0001000,0.0010799,NaN,926.1128448,NaN
3536.7275391,320.0000000,319.5830000,24.0810000,1.4405115,0.0218259,2.5000000,1.0001000,0.0010805,NaN,925.5814384,NaN
3538.0449219,320.0000000,319.5810000,24.1070000,-0.0680901,0.1361803,2.5000000,1.0001000,0.0010789,NaN,926.9282815,NaN
3539.3632812,320.0000000,319.5810000,24.1730000,1.5433764,0.1134836,2.5000000,1.0001000,0.0010792,NaN,926.6620338,NaN
3540.6884766,320.0000000,319.5810000,24.0190000,2.0942868,-0.0455280,2.5000000,1.0001000,0.0010804,NaN,925.7013801,NaN
3542.0068359,320.0000000,319.5920000,24.0630000,-1.9973107,0.0000000,2.5000000,1.0001000,0.0010803,NaN,925.7785019,NaN
3543.3242187,320.0000000,319.5970000,24.1180000,-2.4966383,0.2496638,2.0000000,1.0001000,0.0010808,NaN,925.3502100,NaN
3544.6445312,320.0000000,319.6050000,24.1010000,2.2536347,0.3642238,2.0000000,1.0001000,0.0010815,NaN,924.7256151,NaN
3545.9648437,320.0000000,319.6100000,24.0490000,0.8643910,0.2957127,2.0000000,1.0001000,0.0010803,NaN,925.7699321,NaN
3547.2910156,320.0000000,319.6210000,23.7750000,-1.5678107,0.2953846,2.0000000,1.0001000,0.0010801,NaN,925.9413567,NaN
3548.6015625,320.0000000,319.6250000,23.8810000,-7.3909373,0.3627454,2.0000000,1.0001000,0.0010800,NaN,926.0013703,NaN
3550.0224609,320.0000000,319.6260000,23.9170000,-3.8229333,0.3413333,2.0000000,1.0001000,0.0010794,NaN,926.5332592,NaN
3551.3398437,320.0000000,319.6310000,23.9840000,3.1192277,0.1098320,2.0000000,1.0001000,0.0010798,NaN,926.2071904,NaN
3552.6669922,320.0000000,319.6340000,24.0130000,2.2568902,0.1314693,2.0000000,1.0001000,0.0010815,NaN,924.7769199,NaN
3553.9814453,320.0000000,319.6450000,23.8710000,2.1780798,0.1815066,2.0000000,1.0001000,0.0010810,NaN,925.1875630,NaN
3555.2998047,320.0000000,319.6590000,23.9850000,-2.5666248,0.3179889,2.0000000,1.0001000,0.0010809,NaN,925.2474790,NaN
3556.6201172,320.0000000,319.6670000,24.0010000,-0.6381009,0.5697329,2.0000000,1.0001000,0.0010800,NaN,925.9927965,NaN
3557.9375000,320.0000000,319.6740000,23.9730000,2.9560326,0.5002517,2.0000000,1.0001100,0.0010798,NaN,926.2250294,NaN
3559.2607422,320.0000000,319.6730000,23.9880000,-0.2729656,0.3412070,2.0000000,1.0001100,0.0010801,NaN,925.9763346,NaN
3560.5791016,320.0000000,319.6770000,24.0490000,-0.2953846,0.1363314,2.0000000,1.0001100,0.0010802,NaN,925.8648941,NaN
3561.9306641,320.0000000,319.6880000,24.1710000,1.7262255,0.0681405,2.0000000,1.0001100,0.0010808,NaN,925.3166548,NaN
3563.2480469,320.0000000,319.7000000,24.1450000,4.1124799,0.3370885,2.0000000,1.0001000,0.0010817,NaN,924.5802825,NaN
3564.5693359,320.0000000,319.7080000,23.9830000,2.1581559,0.5170582,1.5000000,1.0001000,0.0010804,NaN,925.6671079,NaN
3565.9843750,320.0000000,319.7170000,24.1530000,-4.2748779,0.4547742,1.5000000,1.0001000,0.0010800,NaN,926.0099444,NaN
3567.3017578,320.0000000,319.7210000,24.1370000,0.1754176,0.3727623,1.5000000,1.0001100,0.0010803,NaN,925.7363423,NaN
3568.6220703,320.0000000,319.7260000,24.0250000,3.3816154,0.2854610,2.0000000,1.0001000,0.0010798,NaN,926.1643036,NaN
3569.9404297,320.0000000,319.7310000,24.0370000,-2.9116327,0.2047242,2.0000000,1.0001000,0.0010808,NaN,925.3416482,NaN
3571.2568359,320.0000000,319.7420000,23.9770000,-2.2738712,0.2273871,1.5000000,1.0001000,0.0010812,NaN,925.0249732,NaN
3572.5751953,320.0000000,319.7430000,24.1060000,-1.0930764,0.3643588,2.0000000,1.0001000,0.0010804,NaN,925.6499727,NaN
3573.8935547,320.0000000,319.7530000,24.0490000,1.5712973,0.2732691,1.5000000,1.0001000,0.0010804,NaN,925.6499727,NaN
3575.2109375,320.0000000,319.7630000,24.0310000,1.6384000,0.2503111,1.5000000,1.0000900,0.0010806,NaN,925.5293551,NaN
3576.5351562,320.0000000,319.7690000,23.9630000,-1.7072990,0.4552797,1.5000000,1.0001000,0.0010787,NaN,927.1001353,NaN
3577.8554687,320.0000000,319.7700000,23.7850000,-1.9533604,0.3634159,1.5000000,1.0001000,0.0010795,NaN,926.4731767,NaN
3579.1835937,320.0000000,319.7700000,23.8920000,-5.5813294,0.1588183,2.0000000,1.0001100,0.0010796,NaN,926.3708781,NaN
3580.5000000,320.0000000,319.7780000,23.8960000,-1.6084956,0.0226549,2.0000000,1.0001100,0.0010798,NaN,926.1735644,NaN
3581.9140625,320.0000000,319.7930000,23.8530000,2.5184047,0.1815066,1.5000000,1.0001100,0.0010808,NaN,925.2995328,NaN
3583.2324219,320.0000000,319.7940000,23.8890000,-0.8569957,0.5054077,1.5000000,1.0001100,0.0010808,NaN,925.3337774,NaN
3584.5498047,320.0000000,319.8060000,23.8920000,-0.1537098,0.3513367,1.5000000,1.0001000,0.0010815,NaN,924.6914151,NaN
3585.8681641,320.0000000,319.8060000,23.9510000,0.8877955,0.2959318,1.5000000,1.0001000,0.0010810,NaN,925.1704456,NaN
3587.1884766,320.0000000,319.8160000,24.0230000,1.4113672,0.2731678,1.5000000,1.0001000,0.0010813,NaN,924.8966531,NaN
3588.5058594,320.0000000,319.8150000,24.0690000,2.9787713,0.2273871,1.5000000,1.0001100,0.0010816,NaN,924.6408166,NaN
3589.8242187,320.0000000,319.8190000,24.1540000,2.6841614,0.2047242,1.5000000,1.0001100,0.0010813,NaN,924.9315626,NaN
3591.1787109,320.0000000,319.8160000,24.2000000,2.9820823,0.0682920,2.0000000,1.0001000,0.0010809,NaN,925.2645992,NaN
3592.4980469,320.0000000,319.8240000,24.0680000,2.9406796,0.0224479,1.5000000,1.0001000,0.0010819,NaN,924.4264507,NaN
3593.8164062,320.0000000,319.8270000,24.0440000,-1.9298174,0.1121987,2.0000000,1.0001000,0.0010818,NaN,924.4691767,NaN
3595.1367187,320.0000000,319.8370000,24.1390000,-3.5485524,0.2502184,1.5000000,1.0001000,0.0010796,NaN,926.3701961,NaN
3596.4550781,320.0000000,319.8470000,24.1410000,1.6144486,0.2956033,1.5000000,1.0001000,0.0010814,NaN,924.8196782,NaN
3597.8720703,320.0000000,319.8380000,24.1300000,2.2056551,0.4547742,2.0000000,1.0001000,0.0010804,NaN,925.6756757,NaN
3599.1904297,320.0000000,319.8380000,24.0000000,-0.1974152,0.0219350,2.0000000,1.0001000,0.0010814,NaN,924.8282303,NaN
3600.5097656,320.0000000,319.8390000,23.9660000,-3.0928383,-0.1974152,2.0000000,1.0001000,0.0010826,NaN,923.7860356,NaN
3601.8281250,320.0000000,319.8470000,23.9210000,-3.7305294,0.0227471,2.0000000,1.0001000,0.0010821,NaN,924.2043396,NaN
3603.1484375,320.0000000,319.8530000,23.9610000,-1.7970233,0.2047242,1.5000000,1.0001000,0.0010829,NaN,923.5812901,NaN
3604.4746094,320.0000000,319.8620000,23.9320000,-0.1136936,0.3183420,1.5000000,1.0001000,0.0010822,NaN,924.1616382,NaN
3605.7968750,320.0000000,319.8640000,23.9910000,0.2493875,0.3400738,1.5000000,1.0001000,0.0010820,NaN,924.2982967,NaN
3607.1142578,320.0000000,319.8670000,23.9410000,0.6796460,0.2492035,1.5000000,1.0001000,0.0010820,NaN,924.2641283,NaN
3608.4316406,320.0000000,319.8680000,23.8740000,0.2045727,0.1136515,1.5000000,1.0001000,0.0010810,NaN,925.1362127,NaN
3609.7500000,320.0000000,319.8650000,23.8210000,-2.6643736,0.0910897,2.0000000,1.0001000,0.0010817,NaN,924.5631876,NaN
3611.0546875,320.0000000,319.8700000,23.9190000,-2.7316784,-0.0455280,2.0000000,1.0001000,0.0010824,NaN,923.9225830,NaN
3612.3681641,320.0000000,319.8620000,23.8580000,1.0293373,0.0457483,2.0000000,1.0001000,0.0010820,NaN,924.3068392,NaN
3613.7802734,320.0000000,319.8690000,23.8040000,0.8479224,-0.0687505,2.0000000,1.0001000,0.0010821,NaN,924.2043396,NaN
3615.1015625,320.0000000,319.8770000,23.7790000,-2.5315657,-0.0220136,2.0000000,1.0001000,0.0010826,NaN,923.7860356,NaN
3616.4169922,320.0000000,319.8780000,23.6410000,-1.7341050,0.3292605,2.0000000,1.0001000,0.0010810,NaN,925.1276549,NaN
3617.7353516,320.0000000,319.8850000,23.5920000,-3.7091556,0.2048000,1.5000000,1.0000900,0.0010814,NaN,924.7847757,NaN
3619.0546875,320.0000000,319.8760000,23.7050000,-4.2600222,0.1822469,2.0000000,1.0001000,0.0010810,NaN,925.1362127,NaN
3620.3730469,320.0000000,319.8840000,23.8840000,1.4558164,-0.0454943,2.0000000,1.0001000,0.0010818,NaN,924.4520858,NaN
3621.7216797,320.0000000,319.8880000,23.7160000,6.6421622,-0.0227471,2.0000000,1.0001000,0.0010823,NaN,924.0079457,NaN
3623.0419922,320.0000000,319.8880000,23.8250000,0.2474698,0.2699670,2.0000000,1.0001000,0.0010820,NaN,924.3410108,NaN
3624.3593750,320.0000000,319.8950000,23.7130000,-1.3263666,0.0899232,1.5000000,1.0001000,0.0010821,NaN,924.1957990,NaN
3625.6845703,320.0000000,319.9010000,23.8090000,-0.0682414,0.1592299,1.5000000,1.0001000,0.0010831,NaN,923.3340104,NaN
3627.0019531,320.0000000,319.8990000,23.7280000,-0.3632816,0.2951663,2.0000000,1.0001000,0.0010814,NaN,924.8624405,NaN
3628.3203125,320.0000000,319.9030000,23.8520000,0.3405765,0.0908204,1.5000000,1.0001000,0.0010820,NaN,924.3239247,NaN
3629.7363281,320.0000000,319.8960000,23.8190000,0.9788514,0.0455280,2.0000000,1.0001000,0.0010820,NaN,924.3153818,NaN
3631.0527344,320.0000000,319.9020000,23.7260000,1.9968000,-0.0658286,2.0000000,1.0001000,0.0010810,NaN,925.1618871,NaN
3632.3710937,320.0000000,319.9020000,23.7610000,-2.7667763,-0.0219585,2.0000000,1.0001100,0.0010829,NaN,923.5478807,NaN
3633.6914062,320.0000000,319.9000000,23.7080000,-1.3208006,0.1366345,2.0000000,1.0001000,0.0010833,NaN,923.2402492,NaN
3635.0097656,320.0000000,319.9040000,23.8970000,-0.4092968,-0.0454774,2.0000000,1.0001000,0.0010824,NaN,923.9396543,NaN
3636.3271484,320.0000000,319.9100000,23.8520000,3.0924648,0.0454774,2.0000000,1.0001100,0.0010830,NaN,923.4370239,NaN
3637.6474609,320.0000000,319.9120000,23.8610000,3.2780141,0.2276399,2.0000000,1.0001100,0.0010811,NaN,925.1026751,NaN
3638.9658203,320.0000000,319.9120000,23.7880000,-0.8188967,0.1819770,2.0000000,1.0001100,0.0010815,NaN,924.7690643,NaN
3640.2900391,320.0000000,319.9080000,23.9320000,-1.4552776,0.0454774,2.0000000,1.0001000,0.0010823,NaN,924.0591708,NaN
3641.6113281,320.0000000,319.9060000,23.9200000,1.6120621,-0.0908204,2.0000000,1.0001000,0.0010820,NaN,924.3153818,NaN
3642.9306641,320.0000000,319.9110000,23.9060000,2.9937542,-0.1360797,2.0000000,1.0001000,0.0010832,NaN,923.2572953,NaN
3644.2490234,320.0000000,319.9220000,23.9380000,-0.5907692,0.0681657,1.5000000,1.0001100,0.0010838,NaN,922.7639276,NaN
3645.6650391,320.0000000,319.9210000,23.8440000,0.4094484,0.3639541,2.0000000,1.0001100,0.0010828,NaN,923.6331733,NaN
3646.9824219,320.0000000,319.9290000,23.8210000,-1.3604571,0.2194286,1.5000000,1.0001000,0.0010826,NaN,923.8116352,NaN
3648.2998047,320.0000000,319.9280000,23.7840000,-2.5682315,0.1536549,1.5000000,1.0001000,0.0010816,NaN,924.6657667,NaN
3649.6201172,320.0000000,319.9290000,23.8340000,-1.3663454,0.1594070,2.0000000,1.0001100,0.0010815,NaN,924.7690643,NaN
3650.9726562,320.0000000,319.9270000,23.8620000,0.2957127,0.0000000,2.0000000,1.0001100,0.0010831,NaN,923.3773428,NaN
3652.2910156,320.0000000,319.9290000,23.8250000,1.7509390,-0.0224479,2.0000000,1.0001000,0.0010823,NaN,924.0677089,NaN
3653.6103516,320.0000000,319.9260000,23.8080000,-0.2021792,0.0000000,2.0000000,1.0001100,0.0010828,NaN,923.6331733,NaN
3654.9296875,320.0000000,319.9310000,23.8390000,-1.2283451,-0.0227471,2.0000000,1.0001100,0.0010841,NaN,922.5426168,NaN
3656.2460937,320.0000000,319.9430000,23.7960000,0.3183420,0.0454774,1.5000000,1.0001100,0.0010816,NaN,924.6835619,NaN
3657.5634766,320.0000000,319.9480000,23.9120000,-0.2731678,0.3869878,1.5000000,1.0001000,0.0010810,NaN,925.1704456,NaN
3658.8789062,320.0000000,319.9380000,23.9990000,1.6630033,0.3872747,2.0000000,1.0001000,0.0010814,NaN,924.8453351,NaN
3660.1933594,320.0000000,319.9360000,24.0310000,4.6262315,-0.1139466,2.0000000,1.0001000,0.0010819,NaN,924.3666411,NaN
3661.6044922,320.0000000,319.9400000,23.9660000,2.7149499,-0.2737765,2.0000000,1.0001100,0.0010829,NaN,923.5819958,NaN
3662.9189453,320.0000000,319.9510000,24.0740000,-0.7264493,0.0440272,1.5000000,1.0001000,0.0010836,NaN,922.9079768,NaN
3664.2343750,320.0000000,319.9430000,23.9430000,0.9465855,0.3302042,2.0000000,1.0001000,0.0010831,NaN,923.3766354,NaN
3665.5517578,320.0000000,319.9570000,24.0180000,-0.5247382,0.0684441,1.5000000,1.0001000,0.0010837,NaN,922.8653951,NaN
3666.8691406,320.0000000,319.9580000,23.9150000,-1.2762018,0.1367359,1.5000000,1.0001000,0.0010826,NaN,923.8372362,NaN
3668.1904297,320.0000000,319.9630000,23.9290000,-0.6376279,0.3415864,1.5000000,1.0001000,0.0010824,NaN,923.9311186,NaN
3669.5156250,320.0000000,319.9620000,24.0720000,-2.0237454,0.1364323,1.5000000,1.0001000,0.0010826,NaN,923.7604374,NaN
3670.8671875,320.0000000,319.9590000,24.0630000,3.5594391,0.0906863,1.5000000,1.0001000,0.0010827,NaN,923.6921827,NaN
3672.1835937,320.0000000,319.9630000,23.9630000,3.0036337,-0.0896607,1.5000000,1.0001000,0.0010836,NaN,922.9420450,NaN
3673.5009766,320.0000000,319.9680000,23.9170000,-2.4513031,0.0224890,1.5000000,1.0001000,0.0010836,NaN,922.9590801,NaN
3674.8828125,320.0000000,319.9610000,23.9730000,-3.3260067,0.2050278,2.0000000,1.0001000,0.0010828,NaN,923.6154081,NaN
3676.2021484,320.0000000,319.9680000,23.9620000,0.2222865,-0.0444573,1.5000000,1.0001000,0.0010835,NaN,923.0016705,NaN
3677.6162109,320.0000000,319.9740000,24.0840000,0.9995662,0.0000000,1.5000000,1.0000900,0.0010827,NaN,923.6658847,NaN
3678.9335937,320.0000000,319.9790000,24.1610000,2.4365273,0.2853591,1.5000000,1.0001000,0.0010829,NaN,923.5215898,NaN
3680.2822266,320.0000000,319.9760000,24.0260000,4.3713121,0.2416303,1.5000000,1.0000900,0.0010829,NaN,923.5464687,NaN
3681.6035156,320.0000000,319.9730000,23.9410000,-1.3053187,0.0450110,1.5000000,1.0000900,0.0010827,NaN,923.6914779,NaN
3682.9199219,320.0000000,319.9820000,24.0700000,-4.9439649,-0.1348354,1.5000000,1.0001000,0.0010830,NaN,923.4618972,NaN
3684.2392578,320.0000000,319.9920000,24.0970000,1.0008738,0.1364828,1.5000000,1.0001000,0.0010845,NaN,922.1421063,NaN
3685.5576172,320.0000000,319.9850000,24.0360000,3.5511819,0.4325157,1.5000000,1.0001000,0.0010833,NaN,923.1720713,NaN
3686.8759766,320.0000000,319.9950000,24.1520000,-0.7734024,0.0682414,1.5000000,1.0001100,0.0010834,NaN,923.1301747,NaN
3688.1933594,320.0000000,319.9920000,24.1510000,1.2515556,0.0682667,1.5000000,1.0001000,0.0010827,NaN,923.6665897,NaN
3689.5126953,320.0000000,319.9940000,24.1730000,2.6178585,0.1593479,1.5000000,1.0001000,0.0010832,NaN,923.3084373,NaN
3690.8320312,320.0000000,319.9950000,23.9080000,0.4778667,-0.0227556,1.5000000,1.0001000,0.0010831,NaN,923.3510599,NaN
3692.1513672,320.0000000,319.9860000,23.9680000,-5.5255070,0.0682161,1.5000000,1.0001000,0.0010836,NaN,922.9590801,NaN
3693.5742187,320.0000000,319.9930000,23.9840000,-4.6614360,-0.1819097,1.5000000,1.0001000,0.0010827,NaN,923.7519050,NaN
3694.8916016,320.0000000,320.0090000,23.9780000,1.6629060,-0.0437607,1.5000000,1.0000900,0.0010842,NaN,922.4390784,NaN
3696.2099609,320.0000000,319.9970000,23.8990000,0.2189594,0.5036066,1.5000000,1.0001000,0.0010836,NaN,922.9335277,NaN
3697.5351562,320.0000000,320.0050000,24.0360000,-1.9349389,0.0910559,1.5000000,1.0001000,0.0010835,NaN,923.0187077,NaN
3698.8515625,320.0000000,320.0030000,24.1390000,1.3164093,-0.0907868,1.5000000,1.0001000,0.0010826,NaN,923.8201687,NaN
3700.1806641,320.0000000,320.0030000,24.1080000,5.4512384,0.1362810,1.5000000,1.0001000,0.0010836,NaN,922.9250106,NaN
3701.4951172,320.0000000,320.0030000,24.1680000,1.6329568,-0.0453599,1.5000000,1.0001100,0.0010821,NaN,924.2562866,NaN
3702.8115234,320.0000000,319.9960000,24.0560000,0.6582047,0.0000000,1.5000000,1.0001000,0.0010841,NaN,922.5589226,NaN
3704.1298828,320.0000000,319.9960000,24.1350000,-1.1859243,-0.1596437,1.5000000,1.0001000,0.0010841,NaN,922.5163730,NaN
3705.4492187,320.0000000,320.0130000,23.9730000,-0.7514900,-0.1594070,1.5000000,1.0001100,0.0010838,NaN,922.7979848,NaN
3706.7929687,320.0000000,320.0010000,23.9800000,-1.8880118,0.3867012,1.5000000,1.0001100,0.0010839,NaN,922.6532589,NaN
3708.2773437,320.0000000,320.0110000,23.9140000,-3.4921892,0.1126513,1.5000000,1.0001000,0.0010827,NaN,923.7263088,NaN
3709.7421875,320.0000000,320.0000000,24.0140000,-1.2517127,-0.0424309,1.5000000,1.0001000,0.0010823,NaN,924.0335575,NaN
3711.1103516,320.0000000,320.0030000,24.2210000,0.6917086,-0.0203444,1.5000000,1.0001000,0.0010830,NaN,923.4192643,NaN
3712.4443359,320.0000000,320.0050000,24.0920000,6.5019235,-0.1694312,1.5000000,1.0001100,0.0010826,NaN,923.7952725,NaN
3713.7607422,320.0000000,319.9990000,24.0560000,1.7319552,0.1110228,1.5000000,1.0001000,0.0010843,NaN,922.3802409,NaN
