Tiempo (s),Setpoint (K),Sensor 1 (K),Sensor 2 (K),dT/dt 1 (K/min),dT/dt 2 (K/Min),Potencia (W),Voltaje A (V),Voltaje B (V),Corriente (A),Resistencia A (Ohm),Resistencia B (Ohm)
11699.5058594,295.1021647,304.4690000,25.6050000,0.1303997,-0.2607994,0.0000000,1.0001000,0.0010580,NaN,945.2741021,NaN
11700.8164062,295.0802083,304.4650000,25.5320000,5.4466469,-0.3646291,0.0000000,1.0001100,0.0010572,NaN,945.9809690,NaN
11702.1347656,295.0582845,304.4560000,25.4470000,0.5026701,-0.2741837,0.0000000,1.0001000,0.0010572,NaN,945.9536151,NaN
11703.4501953,295.0364421,304.4500000,25.4260000,-3.6060624,-0.2967013,0.0000000,1.0001000,0.0010568,NaN,946.3832848,NaN
11704.7714844,295.0144694,304.4440000,25.3710000,-2.4147720,-0.3417130,0.0000000,1.0001000,0.0010559,NaN,947.1451165,NaN
11706.0878906,294.9925456,304.4360000,25.4900000,-1.7294222,-0.2730667,0.0000000,1.0001000,0.0010559,NaN,947.1540866,NaN
11707.4042969,294.9705241,304.4310000,25.4170000,1.4558164,-0.3184598,0.0000000,1.0001000,0.0010558,NaN,947.2617401,NaN
11708.7187500,294.9485840,304.4220000,25.3960000,1.0483086,-0.2962611,0.0000000,1.0001000,0.0010568,NaN,946.3116460,NaN
11710.0195312,294.9266439,304.4150000,25.3340000,-2.1437862,-0.3192873,0.0000000,1.0001000,0.0010574,NaN,945.7747012,NaN
11711.3681641,294.9047363,304.4050000,25.2780000,-1.9042270,-0.3670799,0.0000000,1.0001000,0.0010568,NaN,946.3743293,NaN
11712.7822266,294.8830566,304.4000000,25.3350000,-2.6722890,-0.3849908,0.0000000,1.0000900,0.0010560,NaN,947.0818300,NaN
11714.1064453,294.8605794,304.3930000,25.5100000,0.0217179,-0.3257688,0.0000000,1.0000900,0.0010571,NaN,946.0694352,NaN
11715.4218750,294.8370117,304.3870000,25.4490000,5.0834807,-0.2629387,0.0000000,1.0000900,0.0010570,NaN,946.1857952,NaN
11716.7343750,294.8149414,304.3820000,25.4270000,2.5912542,-0.2954939,0.0000000,1.0000900,0.0010572,NaN,946.0067917,NaN
11718.0498047,294.7930176,304.3730000,25.4000000,-1.8950279,-0.2511483,0.0000000,1.0000900,0.0010565,NaN,946.5708823,NaN
11719.3681641,294.7711426,304.3660000,25.3400000,-1.1187514,-0.3196433,0.0000000,1.0000900,0.0010571,NaN,946.1052353,NaN
11720.6767578,294.7492187,304.3580000,25.5340000,-1.9819355,-0.3644939,0.0000000,1.0000900,0.0010570,NaN,946.1857952,NaN
11721.9902344,294.7272461,304.3540000,25.6220000,3.0605799,-0.3426022,0.0000000,1.0000900,0.0010572,NaN,945.9620514,NaN
11723.3046875,294.7054362,304.3460000,25.6380000,6.4529162,-0.2745922,0.0000000,1.0000900,0.0010563,NaN,946.7500994,NaN
11724.6269531,294.6835449,304.3400000,25.5850000,2.3744928,-0.2739799,0.0000000,1.0000900,0.0010562,NaN,946.8576622,NaN
11725.9423828,294.6616374,304.3320000,25.5430000,-0.8419556,-0.3185778,0.0000000,1.0000900,0.0010567,NaN,946.4275575,NaN
11727.2587891,294.6395996,304.3250000,25.4840000,-2.1609774,-0.3184598,0.0000000,1.0000900,0.0010568,NaN,946.3290468,NaN
11728.6748047,294.6176758,304.3210000,25.4030000,-2.3025751,-0.3419666,0.0000000,1.0000900,0.0010570,NaN,946.1589404,NaN
11729.9873047,294.5957357,304.3140000,25.7220000,-3.0741959,-0.2415440,0.0000000,1.0000900,0.0010571,NaN,946.0873349,NaN
11731.2978516,294.5721354,304.3040000,25.5600000,5.2336149,-0.2418898,0.0000000,1.0000900,0.0010565,NaN,946.5708823,NaN
11732.6113281,294.5502604,304.2990000,25.5600000,3.5912435,-0.3888608,0.0000000,1.0000900,0.0010559,NaN,947.1625564,NaN
11733.9296875,294.5284180,304.2930000,25.5570000,-3.7042352,-0.3429847,0.0000000,1.0000800,0.0010566,NaN,946.5524585,NaN
11735.2460937,294.5065267,304.2870000,25.4800000,-0.0683933,-0.2507755,0.0000000,1.0000900,0.0010570,NaN,946.1141857,NaN
11736.5605469,294.4845540,304.2790000,25.4460000,-1.8217939,-0.2732691,0.0000000,1.0000800,0.0010569,NaN,946.2121427,NaN
11737.8779297,294.4626139,304.2720000,25.4780000,-2.5314922,-0.3192873,0.0000000,1.0000900,0.0010571,NaN,946.0336379,NaN
11739.1894531,294.4407064,304.2670000,25.4260000,-0.0455955,-0.3419666,0.0000000,1.0000900,0.0010566,NaN,946.5440056,NaN
11740.5029297,294.4187500,304.2620000,25.3800000,-0.4564636,-0.2738782,0.0000000,1.0000900,0.0010546,NaN,948.3301409,NaN
11741.8505859,294.3968913,304.2520000,25.5390000,-2.2400000,-0.2285714,0.0000000,1.0000900,0.0010554,NaN,947.5933295,NaN
11743.1708984,294.3750000,304.2480000,25.6190000,2.5477872,-0.3382018,0.0000000,1.0001000,0.0010569,NaN,946.3026920,NaN
11744.5830078,294.3525391,304.2400000,25.6220000,5.3748755,-0.3148463,0.0000000,1.0000900,0.0010561,NaN,946.9921501,NaN
11745.8994141,294.3305339,304.2330000,25.5660000,1.8225590,-0.2635025,0.0000000,1.0000900,0.0010562,NaN,946.9024873,NaN
11747.2148437,294.3069987,304.2240000,25.4490000,-1.1654689,-0.3298497,0.0000000,1.0000900,0.0010550,NaN,947.9615921,NaN
11748.5195312,294.2850586,304.2200000,25.7450000,-3.9440148,-0.3647644,0.0000000,1.0000900,0.0010563,NaN,946.7949143,NaN
11749.8349609,294.2631348,304.2120000,25.7040000,4.0990533,-0.2976966,0.0000000,1.0000900,0.0010560,NaN,947.0638927,NaN
11751.1503906,294.2413900,304.2060000,25.5120000,5.8394335,-0.2747969,0.0000000,1.0001000,0.0010551,NaN,947.8542725,NaN
11752.4501953,294.2194661,304.2000000,25.5710000,-5.3138530,-0.3192873,0.0000000,1.0001000,0.0010565,NaN,946.5893065,NaN
11753.7617187,294.1975423,304.1940000,25.5470000,-3.0513518,-0.2753099,0.0000000,1.0001000,0.0010564,NaN,946.6968317,NaN
11755.0761719,294.1758789,304.1880000,25.4920000,0.8041885,-0.2757218,0.0000000,1.0001000,0.0010562,NaN,946.9298869,NaN
11756.3925781,294.1540202,304.1800000,25.5930000,-1.8050428,-0.2741837,0.0000000,1.0001000,0.0010550,NaN,947.9441148,NaN
11757.7119141,294.1321126,304.1750000,25.5220000,1.0490869,-0.3192873,0.0000000,1.0001000,0.0010558,NaN,947.2707124,NaN
11759.0322266,294.1101725,304.1660000,25.5420000,0.6829196,-0.2959318,0.0000000,1.0000900,0.0010539,NaN,948.9780426,NaN
11760.4453125,294.0881836,304.1600000,25.4970000,-1.1592453,-0.3182242,0.0000000,1.0000900,0.0010540,NaN,948.8429901,NaN
11761.7636719,294.0661784,304.1580000,25.4250000,-0.5487674,-0.3292605,0.0000000,1.0000900,0.0010540,NaN,948.8429901,NaN
11763.0791016,294.0426270,304.1480000,25.4770000,-2.5700679,-0.1757311,0.0000000,1.0000900,0.0010542,NaN,948.6449826,NaN
11764.3955078,294.0206543,304.1420000,25.4280000,-0.4556174,-0.2733704,0.0000000,1.0000900,0.0010561,NaN,946.9293844,NaN
11765.7167969,293.9987305,304.1360000,25.2410000,0.0683933,-0.3647644,0.0000000,1.0000900,0.0010559,NaN,947.1535861,NaN
11767.0263672,293.9767904,304.1260000,25.2690000,-5.3683228,-0.2729656,0.0000000,1.0001000,0.0010563,NaN,946.8312726,NaN
11768.3408203,293.9547689,304.1240000,25.3500000,-3.6261915,-0.3648998,0.0000000,1.0000900,0.0010551,NaN,947.8358117,NaN
11769.6572266,293.9329427,304.1170000,25.3120000,2.4923558,-0.2743878,0.0000000,1.0000900,0.0010556,NaN,947.4496949,NaN
11771.0117187,293.9110352,304.1110000,25.3710000,0.9806682,-0.2052561,0.0000000,1.0000900,0.0010548,NaN,948.1053819,NaN
11772.3251953,293.8890951,304.1030000,25.3860000,0.4717514,-0.2920366,0.0000000,1.0000900,0.0010554,NaN,947.6292450,NaN
11773.6416016,293.8665202,304.0970000,25.2440000,1.6641874,-0.3148463,0.0000000,1.0000900,0.0010552,NaN,947.7370077,NaN
11774.9580078,293.8446289,304.0920000,25.2610000,-2.8974675,-0.3194059,0.0000000,1.0000900,0.0010553,NaN,947.6472037,NaN
11776.3720703,293.8226888,304.0830000,25.4480000,-2.8486647,-0.2506825,0.0000000,1.0000900,0.0010550,NaN,947.9526066,NaN
11777.6904297,293.8007487,304.0780000,25.3760000,4.4827468,-0.3076395,0.0000000,1.0000900,0.0010541,NaN,948.7529764,NaN
11779.0136719,293.7771810,304.0700000,25.4730000,2.5252323,-0.3074196,0.0000000,1.0000900,0.0010553,NaN,947.6651632,NaN
11780.3281250,293.7552083,304.0630000,25.4690000,0.5678373,-0.2952754,0.0000000,1.0000900,0.0010555,NaN,947.4945761,NaN
11781.6376953,293.7331543,304.0570000,25.5470000,2.1154832,-0.3412070,0.0000000,1.0000900,0.0010552,NaN,947.8088631,NaN
11782.9511719,293.7112467,304.0520000,25.4800000,1.6920581,-0.2972534,0.0000000,1.0001000,0.0010529,NaN,949.8076832,NaN
11784.2656250,293.6894206,304.0490000,25.4920000,0.2516158,-0.2516158,0.0000000,1.0001000,0.0010537,NaN,949.0956023,NaN
11785.5830078,293.6675293,304.0390000,25.5200000,-1.2557414,-0.1826533,0.0000000,1.0000900,0.0010532,NaN,949.5366678,NaN
11786.8837891,293.6456217,304.0330000,25.5600000,0.9119109,-0.2963711,0.0000000,1.0001000,0.0010531,NaN,949.6453429,NaN
11788.1855469,293.6236654,304.0260000,25.5830000,1.5583439,-0.3666692,0.0000000,1.0000900,0.0010531,NaN,949.6538823,NaN
11789.4970703,293.6019857,304.0220000,25.6250000,1.4524278,-0.2997073,0.0000000,1.0000900,0.0010528,NaN,949.9605802,NaN
11790.8095703,293.5802897,304.0160000,25.5740000,1.4923767,-0.2525561,0.0000000,1.0001000,0.0010546,NaN,948.2946626,NaN
11792.2285156,293.5584310,304.0090000,25.6380000,-0.2057908,-0.2286565,0.0000000,1.0001000,0.0010536,NaN,949.2307254,NaN
11793.5449219,293.5365560,304.0000000,25.6180000,0.2855631,-0.2855631,0.0000000,1.0001000,0.0010535,NaN,949.3478632,NaN
11794.8613281,293.5129069,303.9930000,25.7390000,0.9651410,-0.3509604,0.0000000,1.0001000,0.0010536,NaN,949.2397350,NaN
11796.1728516,293.4909668,303.9900000,25.7360000,2.3017211,-0.3646291,0.0000000,1.0001000,0.0010549,NaN,948.0339741,NaN
11797.4902344,293.4690267,303.9840000,25.7390000,2.6941360,-0.2283166,0.0000000,1.0001000,0.0010528,NaN,949.9339862,NaN
11798.8105469,293.4471680,303.9790000,25.7390000,0.0000000,-0.2054086,0.0000000,1.0000900,0.0010527,NaN,949.9876513,NaN
11800.1621094,293.4252116,303.9720000,25.6400000,0.0682414,-0.2502184,0.0000000,1.0000900,0.0010533,NaN,949.4645502,NaN
11801.4824219,293.4032064,303.9640000,25.5400000,-2.2231579,-0.2694737,0.0000000,1.0001000,0.0010543,NaN,948.6094776,NaN
11802.7998047,293.3806803,303.9580000,25.5190000,-4.4687719,-0.3368421,0.0000000,1.0001000,0.0010547,NaN,948.2227342,NaN
11804.1250000,293.3586751,303.9500000,25.5450000,-2.7524028,-0.3184598,0.0000000,1.0001000,0.0010544,NaN,948.4745313,NaN
11805.4375000,293.3367187,303.9450000,25.4080000,0.1135255,-0.3178714,0.0000000,1.0000900,0.0010542,NaN,948.6539811,NaN
11806.7500000,293.3146322,303.9380000,25.6330000,-2.5249315,-0.2957127,0.0000000,1.0000900,0.0010547,NaN,948.2671976,NaN
11808.1640625,293.2927572,303.9330000,25.7890000,2.0114286,-0.2742857,0.0000000,1.0001000,0.0010537,NaN,949.1226239,NaN
11809.4794922,293.2708822,303.9270000,25.6540000,8.3841834,-0.2640688,0.0000000,1.0001000,0.0010538,NaN,949.0505698,NaN
11810.7998047,293.2473145,303.9220000,25.6070000,0.4616243,-0.2418032,0.0000000,1.0001000,0.0010545,NaN,948.4295577,NaN
11812.1289062,293.2253906,303.9150000,25.5420000,-4.1430456,-0.2504039,0.0000000,1.0001000,0.0010539,NaN,948.9605177,NaN
11813.4443359,293.2033854,303.9080000,25.6450000,-2.5364099,-0.2717582,0.0000000,1.0000900,0.0010528,NaN,949.9605802,NaN
11814.7548828,293.1812337,303.9030000,25.7010000,0.8621566,-0.3176366,0.0000000,1.0001100,0.0010531,NaN,949.6909096,NaN
11816.0751953,293.1593099,303.8950000,25.7340000,3.6329342,-0.2741837,0.0000000,1.0001100,0.0010531,NaN,949.6999278,NaN
11817.3886719,293.1374674,303.8880000,25.6890000,2.0297550,-0.2964811,0.0000000,1.0001000,0.0010538,NaN,949.0595760,NaN
11818.7050781,293.1154622,303.8800000,25.5910000,-0.2733704,-0.3417130,0.0000000,1.0001000,0.0010528,NaN,949.9249634,NaN
11820.0214844,293.0935710,303.8770000,25.6850000,-3.2625028,-0.3422206,0.0000000,1.0001000,0.0010529,NaN,949.8527875,NaN
11821.3378906,293.0716309,303.8700000,25.7000000,-0.0911573,-0.2506825,0.0000000,1.0001000,0.0010531,NaN,949.6633780,NaN
11822.6523437,293.0496908,303.8620000,25.7080000,2.4840356,-0.2278932,0.0000000,1.0001000,0.0010530,NaN,949.7806226,NaN
11824.0703125,293.0277507,303.8590000,25.6160000,0.5245434,-0.3420935,0.0000000,1.0001000,0.0010523,NaN,950.4214698,NaN
11825.3798828,293.0058431,303.8490000,25.4890000,-1.8445175,-0.2415440,0.0000000,1.0001000,0.0010532,NaN,949.5551779,NaN
11826.6943359,292.9822103,303.8450000,25.4920000,-4.8175295,-0.2859721,0.0000000,1.0001000,0.0010528,NaN,949.9430091,NaN
11828.0097656,292.9603841,303.8430000,25.6910000,-2.8353405,-0.3201191,0.0000000,1.0001100,0.0010529,NaN,949.8622851,NaN
11829.3574219,292.9384766,303.8340000,25.5030000,4.6085704,-0.1368882,0.0000000,1.0001000,0.0010522,NaN,950.4575996,NaN
11830.6738281,292.9165527,303.8250000,25.4530000,0.2478328,-0.2478328,0.0000000,1.0001000,0.0010539,NaN,948.9965365,NaN
11831.9921875,292.8940918,303.8190000,25.4020000,-5.3602346,-0.4053959,0.0000000,1.0001000,0.0010513,NaN,951.2802952,NaN
11833.3115234,292.8721517,303.8180000,25.6440000,-2.3000148,-0.3415864,0.0000000,1.0000900,0.0010513,NaN,951.2526870,NaN
11834.6250000,292.8501790,303.8070000,25.5900000,4.3447020,-0.1592299,0.0000000,1.0001000,0.0010526,NaN,950.1144773,NaN
11835.9355469,292.8281901,303.8010000,25.4470000,4.2843917,-0.2734718,0.0000000,1.0001000,0.0010532,NaN,949.5371469,NaN
11837.2490234,292.8062988,303.7960000,25.3600000,-4.5045329,-0.3887160,0.0000000,1.0001000,0.0010516,NaN,951.0270065,NaN
11838.5654297,292.7844564,303.7910000,25.4630000,-5.2590994,-0.2515221,0.0000000,1.0001000,0.0010532,NaN,949.5371469,NaN
11839.9814453,292.7625651,303.7840000,25.6000000,0.3650353,-0.2281470,0.0000000,1.0001000,0.0010538,NaN,949.0685823,NaN
11841.2968750,292.7406250,303.7790000,25.6310000,5.2700500,-0.2635025,0.0000000,1.0001000,0.0010536,NaN,949.1766716,NaN
11842.6240234,292.7170247,303.7740000,25.4280000,3.6903540,-0.2635967,0.0000000,1.0001000,0.0010513,NaN,951.2802952,NaN
11843.9423828,292.6951009,303.7680000,25.4670000,-3.9052772,-0.2270510,0.0000000,1.0000900,0.0010533,NaN,949.4825786,NaN
11845.2539062,292.6729818,303.7580000,25.5170000,-3.7195127,-0.2494795,0.0000000,1.0000900,0.0010532,NaN,949.5456833,NaN
11846.5703125,292.6510091,303.7540000,25.6210000,2.0305087,-0.3650353,0.0000000,1.0000900,0.0010513,NaN,951.3160273,NaN
11847.8876953,292.6291504,303.7480000,25.5400000,3.5160758,-0.3196433,0.0000000,1.0000900,0.0010517,NaN,950.9361124,NaN
11849.1972656,292.6072103,303.7430000,25.4980000,0.5239600,-0.2278087,0.0000000,1.0000900,0.0010528,NaN,949.9244878,NaN
11850.5097656,292.5852539,303.7350000,25.6830000,-2.8093383,-0.2512416,0.0000000,1.0000900,0.0010528,NaN,949.8974203,NaN
11851.8242187,292.5634277,303.7310000,25.5990000,3.2722235,-0.2974749,0.0000000,1.0000900,0.0010532,NaN,949.5456833,NaN
11853.1376953,292.5415527,303.7230000,25.4560000,2.3068550,-0.2740818,0.0000000,1.0000900,0.0010527,NaN,950.0056995,NaN
11854.4472656,292.5196452,303.7180000,25.4740000,-5.1827871,-0.2739799,0.0000000,1.0001000,0.0010531,NaN,949.6723958,NaN
11855.8603516,292.4977539,303.7130000,25.4730000,-2.8592703,-0.2973641,0.0000000,1.0001000,0.0010527,NaN,950.0242232,NaN
11857.1718750,292.4759277,303.7040000,25.6500000,0.3746341,-0.2203730,0.0000000,1.0001000,0.0010527,NaN,950.0151987,NaN
11858.4814453,292.4523763,303.7000000,25.4100000,3.8757849,-0.3083011,0.0000000,1.0001000,0.0010532,NaN,949.5461623,NaN
11859.8320312,292.4305176,303.6970000,25.4810000,-1.4421461,-0.2975857,0.0000000,1.0001000,0.0010512,NaN,951.4160412,NaN
11861.1992187,292.4086914,303.6890000,25.5410000,-3.8118062,-0.1578855,0.0000000,1.0001000,0.0010527,NaN,950.0783736,NaN
11862.5175781,292.3861816,303.6820000,25.5800000,2.8920733,-0.2428458,0.0000000,1.0001000,0.0010529,NaN,949.8798522,NaN
11863.8300781,292.3633952,303.6780000,25.5410000,2.2118400,-0.3351273,0.0000000,1.0001000,0.0010527,NaN,950.0783736,NaN
11865.1435547,292.3414225,303.6710000,25.4480000,0.0000000,-0.2508686,0.0000000,1.0001100,0.0010524,NaN,950.3496902,NaN
11866.4580078,292.3195475,303.6650000,25.3930000,-3.0160208,-0.2513351,0.0000000,1.0001000,0.0010524,NaN,950.2589197,NaN
11867.7675781,292.2976562,303.6600000,25.2580000,-3.3790858,-0.2968116,0.0000000,1.0001000,0.0010508,NaN,951.7601043,NaN
11869.0830078,292.2757487,303.6530000,25.2840000,-4.3444734,-0.2515221,0.0000000,1.0001000,0.0010506,NaN,951.9503512,NaN
11870.3994141,292.2539225,303.6470000,25.2290000,-2.4914286,-0.2742857,0.0000000,1.0001000,0.0010505,NaN,951.9775356,NaN
11871.8134766,292.2319987,303.6380000,25.2780000,-0.6611354,-0.2963711,0.0000000,1.0001000,0.0010501,NaN,952.4126963,NaN
11873.1279297,292.2100586,303.6330000,25.2550000,-0.1318455,-0.3296137,0.0000000,1.0001000,0.0010502,NaN,952.3129368,NaN
11874.4433594,292.1864909,303.6280000,25.3370000,0.5717394,-0.3078597,0.0000000,1.0000900,0.0010516,NaN,951.0446285,NaN
11875.7558594,292.1645833,303.6210000,25.3300000,1.3460676,-0.2281470,0.0000000,1.0000900,0.0010505,NaN,952.0405152,NaN
11877.0712891,292.1426595,303.6160000,25.1750000,1.7123746,-0.2739799,0.0000000,1.0000900,0.0010520,NaN,950.6107124,NaN
11878.3828125,292.1207845,303.6090000,25.2220000,-3.6987291,-0.2739799,0.0000000,1.0001000,0.0010517,NaN,950.9365789,NaN
11879.6875000,292.0988607,303.6080000,25.3640000,-2.4667361,-0.2740818,0.0000000,1.0000900,0.0010516,NaN,950.9813244,NaN
11880.9980469,292.0770020,303.5980000,25.3950000,4.3345129,-0.1834714,0.0000000,1.0001000,0.0010509,NaN,951.6967056,NaN
11882.3115234,292.0552572,303.5930000,25.4150000,3.9690515,-0.2523674,0.0000000,1.0001000,0.0010502,NaN,952.2494644,NaN
11883.6259766,292.0334147,303.5860000,25.4180000,1.1661481,-0.3429847,0.0000000,1.0000900,0.0010515,NaN,951.1350776,NaN
11884.9404297,292.0115234,303.5820000,25.3060000,0.5251282,-0.2739799,0.0000000,1.0000900,0.0010510,NaN,951.5694726,NaN
11886.2578125,291.9896159,303.5790000,25.3090000,-2.4877266,-0.2510550,0.0000000,1.0000900,0.0010510,NaN,951.5151515,NaN
11887.6787109,291.9677083,303.5710000,25.3570000,-2.4849573,-0.1595844,0.0000000,1.0000900,0.0010513,NaN,951.2798318,NaN
11889.0312500,291.9457520,303.5650000,25.3530000,1.1174893,-0.2410271,0.0000000,1.0000900,0.0010515,NaN,951.1350776,NaN
11890.3554687,291.9220703,303.5560000,25.4480000,0.9518873,-0.3028732,0.0000000,1.0000900,0.0010517,NaN,950.9541967,NaN
11891.6708984,291.8995280,303.5520000,25.3990000,2.0397811,-0.3362277,0.0000000,1.0001000,0.0010500,NaN,952.4580484,NaN
11892.9873047,291.8774577,303.5470000,25.4370000,1.0455938,-0.2954939,0.0000000,1.0000900,0.0010514,NaN,951.2074492,NaN
11894.3037109,291.8555339,303.5400000,25.5740000,-0.2507755,-0.2051800,0.0000000,1.0000900,0.0010515,NaN,951.0988959,NaN
11895.6259766,291.8335937,303.5360000,25.4080000,3.9881306,-0.2734718,0.0000000,1.0000900,0.0010512,NaN,951.3703256,NaN
11896.9394531,291.8116536,303.5290000,25.4330000,-0.6594226,-0.2501258,0.0000000,1.0000900,0.0010514,NaN,951.1893552,NaN
11898.2470703,291.7896159,303.5210000,25.5950000,-3.2097221,-0.2504039,0.0000000,1.0000900,0.0010498,NaN,952.6753479,NaN
11899.5634766,291.7677246,303.5160000,25.5910000,4.2806557,-0.3433681,0.0000000,1.0000900,0.0010498,NaN,952.6571981,NaN
11900.8779297,291.7459310,303.5110000,25.5540000,3.6127726,-0.2972534,0.0000000,1.0001000,0.0010503,NaN,952.2313310,NaN
11902.1933594,291.7239909,303.5050000,25.3860000,-0.9350557,-0.2280624,0.0000000,1.0000900,0.0010510,NaN,951.5332579,NaN
11903.6113281,291.7020833,303.5000000,25.4310000,-4.6770145,-0.2509618,0.0000000,1.0000900,0.0010512,NaN,951.4065280,NaN
11904.9267578,291.6801595,303.4910000,25.4060000,-2.6999357,-0.2414577,0.0000000,1.0000900,0.0010515,NaN,951.1350776,NaN
11906.2402344,291.6565267,303.4850000,25.4060000,0.4390139,-0.3073098,0.0000000,1.0000900,0.0010504,NaN,952.1402186,NaN
11907.5615234,291.6346029,303.4810000,25.3730000,-0.5705795,-0.3423477,0.0000000,1.0001000,0.0010519,NaN,950.7286607,NaN
11908.8798828,291.6127116,303.4710000,25.2900000,-0.7514900,-0.2277242,0.0000000,1.0001000,0.0010511,NaN,951.5156128,NaN
11910.1992187,291.5906901,303.3470000,25.3030000,-2.6367148,-0.3182242,1.0000000,1.0001000,0.0010507,NaN,951.8778672,NaN
11911.5175781,291.5687174,303.4270000,25.4240000,-1.5922991,-3.0481155,0.0000000,1.0001000,0.0010512,NaN,951.4341436,NaN
11912.8320312,291.5467285,303.4370000,25.5020000,3.0481155,-1.0008738,0.0000000,1.0001000,0.0010515,NaN,951.0903160,NaN
11914.1464844,291.5247559,303.4360000,25.3970000,4.5350742,2.0510386,0.0000000,1.0000900,0.0010510,NaN,951.5151515,NaN
11915.4609375,291.5028483,303.4300000,25.3560000,-0.6162259,0.2054086,0.0000000,1.0000900,0.0010512,NaN,951.3431757,NaN
11916.7753906,291.4809408,303.4230000,25.5000000,-3.3321842,-0.1597623,0.0000000,1.0001000,0.0010508,NaN,951.7419895,NaN
11918.1269531,291.4590332,303.4200000,25.4970000,2.3507875,-0.2967013,0.0000000,1.0001000,0.0010498,NaN,952.6757987,NaN
11919.5410156,291.4371257,303.4150000,25.4420000,3.1732747,-0.2250549,0.0000000,1.0001000,0.0010501,NaN,952.3764177,NaN
11920.8457031,291.4145996,303.4140000,25.5520000,-1.2583051,-0.1735593,0.0000000,1.0001000,0.0010514,NaN,951.1988663,NaN
11922.1718750,291.3910319,303.4090000,25.5800000,1.2137931,-0.1324138,0.0000000,1.0001000,0.0010505,NaN,952.0319089,NaN
11923.4921875,291.3692871,303.4050000,25.5220000,3.1472606,-0.1368374,0.0000000,1.0000900,0.0010510,NaN,951.5151515,NaN
11924.8105469,291.3471842,303.4010000,25.5170000,-0.6801476,-0.2040443,0.0000000,1.0001000,0.0010496,NaN,952.8300988,NaN
11926.1289062,291.3251790,303.3970000,25.5510000,-1.4325389,-0.1819097,0.0000000,1.0000900,0.0010513,NaN,951.2888804,NaN
11927.4414062,291.3032064,303.3990000,25.4920000,0.6599111,-0.1820444,0.0000000,1.0000900,0.0010505,NaN,952.0314523,NaN
11928.7509766,291.2812337,303.3990000,25.4700000,-0.5701559,-0.0456125,0.0000000,1.0000900,0.0010504,NaN,952.0677050,NaN
11930.0683594,291.2593587,303.3950000,25.4350000,-1.8534972,0.0457654,0.0000000,1.0001000,0.0010503,NaN,952.1860005,NaN
11931.3837891,291.2375326,303.3940000,25.3520000,-1.3018885,-0.0913606,0.0000000,1.0001000,0.0010484,NaN,953.9570953,NaN
11932.7031250,291.2155762,303.3890000,25.5420000,-2.6891395,-0.1139466,0.0000000,1.0001000,0.0010486,NaN,953.7387589,NaN
11934.0205078,291.1936523,303.3910000,25.5650000,2.4366494,-0.1366345,0.0000000,1.0001000,0.0010480,NaN,954.2847874,NaN
