Model,DPO3034
Firmware Version,2.16

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4e-05,,,
Sample Interval,4e-10,,,
Record Length,1e+06,,,
Gating,48.749900% to 51.249900%,48.749900% to 51.249900%,48.749900% to 51.249900%,48.749900% to 51.249900%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.1,0.1,0.05,0.05
Label,,,,
TIME,CH1,CH2,CH3,CH4
4.60338552e-02,0.456344,0.373547,0.183922,0.178555
4.60338556e-02,0.456437,0.375219,0.183922,0.179383
4.60338560e-02,0.455719,0.373734,0.183625,0.178711
4.60338564e-02,0.455328,0.374594,0.183148,0.178703
4.60338568e-02,0.454781,0.373594,0.183172,0.178398
4.60338572e-02,0.454937,0.375,0.183164,0.178078
4.60338576e-02,0.454969,0.374547,0.183508,0.177758
4.60338580e-02,0.454078,0.374531,0.183492,0.177484
4.60338584e-02,0.454203,0.374641,0.182742,0.177023
4.60338588e-02,0.453953,0.373109,0.183117,0.176383
4.60338592e-02,0.455063,0.372719,0.183414,0.175922
4.60338596e-02,0.454844,0.373031,0.183539,0.175578
4.60338600e-02,0.4535,0.372359,0.184203,0.175625
4.60338604e-02,0.454422,0.372641,0.183773,0.175336
4.60338608e-02,0.453469,0.371766,0.184203,0.175859
4.60338612e-02,0.452328,0.371156,0.184297,0.175367
4.60338616e-02,0.454203,0.371797,0.184352,0.175563
4.60338620e-02,0.454359,0.372047,0.184063,0.175523
4.60338624e-02,0.454828,0.371703,0.184016,0.176383
4.60338628e-02,0.454656,0.371437,0.183617,0.176109
4.60338632e-02,0.453344,0.371406,0.184906,0.176781
4.60338636e-02,0.452781,0.371375,0.184523,0.17682
4.60338640e-02,0.454313,0.371266,0.18382,0.177586
4.60338644e-02,0.454453,0.370906,0.184133,0.17807
4.60338648e-02,0.454344,0.370937,0.183469,0.177422
4.60338652e-02,0.453047,0.373047,0.183398,0.177773
4.60338656e-02,0.452953,0.373766,0.183859,0.17768
4.60338660e-02,0.454656,0.37325,0.183258,0.177945
4.60338664e-02,0.454313,0.373172,0.183164,0.177687
4.60338668e-02,0.455078,0.374062,0.183078,0.177984
4.60338672e-02,0.453406,0.373578,0.183023,0.177859
4.60338676e-02,0.454203,0.374719,0.183039,0.177102
4.60338680e-02,0.453437,0.37375,0.182523,0.177125
4.60338684e-02,0.451891,0.372328,0.182992,0.177203
4.60338688e-02,0.453141,0.373516,0.182984,0.176227
4.60338692e-02,0.453391,0.372828,0.18343,0.175867
4.60338696e-02,0.452766,0.37325,0.183461,0.175609
4.60338700e-02,0.454547,0.372484,0.183656,0.175797
4.60338704e-02,0.453328,0.372812,0.18357,0.175734
4.60338708e-02,0.453422,0.371875,0.183641,0.175656
4.60338712e-02,0.452078,0.371031,0.183742,0.175711
4.60338716e-02,0.453484,0.371422,0.183695,0.175859
4.60338720e-02,0.453609,0.37225,0.18418,0.175883
4.60338724e-02,0.452984,0.3715,0.183773,0.175711
4.60338728e-02,0.453578,0.371437,0.184,0.176375
4.60338732e-02,0.453797,0.3715,0.183727,0.176703
4.60338736e-02,0.453937,0.371656,0.183836,0.17625
4.60338740e-02,0.452141,0.370953,0.183734,0.177164
4.60338744e-02,0.452813,0.371797,0.183609,0.176945
4.60338748e-02,0.453016,0.372359,0.183398,0.177445
4.60338752e-02,0.453094,0.371734,0.182445,0.177016
4.60338756e-02,0.452297,0.371672,0.183398,0.177766
4.60338760e-02,0.453297,0.372641,0.183031,0.177609
4.60338764e-02,0.452688,0.3735,0.18225,0.177586
4.60338768e-02,0.453313,0.37375,0.182578,0.17768
4.60338772e-02,0.452484,0.373125,0.182945,0.176477
4.60338776e-02,0.452531,0.374203,0.182719,0.176445
4.60338780e-02,0.452281,0.374047,0.183086,0.176391
4.60338784e-02,0.450922,0.373156,0.183367,0.176328
4.60338788e-02,0.450844,0.373359,0.183266,0.175898
4.60338792e-02,0.452156,0.374094,0.182609,0.175781
4.60338796e-02,0.451078,0.373047,0.183063,0.175344
4.60338800e-02,0.451047,0.371906,0.183594,0.175406
4.60338804e-02,0.452172,0.370937,0.183578,0.1755
4.60338808e-02,0.452875,0.370781,0.183234,0.174633
4.60338812e-02,0.452781,0.37075,0.183367,0.175766
4.60338816e-02,0.452609,0.370641,0.183281,0.174961
4.60338820e-02,0.451734,0.370937,0.182969,0.174984
4.60338824e-02,0.451203,0.37025,0.18332,0.175438
4.60338828e-02,0.452969,0.370859,0.183766,0.174859
4.60338832e-02,0.452172,0.37125,0.183414,0.175117
4.60338836e-02,0.452016,0.371078,0.182711,0.17568
4.60338840e-02,0.450922,0.37025,0.182648,0.176297
4.60338844e-02,0.451578,0.369938,0.183398,0.176547
4.60338848e-02,0.451141,0.371594,0.18332,0.176555
4.60338852e-02,0.450156,0.371531,0.18275,0.176602
4.60338856e-02,0.4515,0.371797,0.182734,0.176594
4.60338860e-02,0.451484,0.372188,0.182477,0.176258
4.60338864e-02,0.451875,0.373312,0.182461,0.175844
4.60338868e-02,0.450625,0.37425,0.182477,0.175695
4.60338872e-02,0.450281,0.372906,0.182742,0.176039
4.60338876e-02,0.452063,0.372422,0.182695,0.176148
4.60338880e-02,0.451219,0.371937,0.182609,0.176047
4.60338884e-02,0.449703,0.372875,0.183031,0.175898
4.60338888e-02,0.449875,0.372609,0.182648,0.175617
4.60338892e-02,0.449813,0.372141,0.18293,0.175422
4.60338896e-02,0.450281,0.371828,0.182633,0.175281
4.60338900e-02,0.449578,0.37,0.182758,0.174555
4.60338904e-02,0.450828,0.37,0.183,0.174703
4.60338908e-02,0.451453,0.371031,0.182805,0.175477
4.60338912e-02,0.451578,0.370875,0.183117,0.174648
4.60338916e-02,0.451187,0.370719,0.182336,0.175422
4.60338920e-02,0.450313,0.370391,0.182859,0.174859
4.60338924e-02,0.451,0.370031,0.182742,0.175156
4.60338928e-02,0.452219,0.370266,0.18282,0.175156
4.60338932e-02,0.4515,0.369469,0.182805,0.175336
4.60338936e-02,0.452672,0.369844,0.182539,0.174984
4.60338940e-02,0.451406,0.36975,0.182406,0.175391
4.60338944e-02,0.450891,0.370594,0.18225,0.174781
4.60338948e-02,0.450547,0.370641,0.182398,0.175156
4.60338952e-02,0.451297,0.370094,0.182102,0.175023
4.60338956e-02,0.451031,0.372141,0.182,0.175289
4.60338960e-02,0.449641,0.371594,0.181977,0.174719
4.60338964e-02,0.450516,0.371281,0.182625,0.175617
4.60338968e-02,0.450156,0.371094,0.182484,0.174969
4.60338972e-02,0.450844,0.370969,0.182289,0.175102
4.60338976e-02,0.449516,0.370703,0.182336,0.17525
4.60338980e-02,0.449953,0.370734,0.182125,0.175719
4.60338984e-02,0.450219,0.371281,0.18225,0.17493
4.60338988e-02,0.450141,0.371219,0.182602,0.17468
4.60338992e-02,0.449844,0.369203,0.182547,0.174719
4.60338996e-02,0.447656,0.369906,0.182883,0.174898
4.60339000e-02,0.448625,0.369891,0.182563,0.174961
4.60339004e-02,0.449344,0.371703,0.181805,0.174414
4.60339008e-02,0.450781,0.371156,0.183055,0.174203
4.60339012e-02,0.450766,0.369891,0.182391,0.174492
4.60339016e-02,0.449328,0.37,0.182203,0.17425
4.60339020e-02,0.449,0.369766,0.182164,0.174492
4.60339024e-02,0.450203,0.370563,0.18175,0.174625
4.60339028e-02,0.451547,0.369594,0.182117,0.174219
4.60339032e-02,0.450672,0.370125,0.182055,0.173664
4.60339036e-02,0.450625,0.370219,0.181953,0.174414
4.60339040e-02,0.451359,0.370203,0.181977,0.174406
4.60339044e-02,0.449953,0.369609,0.181859,0.174102
4.60339048e-02,0.450109,0.371453,0.182367,0.174453
4.60339052e-02,0.450609,0.370016,0.182023,0.174391
4.60339056e-02,0.450719,0.368906,0.182016,0.174406
4.60339060e-02,0.448797,0.369531,0.181883,0.174805
4.60339064e-02,0.448406,0.370937,0.182,0.173961
4.60339068e-02,0.449031,0.370359,0.181797,0.174523
4.60339072e-02,0.447672,0.369734,0.18225,0.174453
4.60339076e-02,0.447484,0.370281,0.182039,0.174641
4.60339080e-02,0.447859,0.370219,0.182469,0.174227
4.60339084e-02,0.448937,0.370062,0.182695,0.17407
4.60339088e-02,0.448578,0.370656,0.182414,0.173945
4.60339092e-02,0.449094,0.370078,0.18207,0.174328
4.60339096e-02,0.448234,0.369109,0.181883,0.173813
4.60339100e-02,0.446906,0.369453,0.182023,0.173352
4.60339104e-02,0.447562,0.371578,0.182305,0.17357
4.60339108e-02,0.447516,0.369781,0.182336,0.173547
4.60339112e-02,0.447844,0.369391,0.181305,0.17382
4.60339116e-02,0.449125,0.368656,0.181492,0.174156
4.60339120e-02,0.449969,0.369547,0.181648,0.173414
4.60339124e-02,0.449688,0.370109,0.181383,0.173539
4.60339128e-02,0.449937,0.370641,0.181273,0.17307
4.60339132e-02,0.450031,0.369406,0.181359,0.173602
4.60339136e-02,0.450516,0.368531,0.181375,0.173375
4.60339140e-02,0.449766,0.369344,0.181336,0.173273
4.60339144e-02,0.450141,0.370125,0.181266,0.173352
4.60339148e-02,0.450484,0.369578,0.181953,0.173484
4.60339152e-02,0.449734,0.369469,0.181516,0.173977
4.60339156e-02,0.449375,0.369672,0.181352,0.173078
4.60339160e-02,0.449141,0.369141,0.181461,0.172711
4.60339164e-02,0.450141,0.368531,0.181813,0.172461
4.60339168e-02,0.451078,0.369094,0.181602,0.17307
4.60339172e-02,0.449219,0.369094,0.181,0.173195
4.60339176e-02,0.448156,0.367437,0.181602,0.173523
4.60339180e-02,0.447172,0.369094,0.181898,0.173336
4.60339184e-02,0.448156,0.369125,0.181477,0.17293
4.60339188e-02,0.447547,0.367937,0.180977,0.172766
4.60339192e-02,0.448484,0.3685,0.181148,0.173148
4.60339196e-02,0.44775,0.368328,0.181375,0.173055
4.60339200e-02,0.447891,0.367766,0.18107,0.173031
4.60339204e-02,0.447859,0.367625,0.180977,0.173219
4.60339208e-02,0.448203,0.368656,0.181492,0.173375
4.60339212e-02,0.44775,0.369453,0.181391,0.173133
4.60339216e-02,0.448,0.3685,0.181305,0.172992
4.60339220e-02,0.447766,0.367766,0.180445,0.173117
4.60339224e-02,0.447078,0.367281,0.181273,0.172836
4.60339228e-02,0.446703,0.367703,0.181188,0.172359
4.60339232e-02,0.447313,0.368188,0.181531,0.172164
4.60339236e-02,0.447609,0.368188,0.180586,0.172539
4.60339240e-02,0.448297,0.367766,0.180797,0.172336
4.60339244e-02,0.447109,0.367547,0.181039,0.172297
4.60339248e-02,0.447703,0.368063,0.180641,0.172289
4.60339252e-02,0.447672,0.368188,0.180766,0.172406
4.60339256e-02,0.448609,0.368016,0.180914,0.172047
4.60339260e-02,0.447672,0.367531,0.181328,0.172156
4.60339264e-02,0.447891,0.367828,0.181031,0.172375
4.60339268e-02,0.447719,0.366828,0.180398,0.172406
4.60339272e-02,0.447203,0.367812,0.181531,0.172547
4.60339276e-02,0.445984,0.366828,0.181445,0.173313
4.60339280e-02,0.447031,0.367422,0.180836,0.173469
4.60339284e-02,0.448359,0.366922,0.181094,0.172898
4.60339288e-02,0.446781,0.367359,0.180758,0.172625
4.60339292e-02,0.446594,0.366672,0.180508,0.172891
4.60339296e-02,0.447594,0.367469,0.180789,0.173039
4.60339300e-02,0.446734,0.367453,0.180891,0.17257
4.60339304e-02,0.447797,0.367781,0.180508,0.172273
4.60339308e-02,0.446703,0.367344,0.180352,0.173008
4.60339312e-02,0.445906,0.366984,0.181305,0.173242
4.60339316e-02,0.446109,0.368188,0.180625,0.172305
4.60339320e-02,0.446203,0.367703,0.180367,0.172188
4.60339324e-02,0.446578,0.365844,0.180586,0.171734
4.60339328e-02,0.4465,0.367203,0.180352,0.172828
4.60339332e-02,0.447141,0.367516,0.180281,0.172273
4.60339336e-02,0.448094,0.367047,0.180805,0.172078
4.60339340e-02,0.446906,0.366922,0.180313,0.172031
4.60339344e-02,0.448578,0.367203,0.180492,0.171992
4.60339348e-02,0.446344,0.365906,0.180531,0.172336
4.60339352e-02,0.446031,0.366953,0.180484,0.171578
4.60339356e-02,0.446266,0.366187,0.180758,0.172031
4.60339360e-02,0.446703,0.365641,0.180586,0.171898
4.60339364e-02,0.445781,0.366359,0.180969,0.171938
4.60339368e-02,0.445,0.367437,0.179805,0.171836
4.60339372e-02,0.445641,0.366703,0.180523,0.171734
4.60339376e-02,0.446203,0.367453,0.180367,0.171672
4.60339380e-02,0.445734,0.366891,0.180141,0.172469
4.60339384e-02,0.446047,0.368563,0.179313,0.171805
4.60339388e-02,0.446484,0.366875,0.179477,0.171836
4.60339392e-02,0.446703,0.366031,0.179508,0.17175
4.60339396e-02,0.446313,0.365437,0.179445,0.172227
4.60339400e-02,0.445937,0.366266,0.179727,0.171633
4.60339404e-02,0.446406,0.367656,0.179555,0.171266
4.60339408e-02,0.446656,0.366484,0.179773,0.170875
4.60339412e-02,0.445688,0.365,0.180172,0.171508
4.60339416e-02,0.44525,0.365906,0.180367,0.171617
4.60339420e-02,0.44525,0.365297,0.180398,0.171297
4.60339424e-02,0.444844,0.365953,0.180195,0.170594
4.60339428e-02,0.444422,0.366234,0.180016,0.170609
4.60339432e-02,0.445203,0.365672,0.179914,0.170672
4.60339436e-02,0.445656,0.363953,0.179867,0.171047
4.60339440e-02,0.445516,0.365797,0.179641,0.171078
4.60339444e-02,0.444328,0.365969,0.180148,0.171484
4.60339448e-02,0.445047,0.36475,0.180453,0.170531
4.60339452e-02,0.445281,0.365406,0.179766,0.170844
4.60339456e-02,0.446047,0.365531,0.179867,0.17075
4.60339460e-02,0.445516,0.36525,0.180516,0.171086
4.60339464e-02,0.445953,0.365625,0.180148,0.170906
4.60339468e-02,0.444156,0.365156,0.179289,0.170766
4.60339472e-02,0.443969,0.365141,0.179445,0.171016
4.60339476e-02,0.44425,0.366703,0.178977,0.171273
4.60339480e-02,0.445312,0.366187,0.1795,0.171641
4.60339484e-02,0.444719,0.366812,0.179719,0.171531
4.60339488e-02,0.444297,0.36575,0.178852,0.171578
4.60339492e-02,0.443328,0.365187,0.17832,0.1715
4.60339496e-02,0.444688,0.36475,0.17882,0.170992
4.60339500e-02,0.445719,0.363953,0.179047,0.170766
4.60339504e-02,0.445234,0.364469,0.178516,0.170828
4.60339508e-02,0.444063,0.364906,0.178687,0.170539
4.60339512e-02,0.444531,0.365641,0.178516,0.169945
4.60339516e-02,0.444797,0.366547,0.179102,0.169805
4.60339520e-02,0.443422,0.366484,0.179242,0.169867
4.60339524e-02,0.444469,0.365812,0.179664,0.169859
4.60339528e-02,0.444578,0.363766,0.179281,0.170023
4.60339532e-02,0.443828,0.365219,0.179422,0.169695
4.60339536e-02,0.444031,0.364156,0.179477,0.170109
4.60339540e-02,0.444312,0.364641,0.1795,0.169891
4.60339544e-02,0.445109,0.364547,0.179437,0.170063
4.60339548e-02,0.445578,0.363922,0.179422,0.170539
4.60339552e-02,0.443625,0.364609,0.17943,0.17068
4.60339556e-02,0.444406,0.363953,0.179383,0.170711
4.60339560e-02,0.444344,0.362469,0.179484,0.170594
4.60339564e-02,0.44425,0.364625,0.179625,0.171266
4.60339568e-02,0.443,0.364219,0.179078,0.171258
4.60339572e-02,0.442594,0.365094,0.1795,0.170609
4.60339576e-02,0.443812,0.363312,0.178891,0.171383
4.60339580e-02,0.442734,0.36475,0.178602,0.171109
4.60339584e-02,0.442828,0.365172,0.17882,0.171148
4.60339588e-02,0.442406,0.365234,0.178766,0.170906
4.60339592e-02,0.444578,0.364266,0.17843,0.170664
4.60339596e-02,0.444688,0.364391,0.178445,0.17068
4.60339600e-02,0.444297,0.364516,0.178773,0.170336
4.60339604e-02,0.442063,0.364453,0.178383,0.170563
4.60339608e-02,0.442875,0.364906,0.178609,0.17043
4.60339612e-02,0.443453,0.364109,0.179375,0.170406
4.60339616e-02,0.443266,0.363922,0.179313,0.169945
4.60339620e-02,0.442453,0.363375,0.179227,0.169906
4.60339624e-02,0.442875,0.363016,0.178773,0.16943
4.60339628e-02,0.443688,0.364219,0.179219,0.169344
4.60339632e-02,0.443344,0.363344,0.179547,0.170117
4.60339636e-02,0.444047,0.363203,0.179555,0.170359
4.60339640e-02,0.443047,0.363719,0.179859,0.170219
4.60339644e-02,0.442359,0.362672,0.179344,0.170422
4.60339648e-02,0.442969,0.363234,0.179719,0.170688
4.60339652e-02,0.442766,0.362781,0.178914,0.170078
4.60339656e-02,0.442344,0.362969,0.178414,0.170945
4.60339660e-02,0.442937,0.362344,0.178586,0.17118
4.60339664e-02,0.442484,0.364078,0.1795,0.170992
4.60339668e-02,0.442312,0.364859,0.179016,0.170867
4.60339672e-02,0.441828,0.364391,0.178492,0.17093
4.60339676e-02,0.443266,0.364078,0.178258,0.171148
4.60339680e-02,0.442828,0.364141,0.178453,0.170883
4.60339684e-02,0.442688,0.365391,0.178344,0.171148
4.60339688e-02,0.442422,0.365203,0.178008,0.170406
4.60339692e-02,0.442781,0.364656,0.177805,0.170742
4.60339696e-02,0.442063,0.363594,0.177727,0.169727
4.60339700e-02,0.441734,0.364297,0.178031,0.169539
4.60339704e-02,0.442422,0.362719,0.17832,0.169984
4.60339708e-02,0.44125,0.363359,0.178063,0.169227
4.60339712e-02,0.442906,0.363953,0.178187,0.168859
4.60339716e-02,0.442016,0.363531,0.178516,0.169313
4.60339720e-02,0.440859,0.363859,0.17825,0.169234
4.60339724e-02,0.441406,0.362719,0.179328,0.168805
4.60339728e-02,0.441531,0.362797,0.179773,0.168922
4.60339732e-02,0.442531,0.36225,0.17907,0.168781
4.60339736e-02,0.443359,0.360625,0.179445,0.16907
4.60339740e-02,0.441531,0.361469,0.178758,0.16982
4.60339744e-02,0.441375,0.363563,0.178687,0.169844
4.60339748e-02,0.441672,0.362187,0.178664,0.169422
4.60339752e-02,0.442812,0.360828,0.178906,0.169828
4.60339756e-02,0.443031,0.36125,0.178875,0.169891
4.60339760e-02,0.442359,0.361625,0.178422,0.170344
4.60339764e-02,0.442078,0.362469,0.17825,0.170758
4.60339768e-02,0.441562,0.363563,0.178187,0.169922
4.60339772e-02,0.440547,0.363703,0.177922,0.17093
4.60339776e-02,0.439219,0.362969,0.178141,0.170656
4.60339780e-02,0.440219,0.363016,0.177687,0.170492
4.60339784e-02,0.442281,0.363875,0.17732,0.170156
4.60339788e-02,0.44125,0.364187,0.177766,0.168758
4.60339792e-02,0.440156,0.364703,0.178406,0.169109
4.60339796e-02,0.441375,0.364312,0.177023,0.16893
4.60339800e-02,0.441562,0.364031,0.177219,0.168586
4.60339804e-02,0.440594,0.363344,0.178141,0.168352
4.60339808e-02,0.440078,0.364266,0.178469,0.16843
4.60339812e-02,0.440937,0.363828,0.178148,0.168875
4.60339816e-02,0.440609,0.363375,0.178641,0.168469
4.60339820e-02,0.439891,0.362859,0.178289,0.168672
4.60339824e-02,0.441016,0.362906,0.178227,0.168422
4.60339828e-02,0.440578,0.361375,0.178328,0.168367
4.60339832e-02,0.441281,0.362047,0.178508,0.168391
4.60339836e-02,0.441094,0.361906,0.178867,0.16868
4.60339840e-02,0.440703,0.362016,0.178461,0.168523
4.60339844e-02,0.442359,0.362078,0.178,0.169289
4.60339848e-02,0.440609,0.361875,0.178023,0.169781
4.60339852e-02,0.441125,0.361906,0.177719,0.169148
4.60339856e-02,0.440594,0.360844,0.177719,0.169422
4.60339860e-02,0.441375,0.361469,0.177297,0.169422
4.60339864e-02,0.440828,0.362766,0.177586,0.169734
4.60339868e-02,0.439109,0.361766,0.177523,0.169461
4.60339872e-02,0.439953,0.362656,0.177187,0.169188
4.60339876e-02,0.438828,0.362609,0.177258,0.168938
4.60339880e-02,0.438422,0.364344,0.177344,0.169078
4.60339884e-02,0.439016,0.363047,0.176703,0.169391
4.60339888e-02,0.440203,0.363516,0.177008,0.168945
4.60339892e-02,0.44075,0.364031,0.176672,0.1685
4.60339896e-02,0.440281,0.363234,0.177781,0.168398
4.60339900e-02,0.440516,0.363812,0.177828,0.167523
4.60339904e-02,0.43925,0.361719,0.177555,0.168086
4.60339908e-02,0.439719,0.361266,0.177805,0.168633
4.60339912e-02,0.439438,0.361969,0.177203,0.167563
4.60339916e-02,0.439312,0.361328,0.177563,0.168148
4.60339920e-02,0.439594,0.361391,0.178063,0.16743
4.60339924e-02,0.440078,0.361531,0.178219,0.168148
4.60339928e-02,0.439984,0.361328,0.178281,0.1685
4.60339932e-02,0.440562,0.361078,0.177937,0.169055
4.60339936e-02,0.43975,0.361141,0.178,0.168516
4.60339940e-02,0.439516,0.360375,0.177758,0.168266
4.60339944e-02,0.438406,0.3605,0.177141,0.168852
4.60339948e-02,0.438969,0.361594,0.177633,0.169445
4.60339952e-02,0.438344,0.361812,0.176992,0.1695
4.60339956e-02,0.438719,0.361328,0.176891,0.169609
4.60339960e-02,0.438562,0.359812,0.177086,0.169242
4.60339964e-02,0.438766,0.359812,0.176539,0.169086
4.60339968e-02,0.439406,0.361672,0.177,0.169414
4.60339972e-02,0.438875,0.362609,0.177242,0.168711
4.60339976e-02,0.438656,0.361219,0.177,0.168344
4.60339980e-02,0.439609,0.361391,0.176539,0.168523
4.60339984e-02,0.440516,0.362594,0.176219,0.168109
4.60339988e-02,0.438891,0.362563,0.176117,0.167922
4.60339992e-02,0.438188,0.362453,0.176313,0.167172
4.60339996e-02,0.438266,0.360797,0.176445,0.166922
4.60340000e-02,0.439438,0.360609,0.176758,0.167547
4.60340004e-02,0.439391,0.360344,0.177531,0.167242
4.60340008e-02,0.439297,0.36075,0.177414,0.167211
4.60340012e-02,0.439922,0.360422,0.177047,0.166664
4.60340016e-02,0.440984,0.361094,0.177437,0.16682
4.60340020e-02,0.440328,0.360453,0.177539,0.167727
4.60340024e-02,0.438797,0.359172,0.177586,0.167922
4.60340028e-02,0.439094,0.360344,0.177711,0.167563
4.60340032e-02,0.439688,0.360766,0.1775,0.168148
4.60340036e-02,0.439984,0.359781,0.177187,0.168688
4.60340040e-02,0.438516,0.361187,0.176844,0.168469
4.60340044e-02,0.438781,0.360719,0.177047,0.169016
4.60340048e-02,0.4395,0.361266,0.177758,0.169227
4.60340052e-02,0.438797,0.359938,0.176922,0.169
4.60340056e-02,0.439594,0.360359,0.176703,0.168641
4.60340060e-02,0.438766,0.360969,0.17568,0.169195
4.60340064e-02,0.439203,0.360984,0.176477,0.168891
4.60340068e-02,0.437891,0.360563,0.176367,0.16857
4.60340072e-02,0.438875,0.360641,0.176203,0.167891
4.60340076e-02,0.438375,0.360063,0.176125,0.16743
4.60340080e-02,0.438031,0.360859,0.176367,0.167609
4.60340084e-02,0.438656,0.361109,0.175914,0.16693
4.60340088e-02,0.439109,0.362094,0.176328,0.167031
4.60340092e-02,0.437547,0.361375,0.176508,0.167422
4.60340096e-02,0.437359,0.359984,0.176773,0.166523
4.60340100e-02,0.437344,0.360594,0.17675,0.166086
4.60340104e-02,0.437922,0.360266,0.177039,0.166398
4.60340108e-02,0.437844,0.358906,0.176609,0.166586
4.60340112e-02,0.437781,0.358453,0.177414,0.16668
4.60340116e-02,0.436484,0.359203,0.177289,0.167188
4.60340120e-02,0.437438,0.358734,0.177313,0.167297
4.60340124e-02,0.438078,0.357141,0.176742,0.167625
4.60340128e-02,0.438156,0.358516,0.17718,0.167656
4.60340132e-02,0.436672,0.358281,0.177078,0.168242
4.60340136e-02,0.437703,0.358687,0.177391,0.168477
4.60340140e-02,0.437328,0.358125,0.176977,0.168523
4.60340144e-02,0.436344,0.358984,0.176563,0.169039
4.60340148e-02,0.436781,0.358875,0.176617,0.169258
4.60340152e-02,0.438172,0.358938,0.176648,0.169195
4.60340156e-02,0.437734,0.359859,0.176492,0.168773
4.60340160e-02,0.436547,0.359344,0.17632,0.168891
4.60340164e-02,0.437562,0.358609,0.176289,0.168727
4.60340168e-02,0.437391,0.359625,0.176383,0.168266
4.60340172e-02,0.436734,0.359625,0.175898,0.168633
4.60340176e-02,0.43725,0.359672,0.175961,0.167352
4.60340180e-02,0.436266,0.358609,0.176172,0.167102
4.60340184e-02,0.437125,0.358641,0.176703,0.167188
4.60340188e-02,0.436937,0.35875,0.176352,0.16682
4.60340192e-02,0.435219,0.357609,0.176602,0.166719
4.60340196e-02,0.435156,0.357859,0.176906,0.166242
4.60340200e-02,0.436234,0.357969,0.176844,0.166398
4.60340204e-02,0.436219,0.358187,0.177023,0.166453
4.60340208e-02,0.435812,0.358375,0.177937,0.166695
4.60340212e-02,0.436344,0.356938,0.177289,0.167055
4.60340216e-02,0.435641,0.357891,0.177734,0.16725
4.60340220e-02,0.434734,0.357234,0.177563,0.167117
4.60340224e-02,0.435266,0.356328,0.177328,0.167344
4.60340228e-02,0.436547,0.356734,0.176734,0.16807
4.60340232e-02,0.436531,0.3585,0.17743,0.168305
4.60340236e-02,0.437719,0.359234,0.176836,0.168836
4.60340240e-02,0.437641,0.358203,0.176594,0.168539
4.60340244e-02,0.438609,0.357859,0.176609,0.168203
4.60340248e-02,0.436547,0.357766,0.17632,0.169195
4.60340252e-02,0.437078,0.358547,0.176492,0.169125
4.60340256e-02,0.436391,0.359125,0.176289,0.169063
4.60340260e-02,0.436969,0.359156,0.176047,0.168813
4.60340264e-02,0.435719,0.357984,0.175969,0.168711
4.60340268e-02,0.434859,0.357422,0.176438,0.168445
4.60340272e-02,0.435141,0.359516,0.176563,0.168359
4.60340276e-02,0.436703,0.359219,0.1765,0.167297
4.60340280e-02,0.436719,0.358891,0.175695,0.16718
4.60340284e-02,0.437141,0.3595,0.176742,0.166953
4.60340288e-02,0.434953,0.359484,0.176891,0.16643
4.60340292e-02,0.435297,0.357766,0.176414,0.166406
4.60340296e-02,0.435812,0.357625,0.175922,0.166125
4.60340300e-02,0.435719,0.356469,0.176563,0.166617
4.60340304e-02,0.435672,0.356359,0.177461,0.167063
4.60340308e-02,0.435562,0.357828,0.177461,0.166883
4.60340312e-02,0.435703,0.357859,0.177383,0.166609
4.60340316e-02,0.434688,0.358547,0.176859,0.167039
4.60340320e-02,0.436266,0.357375,0.176945,0.167445
4.60340324e-02,0.435125,0.356984,0.176914,0.16818
4.60340328e-02,0.436609,0.356359,0.177367,0.168016
4.60340332e-02,0.436266,0.358344,0.176727,0.168328
4.60340336e-02,0.43575,0.35775,0.176938,0.168391
4.60340340e-02,0.434953,0.357359,0.175938,0.168164
4.60340344e-02,0.435031,0.356703,0.176141,0.168438
4.60340348e-02,0.434641,0.357375,0.175992,0.168992
4.60340352e-02,0.435344,0.35775,0.176445,0.168875
4.60340356e-02,0.434234,0.358203,0.176719,0.168477
4.60340360e-02,0.434609,0.358563,0.175609,0.168273
4.60340364e-02,0.435844,0.358844,0.176164,0.168492
4.60340368e-02,0.435156,0.358469,0.176445,0.168109
4.60340372e-02,0.434469,0.358984,0.176211,0.16725
4.60340376e-02,0.435172,0.357563,0.175922,0.167344
4.60340380e-02,0.43375,0.357875,0.17618,0.166727
4.60340384e-02,0.434344,0.357266,0.176187,0.167508
4.60340388e-02,0.435328,0.358891,0.176492,0.166773
4.60340392e-02,0.435391,0.359109,0.176148,0.166234
4.60340396e-02,0.435031,0.358563,0.177375,0.165711
4.60340400e-02,0.434656,0.359094,0.176992,0.16607
4.60340404e-02,0.433734,0.357656,0.176977,0.166492
4.60340408e-02,0.434922,0.357625,0.176977,0.166
4.60340412e-02,0.434484,0.358187,0.176883,0.167023
4.60340416e-02,0.434438,0.357187,0.176992,0.167219
4.60340420e-02,0.434703,0.356469,0.176297,0.167578
4.60340424e-02,0.434297,0.357438,0.176516,0.168195
4.60340428e-02,0.434859,0.357047,0.176164,0.168102
4.60340432e-02,0.434328,0.357266,0.176039,0.16775
4.60340436e-02,0.434703,0.357203,0.175602,0.168023
4.60340440e-02,0.433625,0.356359,0.175789,0.168133
4.60340444e-02,0.432516,0.35725,0.176148,0.168484
4.60340448e-02,0.4335,0.356516,0.17557,0.168734
