Model,DPO3034
Firmware Version,2.16

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4e-05,,,
Sample Interval,4e-10,,,
Record Length,1e+06,,,
Gating,47.499900% to 52.500%,47.499900% to 52.500%,47.499900% to 52.500%,47.499900% to 52.500%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.1,0.1,0.02,0.02
Label,,,,
TIME,CH1,CH2,CH3,CH4
1.863320e-05,0.144,0.088,-0.0472,-0.0416
1.863360e-05,0.148,0.088,-0.048,-0.0408
1.863400e-05,0.152,0.088,-0.048,-0.0432
1.863440e-05,0.144,0.088,-0.0488,-0.0448
1.863480e-05,0.14,0.084,-0.0488,-0.0448
1.863520e-05,0.144,0.088,-0.0488,-0.0456
1.863560e-05,0.148,0.088,-0.0496,-0.0456
1.863600e-05,0.148,0.088,-0.0496,-0.0456
1.863640e-05,0.144,0.1,-0.0496,-0.044
1.863680e-05,0.144,0.1,-0.0504,-0.0456
1.863720e-05,0.148,0.096,-0.0496,-0.0456
1.863760e-05,0.144,0.104,-0.0504,-0.0448
1.863800e-05,0.148,0.108,-0.0496,-0.0456
1.863840e-05,0.156,0.1,-0.0488,-0.0456
1.863880e-05,0.152,0.112,-0.048,-0.044
1.863920e-05,0.148,0.112,-0.0488,-0.0448
1.863960e-05,0.148,0.116,-0.0488,-0.044
1.864000e-05,0.144,0.116,-0.0488,-0.0464
1.864040e-05,0.144,0.116,-0.048,-0.0456
1.864080e-05,0.148,0.112,-0.048,-0.0456
1.864120e-05,0.152,0.104,-0.0496,-0.044
1.864160e-05,0.144,0.104,-0.0512,-0.044
1.864200e-05,0.152,0.1,-0.0496,-0.0432
1.864240e-05,0.148,0.1,-0.0496,-0.0432
1.864280e-05,0.144,0.1,-0.0488,-0.0432
1.864320e-05,0.148,0.096,-0.0488,-0.044
1.864360e-05,0.144,0.084,-0.0464,-0.044
1.864400e-05,0.14,0.084,-0.0464,-0.0432
1.864440e-05,0.148,0.084,-0.0464,-0.0432
1.864480e-05,0.152,0.088,-0.0472,-0.0432
1.864520e-05,0.144,0.088,-0.0472,-0.0432
1.864560e-05,0.144,0.088,-0.048,-0.0432
1.864600e-05,0.148,0.092,-0.0488,-0.0416
1.864640e-05,0.148,0.096,-0.0472,-0.0424
1.864680e-05,0.148,0.1,-0.0472,-0.0432
1.864720e-05,0.152,0.1,-0.048,-0.0424
1.864760e-05,0.156,0.108,-0.048,-0.0416
1.864800e-05,0.152,0.116,-0.0472,-0.0432
1.864840e-05,0.152,0.12,-0.0464,-0.0432
1.864880e-05,0.152,0.116,-0.0464,-0.044
1.864920e-05,0.148,0.12,-0.0464,-0.0456
1.864960e-05,0.144,0.12,-0.048,-0.0456
1.865000e-05,0.148,0.112,-0.0488,-0.0464
1.865040e-05,0.148,0.112,-0.0496,-0.0448
1.865080e-05,0.152,0.108,-0.0504,-0.0456
1.865120e-05,0.152,0.1,-0.0496,-0.0456
1.865160e-05,0.152,0.092,-0.0496,-0.0448
1.865200e-05,0.148,0.1,-0.0504,-0.0448
1.865240e-05,0.148,0.092,-0.0496,-0.0448
1.865280e-05,0.144,0.088,-0.0496,-0.0448
1.865320e-05,0.152,0.088,-0.0504,-0.0448
1.865360e-05,0.152,0.084,-0.0488,-0.0448
1.865400e-05,0.14,0.088,-0.0496,-0.0432
1.865440e-05,0.144,0.088,-0.0488,-0.044
1.865480e-05,0.148,0.088,-0.048,-0.0432
1.865520e-05,0.144,0.088,-0.0496,-0.0432
1.865560e-05,0.148,0.092,-0.0496,-0.0416
1.865600e-05,0.148,0.096,-0.0488,-0.0424
1.865640e-05,0.148,0.092,-0.0472,-0.0408
1.865680e-05,0.148,0.108,-0.0464,-0.0416
1.865720e-05,0.148,0.108,-0.0472,-0.0408
1.865760e-05,0.144,0.104,-0.0464,-0.0424
1.865800e-05,0.152,0.108,-0.0456,-0.0424
1.865840e-05,0.148,0.112,-0.0456,-0.0416
1.865880e-05,0.152,0.108,-0.0464,-0.0416
1.865920e-05,0.148,0.112,-0.0464,-0.044
1.865960e-05,0.148,0.12,-0.0472,-0.0448
1.866000e-05,0.152,0.116,-0.048,-0.0448
1.866040e-05,0.156,0.112,-0.0488,-0.0448
1.866080e-05,0.156,0.108,-0.0488,-0.0448
1.866120e-05,0.152,0.108,-0.0496,-0.0464
1.866160e-05,0.148,0.104,-0.0512,-0.0456
1.866200e-05,0.144,0.092,-0.0512,-0.0464
1.866240e-05,0.152,0.092,-0.0504,-0.0464
1.866280e-05,0.148,0.096,-0.0496,-0.0456
1.866320e-05,0.152,0.088,-0.0504,-0.0456
1.866360e-05,0.152,0.088,-0.0504,-0.044
1.866400e-05,0.16,0.088,-0.0504,-0.044
1.866440e-05,0.152,0.088,-0.0512,-0.0456
1.866480e-05,0.152,0.084,-0.0504,-0.044
1.866520e-05,0.148,0.088,-0.0496,-0.0424
1.866560e-05,0.156,0.096,-0.048,-0.0416
1.866600e-05,0.148,0.096,-0.0456,-0.04
1.866640e-05,0.152,0.096,-0.0456,-0.04
1.866680e-05,0.148,0.104,-0.0464,-0.04
1.866720e-05,0.152,0.112,-0.0464,-0.0392
1.866760e-05,0.152,0.116,-0.0456,-0.0392
1.866800e-05,0.156,0.116,-0.0456,-0.04
1.866840e-05,0.16,0.116,-0.0448,-0.04
1.866880e-05,0.156,0.112,-0.0456,-0.0408
1.866920e-05,0.156,0.124,-0.0472,-0.0432
1.866960e-05,0.144,0.12,-0.048,-0.0424
1.867000e-05,0.148,0.112,-0.0488,-0.044
1.867040e-05,0.148,0.112,-0.0488,-0.0432
1.867080e-05,0.152,0.112,-0.0472,-0.044
1.867120e-05,0.152,0.108,-0.0488,-0.0448
1.867160e-05,0.148,0.1,-0.0504,-0.044
1.867200e-05,0.148,0.104,-0.0512,-0.0472
1.867240e-05,0.148,0.092,-0.0496,-0.048
1.867280e-05,0.152,0.092,-0.0512,-0.048
1.867320e-05,0.144,0.088,-0.0512,-0.0464
1.867360e-05,0.148,0.092,-0.0504,-0.0456
1.867400e-05,0.144,0.088,-0.0512,-0.0456
1.867440e-05,0.148,0.088,-0.0512,-0.0456
1.867480e-05,0.14,0.088,-0.0504,-0.0424
1.867520e-05,0.148,0.096,-0.048,-0.0408
1.867560e-05,0.148,0.088,-0.048,-0.0408
1.867600e-05,0.148,0.088,-0.0464,-0.0392
1.867640e-05,0.144,0.1,-0.0464,-0.04
1.867680e-05,0.148,0.104,-0.0456,-0.0392
1.867720e-05,0.152,0.104,-0.044,-0.0392
1.867760e-05,0.152,0.108,-0.0432,-0.04
1.867800e-05,0.152,0.116,-0.044,-0.0392
1.867840e-05,0.144,0.128,-0.044,-0.0384
1.867880e-05,0.14,0.128,-0.0432,-0.0368
1.867920e-05,0.148,0.124,-0.0432,-0.0392
1.867960e-05,0.144,0.12,-0.0448,-0.04
1.868000e-05,0.152,0.12,-0.0448,-0.04
1.868040e-05,0.156,0.116,-0.0464,-0.0416
1.868080e-05,0.152,0.108,-0.0456,-0.0432
1.868120e-05,0.148,0.108,-0.0472,-0.0448
1.868160e-05,0.148,0.108,-0.0472,-0.0448
1.868200e-05,0.148,0.1,-0.048,-0.0456
1.868240e-05,0.14,0.096,-0.0488,-0.0464
1.868280e-05,0.14,0.092,-0.0496,-0.048
1.868320e-05,0.148,0.084,-0.0512,-0.0472
1.868360e-05,0.152,0.084,-0.0512,-0.0464
1.868400e-05,0.16,0.084,-0.0512,-0.0464
1.868440e-05,0.152,0.084,-0.0504,-0.0464
1.868480e-05,0.148,0.084,-0.0496,-0.0456
1.868520e-05,0.148,0.088,-0.0496,-0.0448
1.868560e-05,0.148,0.092,-0.048,-0.0432
1.868600e-05,0.16,0.092,-0.0472,-0.0424
1.868640e-05,0.156,0.096,-0.048,-0.0424
1.868680e-05,0.156,0.108,-0.048,-0.0408
1.868720e-05,0.152,0.116,-0.0472,-0.0392
1.868760e-05,0.156,0.112,-0.048,-0.0392
1.868800e-05,0.16,0.116,-0.0464,-0.0376
1.868840e-05,0.156,0.12,-0.0448,-0.0384
1.868880e-05,0.152,0.116,-0.0448,-0.0392
1.868920e-05,0.152,0.124,-0.0464,-0.0384
1.868960e-05,0.148,0.128,-0.0448,-0.0392
1.869000e-05,0.148,0.128,-0.044,-0.0392
1.869040e-05,0.148,0.124,-0.044,-0.0392
1.869080e-05,0.152,0.116,-0.044,-0.0424
1.869120e-05,0.148,0.112,-0.0456,-0.0432
1.869160e-05,0.148,0.104,-0.0472,-0.0448
1.869200e-05,0.152,0.096,-0.0472,-0.0456
1.869240e-05,0.16,0.096,-0.0488,-0.0456
1.869280e-05,0.156,0.092,-0.0488,-0.0464
1.869320e-05,0.156,0.088,-0.0504,-0.0464
1.869360e-05,0.152,0.088,-0.0512,-0.0472
1.869400e-05,0.152,0.084,-0.0496,-0.0464
1.869440e-05,0.156,0.08,-0.0504,-0.0464
1.869480e-05,0.152,0.08,-0.0504,-0.0464
1.869520e-05,0.156,0.084,-0.0512,-0.0448
1.869560e-05,0.156,0.08,-0.0496,-0.0448
1.869600e-05,0.16,0.092,-0.0472,-0.044
1.869640e-05,0.16,0.1,-0.0464,-0.0432
1.869680e-05,0.16,0.1,-0.048,-0.0424
1.869720e-05,0.16,0.104,-0.048,-0.0416
1.869760e-05,0.156,0.112,-0.0456,-0.0408
1.869800e-05,0.148,0.124,-0.0472,-0.0416
1.869840e-05,0.156,0.128,-0.0464,-0.0408
1.869880e-05,0.152,0.124,-0.0456,-0.0384
1.869920e-05,0.156,0.128,-0.0456,-0.0384
1.869960e-05,0.152,0.124,-0.044,-0.0384
1.870000e-05,0.152,0.128,-0.0432,-0.0384
1.870040e-05,0.148,0.12,-0.0448,-0.0384
1.870080e-05,0.148,0.12,-0.044,-0.0408
1.870120e-05,0.152,0.12,-0.0448,-0.0424
1.870160e-05,0.16,0.112,-0.0448,-0.0424
1.870200e-05,0.148,0.104,-0.0464,-0.0416
1.870240e-05,0.148,0.1,-0.0464,-0.0424
1.870280e-05,0.148,0.096,-0.048,-0.0424
1.870320e-05,0.152,0.096,-0.0472,-0.0424
1.870360e-05,0.148,0.092,-0.048,-0.0432
1.870400e-05,0.148,0.088,-0.0488,-0.044
1.870440e-05,0.152,0.084,-0.048,-0.0432
1.870480e-05,0.152,0.088,-0.0488,-0.0432
1.870520e-05,0.152,0.088,-0.0488,-0.0416
1.870560e-05,0.152,0.092,-0.048,-0.0432
1.870600e-05,0.152,0.088,-0.0464,-0.044
1.870640e-05,0.152,0.1,-0.0464,-0.044
1.870680e-05,0.152,0.1,-0.0464,-0.0416
1.870720e-05,0.156,0.108,-0.0464,-0.0416
1.870760e-05,0.148,0.108,-0.0464,-0.0408
1.870800e-05,0.148,0.112,-0.0448,-0.04
1.870840e-05,0.152,0.112,-0.0432,-0.0392
1.870880e-05,0.152,0.12,-0.044,-0.04
1.870920e-05,0.152,0.124,-0.0456,-0.0384
1.870960e-05,0.152,0.124,-0.0448,-0.0376
1.871000e-05,0.148,0.124,-0.0432,-0.0376
1.871040e-05,0.156,0.112,-0.044,-0.0384
1.871080e-05,0.152,0.12,-0.044,-0.0392
1.871120e-05,0.148,0.116,-0.0432,-0.04
1.871160e-05,0.152,0.116,-0.0448,-0.04
1.871200e-05,0.152,0.108,-0.0464,-0.04
1.871240e-05,0.152,0.1,-0.0456,-0.0392
1.871280e-05,0.152,0.088,-0.0464,-0.04
1.871320e-05,0.148,0.088,-0.0456,-0.0416
1.871360e-05,0.148,0.08,-0.044,-0.0416
1.871400e-05,0.152,0.084,-0.0448,-0.0408
1.871440e-05,0.148,0.092,-0.0472,-0.0416
1.871480e-05,0.152,0.084,-0.0472,-0.0424
1.871520e-05,0.156,0.088,-0.0464,-0.0416
1.871560e-05,0.16,0.088,-0.0448,-0.0416
1.871600e-05,0.152,0.096,-0.0456,-0.0416
1.871640e-05,0.152,0.096,-0.0448,-0.0416
1.871680e-05,0.152,0.096,-0.0456,-0.0424
1.871720e-05,0.156,0.108,-0.0456,-0.0416
1.871760e-05,0.16,0.112,-0.0464,-0.04
1.871800e-05,0.16,0.112,-0.0456,-0.04
1.871840e-05,0.164,0.112,-0.0456,-0.04
1.871880e-05,0.152,0.12,-0.0448,-0.04
1.871920e-05,0.16,0.12,-0.0448,-0.0408
1.871960e-05,0.152,0.12,-0.0448,-0.04
1.872000e-05,0.152,0.124,-0.044,-0.04
1.872040e-05,0.16,0.124,-0.0448,-0.0392
1.872080e-05,0.164,0.112,-0.0464,-0.0392
1.872120e-05,0.16,0.112,-0.0464,-0.0408
1.872160e-05,0.16,0.112,-0.0472,-0.0408
1.872200e-05,0.152,0.108,-0.0464,-0.0408
1.872240e-05,0.152,0.108,-0.0456,-0.0408
1.872280e-05,0.152,0.1,-0.0464,-0.0416
1.872320e-05,0.16,0.096,-0.0464,-0.0416
1.872360e-05,0.156,0.096,-0.0464,-0.0408
1.872400e-05,0.156,0.096,-0.0464,-0.0416
1.872440e-05,0.156,0.092,-0.0456,-0.0416
1.872480e-05,0.156,0.092,-0.0456,-0.04
1.872520e-05,0.156,0.088,-0.0448,-0.0384
1.872560e-05,0.16,0.096,-0.0448,-0.0392
1.872600e-05,0.16,0.096,-0.0448,-0.0392
1.872640e-05,0.152,0.096,-0.0432,-0.04
1.872680e-05,0.152,0.104,-0.044,-0.0392
1.872720e-05,0.16,0.112,-0.0456,-0.0392
1.872760e-05,0.164,0.108,-0.0448,-0.0392
1.872800e-05,0.16,0.108,-0.044,-0.04
1.872840e-05,0.16,0.116,-0.0448,-0.0392
1.872880e-05,0.152,0.128,-0.044,-0.0392
1.872920e-05,0.152,0.12,-0.0448,-0.0392
1.872960e-05,0.152,0.124,-0.0448,-0.04
1.873000e-05,0.152,0.12,-0.0464,-0.0392
1.873040e-05,0.156,0.116,-0.0464,-0.04
1.873080e-05,0.156,0.112,-0.0464,-0.0408
1.873120e-05,0.156,0.112,-0.0456,-0.04
1.873160e-05,0.156,0.108,-0.0472,-0.04
1.873200e-05,0.156,0.104,-0.0464,-0.04
1.873240e-05,0.156,0.1,-0.0456,-0.0408
1.873280e-05,0.152,0.1,-0.0472,-0.0408
1.873320e-05,0.152,0.096,-0.0464,-0.04
1.873360e-05,0.16,0.092,-0.0448,-0.0416
1.873400e-05,0.16,0.088,-0.0448,-0.04
1.873440e-05,0.16,0.096,-0.0432,-0.0384
1.873480e-05,0.16,0.096,-0.0448,-0.0384
1.873520e-05,0.16,0.096,-0.0448,-0.0384
1.873560e-05,0.16,0.1,-0.044,-0.0392
1.873600e-05,0.16,0.104,-0.044,-0.0384
1.873640e-05,0.152,0.108,-0.0448,-0.0376
1.873680e-05,0.16,0.116,-0.044,-0.0376
1.873720e-05,0.156,0.112,-0.0424,-0.036
1.873760e-05,0.144,0.112,-0.0416,-0.0368
1.873800e-05,0.152,0.112,-0.0416,-0.0376
1.873840e-05,0.152,0.112,-0.0416,-0.0392
1.873880e-05,0.152,0.12,-0.0416,-0.0384
1.873920e-05,0.148,0.12,-0.0424,-0.0368
1.873960e-05,0.16,0.124,-0.0416,-0.0392
1.874000e-05,0.152,0.116,-0.0416,-0.04
1.874040e-05,0.152,0.12,-0.0416,-0.0416
1.874080e-05,0.156,0.108,-0.0448,-0.0416
1.874120e-05,0.148,0.104,-0.0448,-0.04
1.874160e-05,0.152,0.1,-0.0456,-0.0392
1.874200e-05,0.156,0.1,-0.0448,-0.0392
1.874240e-05,0.16,0.1,-0.0448,-0.04
1.874280e-05,0.164,0.096,-0.0448,-0.04
1.874320e-05,0.16,0.092,-0.0448,-0.04
1.874360e-05,0.16,0.1,-0.0432,-0.0392
1.874400e-05,0.16,0.092,-0.044,-0.0384
1.874440e-05,0.16,0.104,-0.044,-0.0384
1.874480e-05,0.16,0.1,-0.044,-0.0392
1.874520e-05,0.152,0.096,-0.044,-0.0384
1.874560e-05,0.156,0.104,-0.044,-0.0368
1.874600e-05,0.16,0.1,-0.0424,-0.0368
1.874640e-05,0.168,0.104,-0.0424,-0.036
1.874680e-05,0.168,0.112,-0.0424,-0.0376
1.874720e-05,0.16,0.112,-0.0416,-0.0368
1.874760e-05,0.16,0.12,-0.0416,-0.0368
1.874800e-05,0.156,0.12,-0.0408,-0.036
1.874840e-05,0.152,0.12,-0.0416,-0.0376
1.874880e-05,0.152,0.12,-0.0416,-0.0384
1.874920e-05,0.156,0.112,-0.0416,-0.0384
1.874960e-05,0.156,0.116,-0.044,-0.0392
1.875000e-05,0.156,0.112,-0.0432,-0.0392
1.875040e-05,0.152,0.112,-0.0432,-0.04
1.875080e-05,0.152,0.112,-0.044,-0.04
1.875120e-05,0.152,0.108,-0.0464,-0.0408
1.875160e-05,0.16,0.112,-0.0464,-0.0416
1.875200e-05,0.156,0.108,-0.0464,-0.0424
1.875240e-05,0.16,0.096,-0.0464,-0.0432
1.875280e-05,0.16,0.092,-0.0464,-0.0424
1.875320e-05,0.164,0.096,-0.0456,-0.0432
1.875360e-05,0.164,0.1,-0.0464,-0.0416
1.875400e-05,0.172,0.1,-0.0472,-0.0416
1.875440e-05,0.164,0.1,-0.0472,-0.0416
1.875480e-05,0.164,0.104,-0.0464,-0.04
1.875520e-05,0.164,0.1,-0.0464,-0.0392
1.875560e-05,0.168,0.1,-0.0448,-0.0392
1.875600e-05,0.168,0.104,-0.0432,-0.0368
1.875640e-05,0.168,0.112,-0.0432,-0.0368
1.875680e-05,0.168,0.112,-0.0424,-0.0368
1.875720e-05,0.168,0.116,-0.0408,-0.036
1.875760e-05,0.16,0.124,-0.0408,-0.036
1.875800e-05,0.156,0.12,-0.0424,-0.0368
1.875840e-05,0.156,0.124,-0.0408,-0.036
1.875880e-05,0.152,0.12,-0.04,-0.036
1.875920e-05,0.152,0.116,-0.0416,-0.0368
1.875960e-05,0.148,0.12,-0.0424,-0.0376
1.876000e-05,0.148,0.108,-0.0424,-0.0384
1.876040e-05,0.16,0.108,-0.044,-0.0392
1.876080e-05,0.16,0.112,-0.0432,-0.04
1.876120e-05,0.164,0.104,-0.0432,-0.04
1.876160e-05,0.164,0.108,-0.0432,-0.0408
1.876200e-05,0.16,0.104,-0.0448,-0.0408
1.876240e-05,0.16,0.1,-0.0448,-0.0416
1.876280e-05,0.156,0.1,-0.044,-0.0408
1.876320e-05,0.156,0.1,-0.0456,-0.0432
1.876360e-05,0.156,0.096,-0.0456,-0.0416
1.876400e-05,0.156,0.1,-0.0456,-0.0408
1.876440e-05,0.156,0.096,-0.0464,-0.0408
1.876480e-05,0.164,0.1,-0.0456,-0.0408
1.876520e-05,0.16,0.104,-0.0464,-0.0384
1.876560e-05,0.16,0.108,-0.0456,-0.0376
1.876600e-05,0.16,0.108,-0.0456,-0.0384
1.876640e-05,0.164,0.112,-0.0432,-0.0368
1.876680e-05,0.168,0.112,-0.0424,-0.036
1.876720e-05,0.164,0.112,-0.0424,-0.0368
1.876760e-05,0.156,0.12,-0.0408,-0.0352
1.876800e-05,0.164,0.124,-0.0408,-0.0368
1.876840e-05,0.164,0.124,-0.0408,-0.0352
1.876880e-05,0.16,0.12,-0.0424,-0.0344
1.876920e-05,0.144,0.12,-0.0408,-0.0344
1.876960e-05,0.152,0.12,-0.0408,-0.0368
1.877000e-05,0.152,0.112,-0.0408,-0.036
1.877040e-05,0.16,0.116,-0.04,-0.0368
1.877080e-05,0.152,0.108,-0.0408,-0.0368
1.877120e-05,0.156,0.108,-0.0416,-0.036
1.877160e-05,0.148,0.104,-0.0408,-0.0376
1.877200e-05,0.152,0.104,-0.0408,-0.0384
1.877240e-05,0.152,0.1,-0.0424,-0.0408
1.877280e-05,0.156,0.1,-0.0432,-0.0416
1.877320e-05,0.152,0.1,-0.044,-0.0416
1.877360e-05,0.156,0.096,-0.044,-0.0424
1.877400e-05,0.156,0.096,-0.0448,-0.0408
1.877440e-05,0.152,0.096,-0.0448,-0.0416
1.877480e-05,0.16,0.1,-0.0448,-0.0408
1.877520e-05,0.164,0.104,-0.0456,-0.0408
1.877560e-05,0.164,0.104,-0.044,-0.0408
1.877600e-05,0.164,0.108,-0.044,-0.0408
1.877640e-05,0.16,0.108,-0.0432,-0.0392
1.877680e-05,0.16,0.108,-0.0432,-0.0368
1.877720e-05,0.16,0.116,-0.0432,-0.0368
1.877760e-05,0.164,0.12,-0.0424,-0.0368
1.877800e-05,0.16,0.12,-0.0424,-0.0368
1.877840e-05,0.16,0.116,-0.0432,-0.036
1.877880e-05,0.156,0.124,-0.0432,-0.0368
1.877920e-05,0.16,0.12,-0.0424,-0.0368
1.877960e-05,0.152,0.124,-0.0424,-0.0352
1.878000e-05,0.152,0.12,-0.0424,-0.036
1.878040e-05,0.152,0.116,-0.0416,-0.0368
1.878080e-05,0.164,0.108,-0.0416,-0.0368
1.878120e-05,0.16,0.108,-0.0424,-0.036
1.878160e-05,0.16,0.108,-0.0424,-0.0376
1.878200e-05,0.152,0.104,-0.0424,-0.0376
1.878240e-05,0.16,0.096,-0.0416,-0.0392
1.878280e-05,0.168,0.1,-0.0416,-0.0392
1.878320e-05,0.172,0.104,-0.0432,-0.0392
1.878360e-05,0.164,0.1,-0.0448,-0.0408
1.878400e-05,0.172,0.104,-0.044,-0.0408
1.878440e-05,0.172,0.104,-0.0432,-0.0408
1.878480e-05,0.168,0.108,-0.0432,-0.0408
1.878520e-05,0.168,0.104,-0.044,-0.0392
1.878560e-05,0.164,0.112,-0.044,-0.04
1.878600e-05,0.164,0.112,-0.0416,-0.0392
1.878640e-05,0.164,0.116,-0.044,-0.0384
1.878680e-05,0.16,0.112,-0.044,-0.0392
1.878720e-05,0.176,0.12,-0.044,-0.0392
1.878760e-05,0.168,0.124,-0.0448,-0.0384
1.878800e-05,0.164,0.12,-0.0448,-0.0384
1.878840e-05,0.156,0.12,-0.044,-0.0376
1.878880e-05,0.152,0.12,-0.0432,-0.0368
1.878920e-05,0.156,0.112,-0.044,-0.0376
1.878960e-05,0.156,0.108,-0.0432,-0.0376
1.879000e-05,0.152,0.108,-0.0424,-0.036
1.879040e-05,0.16,0.12,-0.0432,-0.0376
1.879080e-05,0.16,0.112,-0.0432,-0.0384
1.879120e-05,0.16,0.112,-0.0424,-0.0376
1.879160e-05,0.16,0.1,-0.0424,-0.0384
1.879200e-05,0.16,0.096,-0.0424,-0.0392
1.879240e-05,0.156,0.096,-0.0432,-0.0384
1.879280e-05,0.156,0.104,-0.044,-0.0384
1.879320e-05,0.16,0.108,-0.044,-0.0376
1.879360e-05,0.16,0.108,-0.0424,-0.0392
1.879400e-05,0.172,0.104,-0.0424,-0.0392
1.879440e-05,0.16,0.108,-0.0424,-0.0384
1.879480e-05,0.164,0.108,-0.0424,-0.0376
1.879520e-05,0.164,0.112,-0.0416,-0.0368
1.879560e-05,0.176,0.116,-0.0424,-0.0384
1.879600e-05,0.176,0.112,-0.044,-0.0392
1.879640e-05,0.168,0.112,-0.0432,-0.0376
1.879680e-05,0.164,0.116,-0.0416,-0.0392
1.879720e-05,0.164,0.116,-0.0432,-0.0384
1.879760e-05,0.16,0.112,-0.0424,-0.0384
1.879800e-05,0.156,0.112,-0.0432,-0.0376
1.879840e-05,0.16,0.112,-0.0424,-0.0376
1.879880e-05,0.16,0.112,-0.044,-0.0368
1.879920e-05,0.164,0.112,-0.0424,-0.0376
1.879960e-05,0.16,0.108,-0.0432,-0.036
1.880000e-05,0.16,0.108,-0.0408,-0.0368
1.880040e-05,0.156,0.104,-0.0408,-0.0368
1.880080e-05,0.16,0.108,-0.0408,-0.0384
1.880120e-05,0.156,0.108,-0.0408,-0.036
1.880160e-05,0.164,0.108,-0.0416,-0.036
1.880200e-05,0.16,0.104,-0.0424,-0.0352
1.880240e-05,0.16,0.108,-0.0424,-0.036
1.880280e-05,0.164,0.108,-0.0424,-0.0352
1.880320e-05,0.168,0.112,-0.0424,-0.036
1.880360e-05,0.16,0.108,-0.0432,-0.0352
1.880400e-05,0.168,0.116,-0.0408,-0.0352
1.880440e-05,0.164,0.112,-0.0384,-0.036
1.880480e-05,0.164,0.12,-0.0384,-0.0352
1.880520e-05,0.164,0.124,-0.0384,-0.036
1.880560e-05,0.164,0.12,-0.0384,-0.036
1.880600e-05,0.16,0.116,-0.04,-0.0376
1.880640e-05,0.168,0.12,-0.04,-0.0368
1.880680e-05,0.164,0.116,-0.0416,-0.0376
1.880720e-05,0.16,0.116,-0.0416,-0.0384
1.880760e-05,0.16,0.116,-0.0416,-0.0384
1.880800e-05,0.156,0.12,-0.0424,-0.0384
1.880840e-05,0.152,0.108,-0.0432,-0.0376
1.880880e-05,0.152,0.108,-0.0424,-0.0368
1.880920e-05,0.16,0.108,-0.0424,-0.0392
1.880960e-05,0.156,0.108,-0.0424,-0.0376
1.881000e-05,0.156,0.108,-0.0424,-0.0392
1.881040e-05,0.16,0.104,-0.0432,-0.0392
1.881080e-05,0.16,0.108,-0.0432,-0.0392
1.881120e-05,0.164,0.112,-0.0432,-0.0392
1.881160e-05,0.16,0.112,-0.044,-0.0368
1.881200e-05,0.156,0.1,-0.0416,-0.0368
1.881240e-05,0.164,0.108,-0.0416,-0.036
1.881280e-05,0.172,0.116,-0.0416,-0.0368
1.881320e-05,0.168,0.116,-0.0416,-0.036
1.881360e-05,0.168,0.112,-0.0392,-0.0352
1.881400e-05,0.172,0.124,-0.0392,-0.0352
1.881440e-05,0.172,0.124,-0.0392,-0.0352
1.881480e-05,0.168,0.12,-0.04,-0.036
1.881520e-05,0.176,0.12,-0.0384,-0.036
1.881560e-05,0.172,0.12,-0.0392,-0.036
1.881600e-05,0.176,0.124,-0.0408,-0.0368
1.881640e-05,0.18,0.124,-0.0424,-0.0368
1.881680e-05,0.172,0.124,-0.0416,-0.036
1.881720e-05,0.164,0.116,-0.0432,-0.036
1.881760e-05,0.172,0.112,-0.0416,-0.0368
1.881800e-05,0.172,0.104,-0.04,-0.0376
1.881840e-05,0.172,0.112,-0.04,-0.0376
1.881880e-05,0.172,0.104,-0.0424,-0.0376
1.881920e-05,0.172,0.108,-0.0416,-0.04
1.881960e-05,0.168,0.1,-0.0424,-0.0392
1.882000e-05,0.168,0.108,-0.044,-0.0408
1.882040e-05,0.164,0.1,-0.0432,-0.0392
1.882080e-05,0.16,0.1,-0.0432,-0.0384
1.882120e-05,0.16,0.1,-0.044,-0.0392
1.882160e-05,0.164,0.1,-0.044,-0.0384
1.882200e-05,0.168,0.104,-0.0432,-0.0368
1.882240e-05,0.164,0.112,-0.044,-0.0368
1.882280e-05,0.16,0.108,-0.0424,-0.036
1.882320e-05,0.164,0.112,-0.0408,-0.0352
1.882360e-05,0.168,0.116,-0.0416,-0.0352
1.882400e-05,0.172,0.12,-0.0408,-0.036
1.882440e-05,0.172,0.12,-0.0408,-0.0336
1.882480e-05,0.172,0.132,-0.0392,-0.0336
1.882520e-05,0.172,0.124,-0.0392,-0.0344
1.882560e-05,0.164,0.132,-0.04,-0.0328
1.882600e-05,0.164,0.132,-0.0384,-0.0328
1.882640e-05,0.172,0.128,-0.0384,-0.0328
1.882680e-05,0.164,0.124,-0.0384,-0.0352
1.882720e-05,0.164,0.12,-0.0376,-0.0352
1.882760e-05,0.168,0.12,-0.0392,-0.0352
1.882800e-05,0.16,0.116,-0.0392,-0.0352
1.882840e-05,0.164,0.108,-0.0392,-0.0352
1.882880e-05,0.164,0.108,-0.04,-0.036
1.882920e-05,0.164,0.116,-0.04,-0.036
1.882960e-05,0.168,0.112,-0.0416,-0.0384
1.883000e-05,0.16,0.104,-0.0432,-0.0384
1.883040e-05,0.16,0.104,-0.0424,-0.0368
1.883080e-05,0.156,0.096,-0.0424,-0.0376
1.883120e-05,0.16,0.096,-0.0424,-0.0384
1.883160e-05,0.164,0.096,-0.0424,-0.0384
1.883200e-05,0.172,0.1,-0.0416,-0.0368
